test/stochastic/0/stick-pull-v1/return/avg	test/stochastic/0/stick-pull-v1/return/std	test/stochastic/0/stick-pull-v1/return/max	test/stochastic/0/stick-pull-v1/return/min	test/stochastic/0/stick-pull-v1/ep_length	test/stochastic/0/stick-pull-v1/success	test/stochastic/average_success	test/deterministic/0/stick-pull-v1/return/avg	test/deterministic/0/stick-pull-v1/return/std	test/deterministic/0/stick-pull-v1/return/max	test/deterministic/0/stick-pull-v1/return/min	test/deterministic/0/stick-pull-v1/ep_length	test/deterministic/0/stick-pull-v1/success	test/deterministic/average_success	epoch	train/return/avg	train/return/std	train/return/max	train/return/min	train/ep_length	total_env_steps	current_task_steps	train/q1_vals/avg	train/q1_vals/std	train/q1_vals/max	train/q1_vals/min	train/q2_vals/avg	train/q2_vals/std	train/q2_vals/max	train/q2_vals/min	train/log_pi/avg	train/log_pi/std	train/log_pi/max	train/log_pi/min	train/loss_pi	train/loss_q1	train/loss_q2	train/alpha/0	train/loss_reg	train/agem_violation	train/success	walltime
-111.67773195978823	4.3848121798694155	-101.65536962520655	-117.59809628969555	200.0	0.0	0.0	-111.73807808742066	0.0	-111.73807808742066	-111.73807808742066	200.0	0.0	0.0	1	-36.9395293594325	48.07942556900676	377.3149108886719	-120.51843192581136	200.0	20000	20000	10.729274	7.4555635	332.6027	-17.079296	10.729864	7.4575706	330.68277	-17.147572	2.2414856	6.117814	143.76329	-14.197724	-11.034162	0.5395519	0.508508	0.10949394027986808	0.0	0.0	0.0	169.72035241127014
82.02164011788463	211.20949353076963	598.8070068359375	-42.873412300746665	200.0	0.0	0.0	-45.17517285317295	0.0	-45.17517285317295	-45.17517285317295	200.0	0.0	0.0	2	270.39445150814663	1623.729733624218	12076.2060546875	-97.48706996519246	200.0	40000	40000	33.848267	171.03107	3673.6016	-107.03038	33.850098	171.02739	3655.952	-104.40558	4.407051	6.457364	150.06647	-13.202799	-35.19375	69.666245	69.79803	0.08190495779239572	0.0	0.0	0.0	360.43233919143677
3143.5669012622648	4413.543046783789	13281.291015625	-44.37147903442383	200.0	0.0	0.0	17270.377	0.0	17270.377	17270.377	200.0	0.0	0.0	3	2226.0140191636588	5197.412320661418	24446.66015625	-45.24724835620951	200.0	60000	60000	729.7552	1286.016	9137.466	-676.8837	729.7595	1286.0103	9017.993	-678.4393	4.110468	4.6637826	134.33934	-13.731651	-738.03845	1944.312	1963.7882	0.6301735657349229	0.0	0.0	0.0	549.5216195583344
1675.4154381879566	5175.17989711656	17200.509765625	-102.88153863950528	200.0	0.0	0.0	-21.13166	0.0	-21.13166	-21.13166	200.0	0.0	0.0	4	6493.504804863467	13258.73288915501	73127.4296875	-75.66883087158203	200.0	80000	80000	1872.7904	2591.2473	20537.82	-2005.6783	1872.8046	2591.3372	20456.307	-1960.5977	4.0481157	4.1338477	76.11583	-15.034727	-1884.2756	14576.431	14316.04	1.3456696986854075	0.0	0.0	0.0	737.5019710063934
58432.918	39057.2	110636.88	-6.1815825	200.0	0.0	0.0	-10.045056065607458	0.0	-10.045056065607458	-10.045056065607458	200.0	0.0	0.0	5	24990.45716825717	32762.23255288675	130194.8515625	-71.82134296852897	200.0	100000	100000	4802.2046	7577.96	45379.0	-5372.42	4802.0254	7578.287	45568.027	-5316.286	4.056424	4.5531936	91.569016	-15.577043	-4864.045	137785.5	136821.88	4.69215425246954	0.0	0.0	0.01	926.1714565753937
74726.195	49876.26	125256.93	-10.0658	200.0	0.0	0.0	89659.41	0.0	89659.41	89659.41	200.0	0.0	0.0	6	26269.47861848615	31213.61851156959	115092.7734375	-33.675048168100716	200.0	120000	120000	11581.989	12026.639	55720.06	-8166.423	11582.045	12027.283	56669.293	-8414.04	3.9982429	3.7260938	65.22219	-12.084281	-11667.762	410601.38	405090.9	8.086782948422432	0.0	0.0	0.0	1116.6579675674438
26400.502526061726	40581.24691375681	99182.65625	-19.411821450853914	200.0	0.0	0.0	-18.882216576338763	0.0	-18.882216576338763	-18.882216576338763	200.0	0.0	0.0	7	45076.45950025157	42122.94148789905	203409.234375	-46.07246017456055	200.0	140000	140000	15572.933	14636.485	64406.76	-9801.252	15573.0205	14636.75	64297.707	-9779.596	4.0131006	3.7145894	57.985477	-15.252741	-15676.91	630343.9	627095.0	9.869397091531754	0.0	0.0	0.01	1306.311312675476
58051.153473078084	58299.34886521251	125013.1484375	-8.370198249816895	200.0	0.0	0.0	-8.593685	0.0	-8.593685	-8.593685	200.0	0.0	0.0	8	48367.6079509715	39192.297054296956	129288.7421875	-21.848907470703125	200.0	160000	160000	19674.969	16912.36	70971.59	-13822.86	19674.906	16912.752	70301.64	-14207.114	4.002678	3.5968764	74.777115	-15.406178	-19780.941	893882.9	892507.06	12.29231135649681	0.0	0.0	0.0	1496.6448764801025
41654.7078691973	42280.81106928897	100364.6640625	-31.007447203710065	200.0	0.0	0.0	82034.7	0.0	82034.7	82034.7	200.0	0.0	0.0	9	42719.35681598997	38871.83117360087	124861.765625	-25.780420303344727	200.0	180000	180000	23395.13	19126.232	80277.62	-15878.029	23395.145	19126.547	80263.54	-16328.759	3.9984653	3.6129982	57.06038	-14.766499	-23502.89	1183928.9	1176145.9	13.563123132276536	0.0	0.0	0.0	1686.4306042194366
70322.36	45841.05	123102.91	-23.80586	200.0	0.0	0.0	-5.183213	0.0	-5.183213	-5.183213	200.0	0.0	0.0	10	32866.922926420884	35516.98479398475	116801.40625	-52.863384846595146	200.0	200000	200000	24365.021	19866.004	82288.375	-23802.053	24365.055	19865.96	82352.086	-22770.133	4.003694	3.646354	58.464508	-12.188262	-24458.182	1481749.8	1478371.1	14.186660858917236	0.0	0.0	0.01	1875.2709710597992
40274.305	24660.715	74959.49	-15.731942	200.0	0.0	0.0	77690.79	0.0	77690.79	77690.79	200.0	0.0	0.0	11	49711.96368720518	44484.00176409397	181682.625	-55.97800334965036	200.0	220000	220000	24433.832	19191.938	82355.03	-23063.63	24433.63	19192.143	82498.734	-23659.682	4.0018916	3.6298869	64.23633	-13.81996	-24531.021	1437935.4	1438114.9	14.11148436436653	0.0	0.0	0.01	2065.875552415848
53230.363	28058.273	92934.47	10291.809	200.0	0.2	0.2	18024.5	0.0	18024.5	18024.5	200.0	1.0	1.0	12	43757.80049477334	42820.616793095396	151420.375	-40.0526589353762	200.0	240000	240000	25045.756	19305.383	82765.31	-23304.553	25045.527	19306.262	80366.52	-23745.135	3.9983706	3.5962763	52.6048	-12.403356	-25132.35	1357569.2	1343352.6	14.268974211502075	0.0	0.0	0.02	2255.191067457199
56778.085141834476	38076.99268715298	105805.8828125	-14.894187123941839	200.0	0.0	0.0	71412.664	0.0	71412.664	71412.664	200.0	0.0	0.0	13	50160.17972041262	47826.1831264683	171542.953125	-23.184598783173442	200.0	260000	260000	24322.025	19410.863	86091.21	-21950.451	24321.838	19411.928	84211.695	-22847.518	4.0013633	3.4806862	60.256874	-13.859462	-24381.771	1360770.0	1344304.9	13.66491438384056	0.0	0.0	0.0	2444.228339910507
81513.92	41618.188	129888.195	12.097918	200.0	0.0	0.0	91716.734	0.0	91716.734	91716.734	200.0	0.0	0.0	14	53840.980276052265	41216.399180055465	181328.6875	-14.09839153289795	200.0	280000	280000	23852.713	19407.037	83974.71	-23965.066	23852.414	19408.328	85120.48	-23715.549	3.9995296	3.4607444	55.06651	-13.566231	-23893.113	1368263.2	1350485.2	13.21632983174324	0.0	0.0	0.0	2634.5214450359344
52588.00630429017	54208.895002397854	122743.6015625	-17.168257690745072	200.0	0.0	0.0	119479.1	0.0	119479.1	119479.1	200.0	0.0	0.0	15	46868.42024841054	43768.29581312731	159190.0625	-22.237460107249884	200.0	300000	300000	23597.42	19049.441	82428.375	-29426.518	23597.346	19050.004	83578.2	-29099.756	4.004828	3.3828661	59.555817	-13.249973	-23632.084	1305504.8	1293033.9	13.383958465003968	0.0	0.0	0.0	2823.1720967292786
23177.757308247965	30167.509449636993	78598.2734375	-12.458203315734863	200.0	0.1	0.1	-6.7370486	0.0	-6.7370486	-6.7370486	200.0	0.0	0.0	16	46925.45668977549	39754.30084437777	150403.09375	-19.727102279663086	200.0	320000	320000	22906.062	18651.97	78206.18	-29160.658	22906.1	18652.863	78971.6	-32354.094	3.9989855	3.415969	53.16433	-15.636962	-22937.004	1222344.8	1202411.2	13.123643066692352	0.0	0.0	0.02	3011.5430974960327
74769.445	59291.168	177888.08	-3.5564866	200.0	0.0	0.0	111738.73	0.0	111738.73	111738.73	200.0	0.0	0.0	17	59204.547719221155	42252.99289279119	140495.703125	-22.3405818939209	200.0	340000	340000	24352.719	19374.805	79726.97	-32044.795	24352.502	19376.164	80629.336	-32414.717	4.001189	3.31286	55.440624	-12.9603195	-24390.35	1339572.6	1314388.9	13.731206245565414	0.0	0.0	0.0	3200.2818920612335
55613.71	36950.438	109804.65	10.545859	200.0	0.0	0.0	96043.93	0.0	96043.93	96043.93	200.0	0.0	0.0	18	61139.63923980292	52474.41764453946	246073.0625	-40.46329879760742	200.0	360000	360000	25834.15	20379.094	85388.2	-37646.906	25834.129	20380.287	84792.9	-43576.69	4.001434	3.31798	53.12801	-15.087621	-25866.502	1408075.5	1382653.6	14.021615805387498	0.0	0.0	0.0	3389.5053486824036
120916.914	31051.625	162702.06	51970.113	200.0	0.0	0.0	114106.28	0.0	114106.28	114106.28	200.0	0.0	0.0	19	67828.09692996756	52004.41280169795	283055.25	-21.60797119140625	200.0	380000	380000	27098.135	21556.28	87618.82	-34108.043	27098.234	21557.037	87150.445	-37516.41	3.9989243	3.3647633	65.28427	-12.216148	-27131.615	1536382.8	1513900.5	14.85966319117546	0.0	0.0	0.02	3578.9763894081116
