test/stochastic/0/peg-unplug-side-v1/return/avg	test/stochastic/0/peg-unplug-side-v1/return/std	test/stochastic/0/peg-unplug-side-v1/return/max	test/stochastic/0/peg-unplug-side-v1/return/min	test/stochastic/0/peg-unplug-side-v1/ep_length	test/stochastic/0/peg-unplug-side-v1/success	test/stochastic/average_success	test/deterministic/0/peg-unplug-side-v1/return/avg	test/deterministic/0/peg-unplug-side-v1/return/std	test/deterministic/0/peg-unplug-side-v1/return/max	test/deterministic/0/peg-unplug-side-v1/return/min	test/deterministic/0/peg-unplug-side-v1/ep_length	test/deterministic/0/peg-unplug-side-v1/success	test/deterministic/average_success	epoch	train/return/avg	train/return/std	train/return/max	train/return/min	train/ep_length	total_env_steps	current_task_steps	train/q1_vals/avg	train/q1_vals/std	train/q1_vals/max	train/q1_vals/min	train/q2_vals/avg	train/q2_vals/std	train/q2_vals/max	train/q2_vals/min	train/log_pi/avg	train/log_pi/std	train/log_pi/max	train/log_pi/min	train/loss_pi	train/loss_q1	train/loss_q2	train/alpha/0	train/loss_reg	train/agem_violation	train/success	walltime
-40.077357192632505	3.088293341242294	-32.518668700737685	-42.61031756657999	200.0	0.0	0.0	-34.206808273104556	0.0	-34.206808273104556	-34.206808273104556	200.0	0.0	0.0	1	-52.47259215961819	19.780678358844117	-22.44272768620081	-112.06981805617143	200.0	20000	20000	8.573823	6.837153	23.444078	-18.607492	8.573956	6.837037	23.351414	-18.468884	2.071796	4.143107	67.368515	-12.415086	-8.898534	0.0286782	0.027969042	0.10830596170476392	0.0	0.0	0.0	164.57635951042175
-20.66853582013234	1.45240977117483	-18.383793472598633	-23.206494737495927	200.0	0.0	0.0	-16.302460227929817	0.0	-16.302460227929817	-16.302460227929817	200.0	0.0	0.0	2	-28.551567948072467	3.3700022788438297	-20.956007390208498	-38.79423185608163	200.0	40000	40000	-5.344449	4.9759145	4.563065	-38.336628	-5.3443723	4.9761066	4.5001135	-40.578613	3.9857614	5.007537	72.78195	-14.563744	5.3006124	0.034173686	0.033336125	0.003581179864902515	0.0	0.0	0.0	348.1130976676941
-20.638440195311595	1.5604209388397037	-18.089460643467483	-22.87000059774391	200.0	0.0	0.0	-23.46258607769102	0.0	-23.46258607769102	-23.46258607769102	200.0	0.0	0.0	3	-26.02697184597516	6.071838922879255	-19.369606737299435	-66.08828875723445	200.0	60000	60000	-10.419784	4.2987514	-3.2939343	-47.796112	-10.419779	4.2988815	-3.4182365	-46.472816	4.0078697	4.9025927	154.22267	-15.69808	10.401512	0.03623892	0.035602108	0.003070068528514821	0.0	0.0	0.0	528.2874565124512
-19.005017806945993	1.663389131669442	-16.372925111897747	-22.14946938930669	200.0	0.0	0.0	-20.30769193421611	0.0	-20.30769193421611	-20.30769193421611	200.0	0.0	0.0	4	-23.687559287209623	4.211976151152292	-18.762734254790576	-44.396099289109955	200.0	80000	80000	-11.61736	3.8340394	-8.436096	-55.773712	-11.617347	3.8342216	-8.41831	-53.21575	3.9795516	4.76747	110.76778	-13.030309	11.60331	0.032835953	0.03218357	0.0027521630197181366	0.0	0.0	0.0	708.9953534603119
-18.80254465390625	0.5839976169619934	-17.98217167884736	-19.718209714477283	200.0	0.0	0.0	-19.658716768429098	0.0	-19.658716768429098	-19.658716768429098	200.0	0.0	0.0	5	-23.378378495429814	6.990662607673095	-17.780637731575496	-57.19326614138867	200.0	100000	100000	-11.457603	3.5742595	-8.890155	-53.77124	-11.457608	3.5745094	-9.233076	-53.2406	4.0111666	4.790011	109.202896	-13.528692	11.446795	0.031505994	0.030420123	0.002577317518403288	0.0	0.0	0.0	889.2273020744324
-19.953682624849016	2.9883055379459713	-16.85897038535697	-24.67218022982961	200.0	0.0	0.0	-24.655995283795477	0.0	-24.655995283795477	-24.655995283795477	200.0	0.0	0.0	6	-21.224057150660997	5.89504486063522	-17.297540217251058	-60.800209810932465	200.0	120000	120000	-10.927383	3.3443499	-8.4100485	-53.97708	-10.927397	3.3444326	-8.97177	-54.588512	3.9960012	4.7197647	93.24022	-13.926443	10.916725	0.025623828	0.025126748	0.0024342595958441963	0.0	0.0	0.0	1069.1999151706696
-19.43497682778582	2.1825782739741637	-17.025541406653364	-23.12568334477875	200.0	0.0	0.0	-17.662558737008595	0.0	-17.662558737008595	-17.662558737008595	200.0	0.0	0.0	7	-20.7167121145731	7.000900566381382	-16.14286328814161	-77.05245386490503	200.0	140000	140000	-10.479639	3.0741258	-8.764913	-51.8126	-10.479641	3.0741	-8.38629	-51.70659	3.9986742	4.7973022	123.23541	-16.468647	10.471296	0.021780675	0.021857172	0.0022115701212431305	0.0	0.0	0.0	1249.7308423519135
-17.512616280726487	0.6773470550923643	-16.629604683097455	-19.169758436522095	200.0	0.0	0.0	-21.648619200240724	0.0	-21.648619200240724	-21.648619200240724	200.0	0.0	0.0	8	-19.708794902299317	3.052278277696062	-16.599307413574945	-37.6733503396321	200.0	160000	160000	-10.111538	2.8681457	-7.986596	-47.693428	-10.111533	2.8682995	-8.490184	-47.46007	3.996986	4.8103642	131.0504	-13.273126	10.104187	0.019861523	0.019213915	0.0019782308691588695	0.0	0.0	0.0	1428.1380333900452
-38.37852668792288	5.520415669807998	-28.916468206178344	-44.58764073673343	200.0	0.0	0.0	-43.076523867068175	0.0	-43.076523867068175	-43.076523867068175	200.0	0.0	0.0	9	-19.21663110653158	2.453132876414501	-16.09151926007829	-32.80928802071642	200.0	180000	180000	-9.870474	2.6845257	-7.579139	-43.531307	-9.870489	2.6845973	-7.620353	-44.300823	4.0036173	4.800641	98.425735	-13.910961	9.86287	0.016753413	0.016381394	0.001778445279749576	0.0	0.0	0.0	1606.5021970272064
-19.890017454295325	0.7218462875261381	-18.99036415240304	-21.32321010070989	200.0	0.0	0.0	-20.588459195403825	0.0	-20.588459195403825	-20.588459195403825	200.0	0.0	0.0	10	-19.40231208713556	5.565549859526203	-15.989970387234806	-62.996558325746754	200.0	200000	200000	-9.694281	2.5769396	-7.7328176	-44.867878	-9.694292	2.576868	-7.5211473	-50.054623	4.00187	4.8763695	116.91285	-15.440406	9.689001	0.015478674	0.015699815	0.001630883023358183	0.0	0.0	0.0	1784.369922876358
