test/stochastic/0/shelf-place-v1/return/avg	test/stochastic/0/shelf-place-v1/return/std	test/stochastic/0/shelf-place-v1/return/max	test/stochastic/0/shelf-place-v1/return/min	test/stochastic/0/shelf-place-v1/ep_length	test/stochastic/0/shelf-place-v1/success	test/stochastic/average_success	test/deterministic/0/shelf-place-v1/return/avg	test/deterministic/0/shelf-place-v1/return/std	test/deterministic/0/shelf-place-v1/return/max	test/deterministic/0/shelf-place-v1/return/min	test/deterministic/0/shelf-place-v1/ep_length	test/deterministic/0/shelf-place-v1/success	test/deterministic/average_success	epoch	train/return/avg	train/return/std	train/return/max	train/return/min	train/ep_length	total_env_steps	current_task_steps	train/q1_vals/avg	train/q1_vals/std	train/q1_vals/max	train/q1_vals/min	train/q2_vals/avg	train/q2_vals/std	train/q2_vals/max	train/q2_vals/min	train/log_pi/avg	train/log_pi/std	train/log_pi/max	train/log_pi/min	train/loss_pi	train/loss_q1	train/loss_q2	train/alpha/0	train/loss_reg	train/agem_violation	train/success	walltime
-24.658861565656913	4.503714165811803	-19.44574225508201	-35.14832546458905	200.0	0.0	0.0	-16.198653188756097	0.0	-16.198653188756097	-16.198653188756097	200.0	0.0	0.0	1	-35.620551038849584	10.25615158584077	-19.418379091407004	-74.8093784671486	200.0	20000	20000	9.283535	6.689999	20.821283	-16.110708	9.283624	6.689888	20.713823	-15.766566	1.7318195	4.8872623	112.68251	-13.87026	-9.557607	0.019155739	0.018943649	0.1057631333447858	0.0	0.0	0.0	174.36567306518555
-22.83177404401693	3.7882974748560203	-18.28321883319583	-29.558935037085206	200.0	0.0	0.0	-15.956256743823896	0.0	-15.956256743823896	-15.956256743823896	200.0	0.0	0.0	2	-29.479397767311244	10.699468558715614	-19.697483896373882	-84.94600233416942	200.0	40000	40000	-5.325809	3.8583531	6.1065407	-35.04007	-5.325788	3.8584533	6.4730725	-35.0287	4.1033216	5.360473	182.78336	-13.257473	5.32229	0.027009571	0.026726853	0.0025845828807679935	0.0	0.0	0.0	365.18898916244507
-20.401003274660702	2.1795235326978597	-16.60384747769673	-23.45352780025489	200.0	0.0	0.0	-18.451906104600056	0.0	-18.451906104600056	-18.451906104600056	200.0	0.0	0.0	3	-30.04534452505758	12.544987227775819	-19.756309660931265	-83.60049898023256	200.0	60000	60000	-10.046529	3.6508908	6.645205	-55.86528	-10.0464525	3.6506329	4.8003035	-53.894455	3.9983523	5.584254	217.0491	-15.262067	10.050311	0.044476446	0.04622135	0.003037763782974798	0.0	0.0	0.0	549.6978240013123
-100.15607042420174	33.48586560665925	-54.65641479550809	-136.97092649106807	200.0	0.0	0.0	-153.703623364222	0.0	-153.703623364222	-153.703623364222	200.0	0.0	0.0	4	-12.35663604550026	148.326875455229	1440.381103515625	-70.16724320471066	200.0	80000	80000	-11.6708	4.167332	45.085712	-73.33035	-11.67079	4.16738	46.7011	-76.89274	4.2466154	6.051808	141.99678	-14.711984	11.685933	0.14526366	0.14520656	0.0033617042687023057	0.0	0.0	0.0	734.4718630313873
-58.482036683758636	18.716701375013184	-33.75757949089391	-97.05335378767994	200.0	0.0	0.0	-49.1412344675635	0.0	-49.1412344675635	-49.1412344675635	200.0	0.0	0.0	5	28.213058405069532	983.1397405759478	9772.984375	-187.06768844788485	200.0	100000	100000	-15.249128	55.892365	5486.451	-135.16597	-15.250819	55.907627	5505.0933	-139.01631	4.442364	6.56388	221.5389	-15.424735	15.185659	34.325138	35.282005	0.03248430234766565	0.0	0.0	0.0	919.8701455593109
-138.29441461732068	13.874404603040293	-117.91103052830059	-162.47832936110862	200.0	0.0	0.0	-124.33697311708373	0.0	-124.33697311708373	-124.33697311708373	200.0	0.0	0.0	6	-81.0664835331228	39.92209884355824	185.4696807861328	-179.1386710458063	200.0	120000	120000	-17.406136	283.2224	20501.746	-204.8514	-17.407612	283.1391	20581.764	-189.88223	4.2597384	6.039536	157.00464	-13.483417	16.912647	638.9866	688.9988	0.0979019462004304	0.0	0.0	0.0	1105.1951858997345
-89.7368807713622	36.3387601593441	-16.27897462995607	-127.61368207068394	200.0	0.0	0.0	-117.70081567763546	0.0	-117.70081567763546	-117.70081567763546	200.0	0.0	0.0	7	-55.38315622759391	292.4542263544113	1997.6962890625	-171.2014936242103	200.0	140000	140000	8.313055	858.71594	31211.404	-784.15576	8.300516	858.3361	32329.02	-832.22955	4.148209	5.715006	103.97428	-13.335772	-14.35175	6537.9287	7070.8745	0.43999295756816864	0.0	0.0	0.0	1289.966745376587
-58.04611024980096	29.594676686664148	7.558178901672363	-95.49000170322918	200.0	0.0	0.0	-81.80473140364009	0.0	-81.80473140364009	-81.80473140364009	200.0	0.0	0.0	8	-75.21095050982859	36.51187647167928	160.98997497558594	-138.25168627084213	200.0	160000	160000	1306.2418	2868.5027	26362.418	-1047.9854	1306.2747	2868.454	25332.78	-1027.9854	4.0005693	6.2168326	193.67853	-14.149127	-1328.2861	7659.6553	7753.8423	0.6523247418045998	0.0	0.0	0.0	1474.819439649582
-70.40300706008007	39.73794486053537	-22.685100291778678	-143.7906494140625	200.0	0.0	0.0	-87.60824	0.0	-87.60824	-87.60824	200.0	0.0	0.0	9	245.48583098598527	1922.514742928113	17310.501953125	-131.51346799963684	200.0	180000	180000	1520.0989	1963.9972	13628.264	-1090.4683	1520.1105	1964.0052	12864.524	-1072.2018	3.9820645	4.7847114	122.59165	-15.773638	-1527.6155	1975.1519	1936.71	0.468519605076313	0.0	0.0	0.0	1659.8359446525574
-69.34354533045955	31.026355248141638	-10.419157981872559	-102.8203952967375	200.0	0.0	0.0	-83.37676550976423	0.0	-83.37676550976423	-83.37676550976423	200.0	0.0	0.0	10	485.5095242359481	2891.99729630483	22661.603515625	-130.5774567275485	200.0	200000	200000	900.6156	1057.215	19116.934	-2036.4241	900.6242	1057.1804	18887.031	-2128.698	4.0496697	5.3001995	182.742	-15.815169	-903.668	2543.964	2613.1436	0.5824863099023699	0.0	0.0	0.0	1845.6764924526215
