test/stochastic/0/push-wall-v1/return/avg	test/stochastic/0/push-wall-v1/return/std	test/stochastic/0/push-wall-v1/return/max	test/stochastic/0/push-wall-v1/return/min	test/stochastic/0/push-wall-v1/ep_length	test/stochastic/0/push-wall-v1/success	test/stochastic/average_success	test/deterministic/0/push-wall-v1/return/avg	test/deterministic/0/push-wall-v1/return/std	test/deterministic/0/push-wall-v1/return/max	test/deterministic/0/push-wall-v1/return/min	test/deterministic/0/push-wall-v1/ep_length	test/deterministic/0/push-wall-v1/success	test/deterministic/average_success	epoch	train/return/avg	train/return/std	train/return/max	train/return/min	train/ep_length	total_env_steps	current_task_steps	train/q1_vals/avg	train/q1_vals/std	train/q1_vals/max	train/q1_vals/min	train/q2_vals/avg	train/q2_vals/std	train/q2_vals/max	train/q2_vals/min	train/log_pi/avg	train/log_pi/std	train/log_pi/max	train/log_pi/min	train/loss_pi	train/loss_q1	train/loss_q2	train/alpha/0	train/loss_reg	train/agem_violation	train/success	walltime
-43.81403007564002	18.047329927500385	-14.320292037850667	-61.96821665600984	200.0	0.0	0.0	-42.9970976305828	0.0	-42.9970976305828	-42.9970976305828	200.0	0.0	0.0	1	-13.058469774568565	304.60504552453995	3007.640593305472	-96.90825153533528	200.0	20000	20000	148.13968	250.6803	2511.2852	-42.939175	148.14026	250.68288	2498.057	-41.952206	4.293943	7.6840277	266.60846	-13.636524	-151.77956	38.954887	38.304073	0.3189135439743435	0.0	0.0	0.0	204.2670135498047
-34.661859370088756	84.00382406919407	205.28311447985266	-101.33431393412053	200.0	0.0	0.0	-46.54181535244785	0.0	-46.54181535244785	-46.54181535244785	200.0	0.0	0.0	2	562.5093913623948	2211.849628109405	14182.049093376634	-139.60000825822698	200.0	40000	40000	758.56396	584.0952	9505.713	-259.44818	758.5654	584.1701	9516.297	-285.49203	3.9799683	4.332718	100.19084	-14.454521	-761.6167	941.0718	892.3644	0.46727997996509074	0.0	0.0	0.0	432.3340275287628
9692.10030903674	18800.332775396782	62260.71759967909	-71.59577191226919	200.0	0.0	0.0	-19.020039815761415	0.0	-19.020039815761415	-19.020039815761415	200.0	0.0	0.0	3	3538.928965517833	14568.53652434755	114080.46706755085	-121.40336244246238	200.0	60000	60000	1049.2897	1741.1233	37362.69	-2363.6702	1049.2906	1741.4329	37029.37	-2491.534	4.1011186	4.3683796	93.80298	-17.511913	-1066.6294	12184.207	11603.952	1.0771370770692825	0.0	0.0	0.08	654.3644926548004
8439.67159027515	21772.76432406008	73374.23043454949	-66.90008635924306	200.0	0.1	0.1	-58.41663462922988	0.0	-58.41663462922988	-58.41663462922988	200.0	0.0	0.0	4	11989.802627843816	35056.17673462275	216924.0427591252	-146.33579554118336	200.0	80000	80000	4491.2427	8731.563	131167.66	-8209.805	4491.2144	8732.272	131689.28	-8324.192	4.0608373	4.289527	67.71454	-12.987915	-4562.7	177916.78	172937.03	3.9565589564085006	0.0	0.0	0.16	874.1787378787994
55790.63914067382	72793.85331099591	233269.55538789625	-33.40993118338735	200.0	0.4	0.4	-39.23236198529183	0.0	-39.23236198529183	-39.23236198529183	200.0	0.0	0.0	5	23686.7790702338	52495.43368839999	254045.7910833381	-203.76038851887574	200.0	100000	100000	11145.408	20925.713	222760.48	-17280.32	11145.4375	20926.533	222141.28	-15355.65	4.020277	3.7944632	60.809113	-14.084745	-11296.94	931236.9	907453.25	7.75521866915226	0.0	0.0	0.21	1093.2291388511658
23360.34579958508	42286.53310357797	132834.50020219144	-101.53941388469357	200.0	0.4	0.4	19153.15018166902	0.0	19153.15018166902	19153.15018166902	200.0	0.0	0.0	6	28597.985627319886	57626.413574984974	268046.08434727805	-88.78283454090992	200.0	120000	120000	20858.377	33970.65	246076.1	-26102.676	20858.865	33971.883	245658.55	-25526.553	4.003307	3.737428	71.39972	-13.863584	-21078.75	1806967.0	1760054.9	11.657604541158676	0.0	0.0	0.27	1313.550947189331
44506.60830488132	69536.66199729026	210436.3257387218	-24.65799506224323	200.0	0.3	0.3	74081.9730819548	0.0	74081.9730819548	74081.9730819548	200.0	1.0	1.0	7	45598.40116522211	62206.05813521896	218252.41797034524	-111.96299686486434	200.0	140000	140000	27085.111	38403.293	231059.52	-28506.686	27085.318	38405.457	228136.27	-28217.902	4.0099607	3.6449556	77.85326	-12.633861	-27327.098	2455462.5	2376940.8	14.58756727604866	0.0	0.0	0.37	1533.6679756641388
20391.38340247156	41690.48712997716	138783.1875414451	11.021342290748645	200.0	0.1	0.1	1956.4105388215348	0.0	1956.4105388215348	1956.4105388215348	200.0	0.0	0.0	8	42868.51906213341	64465.49009791659	232616.1002795823	-136.9214763027369	200.0	160000	160000	30804.783	38703.324	196100.77	-27844.895	30805.588	38705.188	195110.39	-27089.652	4.0006905	3.4065037	51.73794	-14.741068	-31035.34	2619494.0	2537175.5	15.486670896291733	0.0	0.0	0.29	1750.7504782676697
37852.54119823501	54349.252676346965	136633.81672594955	-47.277547876744066	200.0	0.3	0.3	4691.419842773203	0.0	4691.419842773203	4691.419842773203	200.0	0.0	0.0	9	44565.025056345614	65438.333818462204	269594.1732856564	-102.65328106923673	200.0	180000	180000	32510.195	39712.88	190007.17	-33297.875	32509.79	39715.51	189546.56	-32633.85	4.0000234	3.485804	59.436615	-14.1522255	-32716.518	2688661.0	2603554.5	14.957854367017745	0.0	0.0	0.36	1970.6703052520752
78136.83895300732	84742.4453097991	245757.1600017292	-30.385072685500138	200.0	0.6	0.6	116264.61847494407	0.0	116264.61847494407	116264.61847494407	200.0	1.0	1.0	10	70291.92051729534	81470.04474218917	296413.3239972394	-158.76336896648507	200.0	200000	200000	33912.63	40551.156	185496.52	-38563.78	33912.47	40552.46	183889.73	-37243.52	4.0012693	3.505347	62.405785	-13.584156	-34094.68	2834240.0	2772723.0	16.37003507003784	0.0	0.0	0.45	2188.782063961029
