test/stochastic/0/push-back-v1/return/avg	test/stochastic/0/push-back-v1/return/std	test/stochastic/0/push-back-v1/return/max	test/stochastic/0/push-back-v1/return/min	test/stochastic/0/push-back-v1/ep_length	test/stochastic/0/push-back-v1/success	test/stochastic/average_success	test/deterministic/0/push-back-v1/return/avg	test/deterministic/0/push-back-v1/return/std	test/deterministic/0/push-back-v1/return/max	test/deterministic/0/push-back-v1/return/min	test/deterministic/0/push-back-v1/ep_length	test/deterministic/0/push-back-v1/success	test/deterministic/average_success	epoch	train/return/avg	train/return/std	train/return/max	train/return/min	train/ep_length	total_env_steps	current_task_steps	train/q1_vals/avg	train/q1_vals/std	train/q1_vals/max	train/q1_vals/min	train/q2_vals/avg	train/q2_vals/std	train/q2_vals/max	train/q2_vals/min	train/log_pi/avg	train/log_pi/std	train/log_pi/max	train/log_pi/min	train/loss_pi	train/loss_q1	train/loss_q2	train/alpha/0	train/loss_reg	train/agem_violation	train/success	walltime
-37.933004627442685	2.375661086509891	-32.53675445392959	-42.105885076776254	200.0	0.0	0.0	-41.37589436488784	0.0	-41.37589436488784	-41.37589436488784	200.0	0.0	0.0	1	-58.63931147822675	21.11564625925339	-29.42547535241774	-123.99448922930792	200.0	20000	20000	6.847258	7.80326	20.724308	-27.367046	6.8473263	7.8031654	20.724789	-27.073439	2.020087	4.3892126	53.947495	-13.00984	-7.174751	0.032197952	0.032167032	0.1093290573974189	0.0	0.0	0.0	170.22367572784424
-29.3139852129428	6.874192988507438	-18.71969500590113	-39.02047711236438	200.0	0.0	0.0	-21.124700546958785	0.0	-21.124700546958785	-21.124700546958785	200.0	0.0	0.0	2	-31.51620199164662	6.9169987725740265	-23.178167711259164	-73.27637195752959	200.0	40000	40000	-6.937953	6.247738	4.794956	-51.186348	-6.9379764	6.2478223	4.5153685	-50.407417	3.991269	4.8871856	81.46167	-14.299753	6.902792	0.05168603	0.05143639	0.004262181093869731	0.0	0.0	0.0	358.9019284248352
98.66423364706486	246.49752906632742	659.4300537109375	-75.63135739446362	200.0	0.0	0.0	-74.39182490829101	0.0	-74.39182490829101	-74.39182490829101	200.0	0.0	0.0	3	-32.14847487123989	11.14213013438804	-21.885147577557117	-107.44030235076254	200.0	60000	60000	-12.316713	5.5017014	-6.236335	-64.021095	-12.316679	5.501555	-6.1806498	-63.999386	4.029624	5.1193743	93.178856	-15.561792	12.32386	0.068667434	0.07047301	0.0037714849157840947	0.0	0.0	0.0	543.3765985965729
-18.948628184172396	1.4357524574439595	-17.1891478717167	-21.763738915365945	200.0	0.0	0.0	-16.679843102845428	0.0	-16.679843102845428	-16.679843102845428	200.0	0.0	0.0	4	-32.09633491721926	8.967391238760113	-19.55232824878959	-79.28636932373047	200.0	80000	80000	-14.362031	5.0956793	-10.027617	-72.70877	-14.362091	5.095747	-9.757189	-66.861305	3.9940758	5.352421	124.49227	-13.534505	14.372034	0.073791616	0.07230082	0.0035242924702586606	0.0	0.0	0.0	728.0014021396637
-26.66962387148081	3.209178224583319	-21.084272477840315	-30.500219601930063	200.0	0.0	0.0	-20.054160896894395	0.0	-20.054160896894395	-20.054160896894395	200.0	0.0	0.0	5	-32.519268626229646	15.761161708687734	-19.3170517623043	-134.22280084275974	200.0	100000	100000	-14.72132	4.6792374	-10.736313	-74.32771	-14.721241	4.6782613	-10.668833	-72.23327	3.9882095	5.281603	124.372894	-15.457037	14.7291355	0.081731476	0.08855329	0.0035524909177678636	0.0	0.0	0.0	912.0967011451721
-20.30324120032296	1.5842806009525554	-17.878886206059178	-23.109116894541756	200.0	0.0	0.0	-21.385837205867354	0.0	-21.385837205867354	-21.385837205867354	200.0	0.0	0.0	6	-30.25707007368619	10.379990109477822	-19.703487114987777	-96.31778008919434	200.0	120000	120000	-14.44882	4.069886	-10.93163	-72.05937	-14.44882	4.0697412	-11.4418955	-74.829636	3.999363	5.142066	111.330315	-14.347156	14.447225	0.062107604	0.06285268	0.0033546770526329053	0.0	0.0	0.0	1096.1006119251251
-23.864465773887567	1.335395501501887	-21.31488492071096	-25.754724401032895	200.0	0.0	0.0	-20.816665105693353	0.0	-20.816665105693353	-20.816665105693353	200.0	0.0	0.0	7	-26.978101594274413	7.718583004513089	-19.640053222198947	-61.98893381986586	200.0	140000	140000	-13.605344	3.603952	-11.017619	-72.11827	-13.605378	3.6040215	-10.967436	-80.52928	3.990621	5.0253744	125.76849	-15.0304165	13.590105	0.040242214	0.039471537	0.002985460628650617	0.0	0.0	0.0	1279.6783545017242
-23.795040842742445	3.677249641919974	-19.320146405592318	-30.19463569045938	200.0	0.0	0.0	-28.454637139358592	0.0	-28.454637139358592	-28.454637139358592	200.0	0.0	0.0	8	-25.11567817932067	4.82768438828923	-18.450045379216974	-50.184632273633575	200.0	160000	160000	-12.738258	3.3232899	-10.155226	-64.84354	-12.738246	3.3228564	-9.883057	-65.622894	4.0088387	4.773138	99.09608	-14.390604	12.724239	0.031753242	0.033940844	0.0028111779665225185	0.0	0.0	0.0	1462.9315068721771
-36.1708071227448	2.3464078224227918	-32.09758711727118	-40.82498948338656	200.0	0.0	0.0	-36.432346631637834	0.0	-36.432346631637834	-36.432346631637834	200.0	0.0	0.0	9	-25.259460372538296	8.117865531234065	-18.445112018787963	-87.64392857001279	200.0	180000	180000	-11.976668	3.1654723	-9.557959	-60.48122	-11.976694	3.165677	-9.498015	-72.16172	4.020061	4.8522587	128.92886	-15.345842	11.957681	0.03746352	0.036339942	0.0026937460915884004	0.0	0.0	0.0	1644.525677204132
-20.829303641460488	1.288765419504361	-19.227161964732446	-23.04584595577865	200.0	0.0	0.0	-20.027688917429515	0.0	-20.027688917429515	-20.027688917429515	200.0	0.0	0.0	10	-26.501907115763764	13.621948708698548	-17.08401439582848	-126.3693771069342	200.0	200000	200000	-11.499972	3.0180235	-9.092161	-61.741005	-11.499974	3.0180392	-9.138699	-60.943207	3.9838758	4.948786	105.17548	-15.014343	11.480386	0.031300575	0.031736564	0.0025944047965283973	0.0	0.0	0.0	1826.2521951198578
-21.04144811265619	1.0751067302849369	-19.468471421146695	-22.81981990979581	200.0	0.0	0.0	-19.127024081376735	0.0	-19.127024081376735	-19.127024081376735	200.0	0.0	0.0	11	-24.313323761456477	7.9731282001620025	-17.711785441959954	-71.97102923195182	200.0	220000	220000	-11.067117	2.8651712	-8.998192	-56.68308	-11.067143	2.865591	-8.916195	-59.718887	3.9877543	4.839334	95.84366	-14.687453	11.042709	0.026855774	0.02493858	0.0024592682024580426	0.0	0.0	0.0	2008.6991260051727
-19.492930836664534	0.878890807371615	-18.073896064601296	-21.197004950500283	200.0	0.0	0.0	-19.23931327098314	0.0	-19.23931327098314	-19.23931327098314	200.0	0.0	0.0	12	-22.495299255940377	5.867495050847264	-17.685703997132123	-62.1855808508914	200.0	240000	240000	-10.7023115	2.6210485	-8.893107	-49.68764	-10.702312	2.6210213	-8.931612	-50.9828	4.0124784	4.801756	99.98752	-13.889527	10.678819	0.017980084	0.018217918	0.002102339859522181	0.0	0.0	0.0	2190.499594449997
-63.81118003998914	24.887389901966827	-37.7184966205601	-106.72575558436482	200.0	0.0	0.0	-52.248436072503175	0.0	-52.248436072503175	-52.248436072503175	200.0	0.0	0.0	13	-22.309962223923065	7.056027390157355	-17.480205417522672	-70.43254164581553	200.0	260000	260000	-10.473033	2.5384505	-8.724698	-49.880497	-10.473025	2.538674	-8.838861	-49.78221	3.9845848	4.8523703	101.997086	-14.393381	10.449104	0.018039266	0.017445616	0.0020168372913321945	0.0	0.0	0.0	2371.4392518997192
-36.13759954307395	1.516855709849435	-33.217312616993055	-38.508157241537425	200.0	0.0	0.0	-32.913316312222776	0.0	-32.913316312222776	-32.913316312222776	200.0	0.0	0.0	14	-22.451674624380615	12.5573177761557	-16.987673554611224	-141.69715060274265	200.0	280000	280000	-10.266453	2.5516202	-8.829965	-50.552246	-10.266486	2.5516832	-8.720773	-51.04699	3.9859312	4.876771	128.15196	-13.6968775	10.243229	0.015975837	0.015380229	0.00188133522226708	0.0	0.0	0.0	2551.1792182922363
-20.43923004970367	1.451982576708178	-18.185658114085218	-22.922462571761738	200.0	0.0	0.0	-20.782673884719276	0.0	-20.782673884719276	-20.782673884719276	200.0	0.0	0.0	15	-20.143414373650362	1.8926933347969404	-17.13865839854592	-27.294422222498	200.0	300000	300000	-10.011366	2.3455136	-8.664435	-45.643536	-10.011369	2.3454819	-8.602869	-47.46496	3.9924731	4.570661	98.42614	-14.276174	9.98888	0.008940667	0.00896859	0.0016446250031352974	0.0	0.0	0.0	2731.8181936740875
-19.53530437689791	0.9808939852724077	-18.47851075682944	-21.658056270183135	200.0	0.0	0.0	-20.116192715239695	0.0	-20.116192715239695	-20.116192715239695	200.0	0.0	0.0	16	-20.054023938848076	2.913270437879913	-17.67270214316776	-45.485894486211194	200.0	320000	320000	-9.76877	2.3342102	-8.498688	-48.076534	-9.768777	2.334191	-8.498553	-45.518284	4.001723	4.6109123	108.61714	-16.681217	9.744994	0.009092367	0.009064266	0.0016215981198882219	0.0	0.0	0.0	2912.6221952438354
-19.02346281767713	1.0012504260955997	-17.56457415730551	-20.75676943818974	200.0	0.0	0.0	-19.80762534790351	0.0	-19.80762534790351	-19.80762534790351	200.0	0.0	0.0	17	-19.271840877969673	3.2087542170296546	9.937078137143576	-25.854711638497157	200.0	340000	340000	-9.5452795	2.2443352	-8.371951	-46.75038	-9.545274	2.2443004	-8.295467	-45.801632	4.001455	4.470518	89.75164	-13.791482	9.523401	0.007887461	0.008015779	0.0015457342478272039	0.0	0.0	0.0	3093.3532254695892
-18.547103559156042	0.9356463135470728	-17.18958383521251	-20.055905570961897	200.0	0.0	0.0	-18.20171645977842	0.0	-18.20171645977842	-18.20171645977842	200.0	0.0	0.0	18	-19.86947326308427	1.949968376037444	-17.748278742655945	-32.70177100138736	200.0	360000	360000	-9.482817	2.2536545	-8.256479	-47.33602	-9.482813	2.2537014	-8.251248	-47.839455	3.9892132	4.5335217	142.87016	-15.052873	9.461644	0.009479491	0.009318891	0.0015278122623742093	0.0	0.0	0.0	3274.215534925461
-18.85237019548517	1.1150805303982363	-17.44599052464908	-20.924805978892163	200.0	0.0	0.0	-17.688634039184482	0.0	-17.688634039184482	-17.688634039184482	200.0	0.0	0.0	19	-20.515939230732243	3.2008535294032368	-17.81410661982877	-41.32963593010633	200.0	380000	380000	-9.291799	2.1951423	-8.172121	-48.53719	-9.291806	2.1951475	-8.0580845	-47.995632	4.004424	4.6542315	91.27279	-15.393689	9.272378	0.009390086	0.009432457	0.0014970231394690926	0.0	0.0	0.0	3454.109535932541
-18.54795211971802	0.963758164179808	-17.243871700866425	-20.356534081904293	200.0	0.0	0.0	-24.159054963698186	0.0	-24.159054963698186	-24.159054963698186	200.0	0.0	0.0	20	-19.81445858526636	2.4988540658255127	-17.31808119117986	-39.92088247082376	200.0	400000	400000	-9.243924	2.2023356	-8.123934	-48.106	-9.243926	2.2024324	-8.088568	-47.286015	3.9943788	4.60109	98.139984	-14.245126	9.225629	0.010308356	0.010126994	0.001490845527901547	0.0	0.0	0.0	3634.7426352500916
-18.395996046492588	0.35641469424013433	-17.869658877141845	-19.031676304186536	200.0	0.0	0.0	-17.984634996460734	0.0	-17.984634996460734	-17.984634996460734	200.0	0.0	0.0	21	-19.399530088276975	1.948066477958057	-17.44090579315204	-31.423451440186145	200.0	420000	420000	-9.231326	2.0609465	-8.171761	-47.031567	-9.231335	2.0609784	-8.205505	-46.424755	4.0030694	4.5239177	99.749344	-14.594289	9.213537	0.008256243	0.008018142	0.001389733663899824	0.0	0.0	0.0	3814.388237953186
-19.99657909517905	1.3231304502922283	-17.850446575115754	-21.814737032209973	200.0	0.0	0.0	-22.015677297862545	0.0	-22.015677297862545	-22.015677297862545	200.0	0.0	0.0	22	-19.85170000966091	4.1183086280219845	-17.23752318399198	-49.20351539885934	200.0	440000	440000	-9.0851555	2.000522	-7.9549084	-44.797264	-9.085162	2.0004869	-8.0162945	-44.596348	3.9993594	4.451241	98.087494	-13.956444	9.068208	0.0074466583	0.007486731	0.0013739420908677857	0.0	0.0	0.0	3995.5820319652557
-18.227348425411996	0.947835103604069	-17.3972919650217	-20.791817442235967	200.0	0.0	0.0	-18.600121759015018	0.0	-18.600121759015018	-18.600121759015018	200.0	0.0	0.0	23	-19.55408203310544	3.1996534574086364	-17.287304447750742	-39.70591117701478	200.0	460000	460000	-9.011913	1.9301018	-8.068684	-46.16675	-9.011911	1.9301243	-8.044477	-45.328785	3.9948516	4.48412	99.32612	-14.4839525	8.995882	0.006627316	0.0064965063	0.0013051314880489372	0.0	0.0	0.0	4175.520397186279
