test/stochastic/0/window-close-v1/return/avg	test/stochastic/0/window-close-v1/return/std	test/stochastic/0/window-close-v1/return/max	test/stochastic/0/window-close-v1/return/min	test/stochastic/0/window-close-v1/ep_length	test/stochastic/0/window-close-v1/success	test/stochastic/average_success	test/deterministic/0/window-close-v1/return/avg	test/deterministic/0/window-close-v1/return/std	test/deterministic/0/window-close-v1/return/max	test/deterministic/0/window-close-v1/return/min	test/deterministic/0/window-close-v1/ep_length	test/deterministic/0/window-close-v1/success	test/deterministic/average_success	epoch	train/return/avg	train/return/std	train/return/max	train/return/min	train/ep_length	total_env_steps	current_task_steps	train/q1_vals/avg	train/q1_vals/std	train/q1_vals/max	train/q1_vals/min	train/q2_vals/avg	train/q2_vals/std	train/q2_vals/max	train/q2_vals/min	train/log_pi/avg	train/log_pi/std	train/log_pi/max	train/log_pi/min	train/loss_pi	train/loss_q1	train/loss_q2	train/alpha/0	train/loss_reg	train/agem_violation	train/success	walltime
-84.88630866043107	5.1454988925701075	-73.72448844269576	-94.27233797929625	200.0	0.0	0.0	-92.4250209731958	0.0	-92.4250209731958	-92.4250209731958	200.0	0.0	0.0	1	-4.6147598784801245	465.496027312808	4613.0319095684	-114.81460038257512	200.0	20000	20000	8.564347	12.520497	675.7747	-21.574558	8.560206	12.380383	745.6935	-30.642673	3.1106262	7.7509546	177.95534	-14.4957905	-8.853143	2.324015	4.3671794	0.11817102497341847	0.0	0.0	0.0	176.87124514579773
2961.89471227572	3175.533087049983	7310.4628681954055	-29.60077542524287	200.0	0.0	0.0	-24.921140472493384	0.0	-24.921140472493384	-24.921140472493384	200.0	0.0	0.0	2	1649.6264333482263	2797.114806810698	12732.356932841925	-84.99815974351728	200.0	40000	40000	147.75261	518.25555	6986.1724	-122.446594	147.7623	518.23425	6961.6245	-108.96462	4.342407	5.761882	121.89586	-16.559153	-151.62192	436.6791	451.9677	0.2166782396249473	0.0	0.0	0.0	374.127170085907
40674.77812420708	24070.203773263653	63258.649072956934	-18.04644949748624	200.0	0.0	0.0	45560.94417955724	0.0	45560.94417955724	45560.94417955724	200.0	0.0	0.0	3	11565.577212394126	14337.682230459719	62984.73154372346	-45.93276337068262	200.0	60000	60000	1680.4185	2497.16	20948.65	-305.7631	1680.412	2497.1848	21162.758	-314.05154	4.0677977	4.6486692	103.65719	-13.663614	-1698.6168	8468.19	8451.348	0.970664664940536	0.0	0.0	0.0	564.7500364780426
122592.1571991704	16866.001179809264	147154.20575614655	88862.40860827109	200.0	1.0	1.0	141667.5343863464	0.0	141667.5343863464	141667.5343863464	200.0	1.0	1.0	4	53110.45056743992	38306.608129227694	137892.70098917827	-35.58515609143782	200.0	80000	80000	7078.492	10101.376	80553.086	-1220.5524	7078.4336	10101.355	80816.91	-1345.5432	4.061404	4.334763	51.020805	-13.499599	-7141.0864	82279.1	82545.445	4.081352708768844	0.0	0.0	0.33	756.5455808639526
91820.08601016077	63052.03960737515	156553.68923665961	-32.33034245701765	200.0	0.7	0.7	106323.83519204734	0.0	106323.83519204734	106323.83519204734	200.0	1.0	1.0	5	69099.88480206639	57106.96014581626	159325.01779044964	-51.690989518486326	200.0	100000	100000	22867.28	27671.217	176239.22	-5031.1265	22867.28	27671.002	176400.27	-4211.9287	4.0168233	3.8810978	65.33894	-14.30393	-22987.14	313660.62	318765.78	8.924931788253785	0.0	0.0	0.57	945.6460781097412
83046.08743569444	39174.3183709719	138045.79730306586	-21.343513570597725	200.0	0.8	0.8	74911.54683102718	0.0	74911.54683102718	74911.54683102718	200.0	1.0	1.0	6	70727.82622622565	52971.42099920218	168802.0976107689	-43.223678059673205	200.0	120000	120000	41911.402	46058.16	223078.2	-2810.7588	41911.49	46057.777	222922.11	-2266.9185	4.0136514	3.993769	72.43431	-14.263519	-42074.54	1266298.6	1273090.5	13.196125845336914	0.0	0.0	0.67	1136.1437323093414
98277.62724879746	64260.20535691377	165803.64139930878	-35.86118684058695	200.0	0.7	0.7	-35.4591623535726	0.0	-35.4591623535726	-35.4591623535726	200.0	0.0	0.0	7	63573.50128075553	52862.16993047874	163370.83491343795	-55.196017162198316	200.0	140000	140000	58118.145	57018.965	234869.08	-3912.0364	58118.246	57018.13	236530.67	-3766.6057	4.0076756	3.752189	69.97442	-13.033077	-58318.266	2762069.2	2791843.8	18.400757961034774	0.0	0.0	0.62	1324.314214706421
96324.37877227594	23599.053964001392	137434.36131072385	52083.764761268736	200.0	0.9	0.9	119200.66757469364	0.0	119200.66757469364	119200.66757469364	200.0	1.0	1.0	8	79243.4385102725	42753.113239188824	156251.25461563678	-45.31106774786501	200.0	160000	160000	70757.63	63012.734	246272.9	-5408.2207	70757.04	63012.965	245993.58	-5384.9785	4.014106	3.7525005	83.17555	-13.815462	-70966.13	3072972.8	3088361.0	21.041026101207734	0.0	0.0	0.76	1509.5868668556213
99737.86827220618	52104.27108473154	152082.8431052063	2117.3085883558815	200.0	0.8	0.8	150609.89253670257	0.0	150609.89253670257	150609.89253670257	200.0	1.0	1.0	9	82425.15564620908	49286.10511139221	172925.20561775457	-47.05113114450535	200.0	180000	180000	79410.13	64612.33	246081.6	-6199.214	79409.36	64613.16	246839.42	-6282.6055	3.98869	3.7983246	90.29738	-13.118973	-79602.016	3132097.8	3134224.0	21.40377787513733	0.0	0.0	0.75	1695.0288364887238
77256.39319539424	34657.0790438091	116483.58305954844	13755.561573291185	200.0	1.0	1.0	79335.07351596237	0.0	79335.07351596237	79335.07351596237	200.0	1.0	1.0	10	77028.53814216741	48920.610730792214	169617.45494366955	-50.00018812847198	200.0	200000	200000	83676.33	65816.86	241141.84	-6108.468	83675.96	65817.72	239814.06	-6157.591	4.0087442	3.6354654	74.21506	-14.669981	-83837.63	3803404.0	3771610.8	20.452576226329803	0.0	0.0	0.77	1880.4196548461914
