test/stochastic/0/shelf-place-v1/return/avg	test/stochastic/0/shelf-place-v1/return/std	test/stochastic/0/shelf-place-v1/return/max	test/stochastic/0/shelf-place-v1/return/min	test/stochastic/0/shelf-place-v1/ep_length	test/stochastic/0/shelf-place-v1/success	test/stochastic/average_success	test/deterministic/0/shelf-place-v1/return/avg	test/deterministic/0/shelf-place-v1/return/std	test/deterministic/0/shelf-place-v1/return/max	test/deterministic/0/shelf-place-v1/return/min	test/deterministic/0/shelf-place-v1/ep_length	test/deterministic/0/shelf-place-v1/success	test/deterministic/average_success	epoch	train/return/avg	train/return/std	train/return/max	train/return/min	train/ep_length	total_env_steps	current_task_steps	train/q1_vals/avg	train/q1_vals/std	train/q1_vals/max	train/q1_vals/min	train/q2_vals/avg	train/q2_vals/std	train/q2_vals/max	train/q2_vals/min	train/log_pi/avg	train/log_pi/std	train/log_pi/max	train/log_pi/min	train/loss_pi	train/loss_q1	train/loss_q2	train/alpha/0	train/loss_reg	train/agem_violation	train/success	walltime
-29.473694918994784	5.998228647828396	-19.47662090895807	-39.54370889164598	200.0	0.0	0.0	-33.35640910216708	0.0	-33.35640910216708	-33.35640910216708	200.0	0.0	0.0	1	-36.664591471781726	12.27277059661055	-21.501575695135134	-78.13655262430028	200.0	20000	20000	9.216638	6.789496	20.876942	-14.839558	9.216687	6.7894235	20.889116	-15.766492	1.7451481	5.3042564	91.36769	-13.624952	-9.496084	0.018569121	0.01872268	0.10587667253234204	0.0	0.0	0.0	174.03179907798767
-21.807847753891807	4.467111225866841	-17.096896316670744	-33.33526721900682	200.0	0.0	0.0	-21.795081532351688	0.0	-21.795081532351688	-21.795081532351688	200.0	0.0	0.0	2	-28.013999659778282	8.554718707774551	-14.58463884090759	-78.60266927032117	200.0	40000	40000	-5.404202	3.5588665	1.8770257	-35.09641	-5.4041576	3.559005	1.8906671	-34.41691	4.060389	5.5756044	139.92395	-14.976334	5.404285	0.026330322	0.026063409	0.0024532723080948927	0.0	0.0	0.0	367.4859218597412
-34.80645251312323	1.4948717373497509	-32.618257395884996	-37.18316453947155	200.0	0.0	0.0	-38.64430833427777	0.0	-38.64430833427777	-38.64430833427777	200.0	0.0	0.0	3	-24.03017808925565	6.446914634464067	-16.523015648641902	-67.22484730801904	200.0	60000	60000	-9.963674	3.0941403	-5.766768	-40.612267	-9.963615	3.0944688	-5.6476283	-39.428646	3.9979827	5.1997237	82.596214	-14.849621	9.975209	0.032318585	0.031654388	0.002544987572351238	0.0	0.0	0.0	550.5755579471588
-22.385455702714715	4.3872908730056555	-19.016498154822504	-34.79125280185457	200.0	0.0	0.0	-20.278476174181037	0.0	-20.278476174181037	-20.278476174181037	200.0	0.0	0.0	4	-23.276970673170922	6.065393529150226	-16.8365575750198	-58.45196731917198	200.0	80000	80000	-11.324488	2.9517152	-8.302551	-42.359974	-11.32444	2.9519305	-8.349936	-41.4901	4.0016556	5.4459114	106.842606	-17.79073	11.336571	0.032838855	0.032715898	0.0023966437813243827	0.0	0.0	0.0	733.542501449585
-17.3786757743029	1.5762637566124862	-15.17808760378836	-19.89413533480148	200.0	0.0	0.0	-17.062757083412357	0.0	-17.062757083412357	-17.062757083412357	200.0	0.0	0.0	5	-23.74328431721626	10.823910709275209	-16.658593617463136	-111.1379352389584	200.0	100000	100000	-11.411986	3.0174682	-2.8091178	-40.54196	-11.4119425	3.0175605	-2.9968252	-41.997616	3.988064	5.333146	133.43808	-13.735236	11.4219675	0.03349544	0.033478588	0.002273644088994479	0.0	0.0	0.0	916.9120247364044
-17.51980430679124	2.130350461485244	-15.330688598169687	-22.63802182501415	200.0	0.0	0.0	-17.20698208447103	0.0	-17.20698208447103	-17.20698208447103	200.0	0.0	0.0	6	-21.843217314760082	6.060430962099839	-15.855956283468647	-69.99068928841511	200.0	120000	120000	-11.085944	2.916651	-0.94169605	-43.5102	-11.085936	2.9166777	-1.1747385	-43.10033	4.003646	5.3082914	124.234634	-15.627341	11.0915785	0.032596577	0.032560173	0.0022143622222181875	0.0	0.0	0.0	1099.1137566566467
-21.52130881938072	2.1997409758725492	-19.265281360755857	-26.459724303885654	200.0	0.0	0.0	-28.4594712187007	0.0	-28.4594712187007	-28.4594712187007	200.0	0.0	0.0	7	-22.13416779254608	6.140192298084215	-15.569375485741082	-56.4922511657858	200.0	140000	140000	-10.741253	2.6462436	-0.5523572	-43.76994	-10.741237	2.646371	-0.8525772	-42.87575	3.9968765	5.333209	97.28806	-12.822592	10.7427	0.02649773	0.026342962	0.0019308320057753008	0.0	0.0	0.0	1281.0660421848297
-16.965826753490443	0.8185020240596578	-15.76586684505242	-18.79932452252082	200.0	0.0	0.0	-16.49101874991928	0.0	-16.49101874991928	-16.49101874991928	200.0	0.0	0.0	8	-21.83159049275729	7.241270336283145	-15.47575476091411	-63.79310198063518	200.0	160000	160000	-10.501822	2.5538158	-4.4561696	-43.90333	-10.501806	2.5537205	-3.1759229	-44.37066	4.0215073	5.2968187	108.78623	-15.127897	10.502146	0.024942562	0.02524596	0.001805807858618209	0.0	0.0	0.0	1462.0552456378937
-30.434897319163376	6.736227252247702	-20.46420231827313	-39.743602211429504	200.0	0.0	0.0	-37.570341874751115	0.0	-37.570341874751115	-37.570341874751115	200.0	0.0	0.0	9	-21.11839090216451	5.250284880374345	-16.619676172291744	-45.17413330427678	200.0	180000	180000	-10.310463	2.4996598	2.2193775	-42.673485	-10.3104725	2.49943	1.3099732	-43.96634	3.980145	5.1592674	114.67086	-14.80964	10.309678	0.023089688	0.023746815	0.0017372073995007668	0.0	0.0	0.0	1643.8620657920837
-33.39156406548271	3.7828447293971266	-27.405369056859143	-38.45165969797938	200.0	0.0	0.0	-30.33325391228242	0.0	-30.33325391228242	-30.33325391228242	200.0	0.0	0.0	10	-20.848409592996596	5.823957655598817	-6.810540199279785	-55.56421625725091	200.0	200000	200000	-10.079253	2.424407	10.609106	-46.949318	-10.079236	2.4242454	9.228506	-44.786392	4.009985	5.1049933	104.12458	-14.375204	10.078842	0.021980662	0.022561835	0.0015927562916243914	0.0	0.0	0.0	1825.4466316699982
