test/stochastic/0/stick-pull-v1/return/avg	test/stochastic/0/stick-pull-v1/return/std	test/stochastic/0/stick-pull-v1/return/max	test/stochastic/0/stick-pull-v1/return/min	test/stochastic/0/stick-pull-v1/ep_length	test/stochastic/0/stick-pull-v1/success	test/stochastic/average_success	test/deterministic/0/stick-pull-v1/return/avg	test/deterministic/0/stick-pull-v1/return/std	test/deterministic/0/stick-pull-v1/return/max	test/deterministic/0/stick-pull-v1/return/min	test/deterministic/0/stick-pull-v1/ep_length	test/deterministic/0/stick-pull-v1/success	test/deterministic/average_success	epoch	train/return/avg	train/return/std	train/return/max	train/return/min	train/ep_length	total_env_steps	current_task_steps	train/q1_vals/avg	train/q1_vals/std	train/q1_vals/max	train/q1_vals/min	train/q2_vals/avg	train/q2_vals/std	train/q2_vals/max	train/q2_vals/min	train/log_pi/avg	train/log_pi/std	train/log_pi/max	train/log_pi/min	train/loss_pi	train/loss_q1	train/loss_q2	train/alpha/0	train/loss_reg	train/agem_violation	train/success	walltime
-10.608023430482408	1.9192662922952637	-6.590978145599365	-13.77283099047523	200.0	0.0	0.0	-13.054634179720418	0.0	-13.054634179720418	-13.054634179720418	200.0	0.0	0.0	1	-24.500832288285746	12.331634670796474	-4.201406955718994	-58.873034023472854	200.0	20000	20000	11.730681	5.2070174	21.787006	-9.416011	11.730896	5.206671	21.817774	-9.221165	1.8470109	4.1417155	52.7164	-13.317737	-12.026783	0.016421964	0.015667293	0.1066952337385768	0.0	0.0	0.0	174.16001105308533
-91.85338777017614	1.6012416855746596	-88.71099842221179	-94.83174253808579	200.0	0.0	0.0	-92.54725925257648	0.0	-92.54725925257648	-92.54725925257648	200.0	0.0	0.0	2	-0.690793221338202	380.23297948171523	3763.863198856667	-119.10780432820762	200.0	40000	40000	6.7220674	92.42886	5345.6704	-62.592106	6.7220116	92.48718	5410.2036	-60.157864	9.499916	18.386417	488.4266	-12.930941	-8.580215	57.6725	54.21409	0.018015861283353297	0.0	0.0	0.0	369.1953978538513
-24.428815022264565	22.699437541721704	6.543154359238929	-74.10631765105576	200.0	0.0	0.0	-9.649855	0.0	-9.649855	-9.649855	200.0	0.0	0.0	3	-40.1061351597051	23.617572218983508	12.433452973105215	-103.7863817941034	200.0	60000	60000	1327.0448	2680.2068	17344.164	-458.3718	1327.0483	2680.2092	17155.348	-468.8204	4.5817924	7.2163696	188.9628	-14.256853	-1361.1656	3487.956	3540.9192	0.968153272671625	0.0	0.0	0.0	552.3270599842072
-28.403819871839726	3.7077389517579644	-23.887230139433644	-35.22118828021515	200.0	0.0	0.0	-12.35911	0.0	-12.35911	-12.35911	200.0	0.0	0.0	4	41.4770187391518	241.2277316111492	1487.8099521528013	-61.50403121658136	200.0	80000	80000	3382.708	2734.356	12070.046	-715.85126	3382.7156	2734.328	12027.467	-706.1485	3.9636235	4.357958	55.074867	-14.850144	-3405.5652	3033.7788	3047.4392	1.051742334920168	0.0	0.0	0.0	736.3844711780548
-50.41941866217736	20.518540573073864	-25.82190482908596	-75.04195022977241	200.0	0.0	0.0	-26.25589243592232	0.0	-26.25589243592232	-26.25589243592232	200.0	0.0	0.0	5	268.6126387157077	1487.487723858706	13721.69921875	-61.94097267789054	200.0	100000	100000	2106.627	896.6409	8440.999	-559.3271	2106.6216	896.6077	8561.722	-551.9128	4.0058618	4.3303413	76.792076	-13.829452	-2111.0547	562.0679	579.5842	0.3979361651852727	0.0	0.0	0.0	920.4249272346497
-89.98543199977325	3.631119124085163	-84.0752473645686	-95.8652098947084	200.0	0.0	0.0	-92.83623941603712	0.0	-92.83623941603712	-92.83623941603712	200.0	0.0	0.0	6	-34.17439575310486	126.4635501716965	998.273705682191	-137.62180464966875	200.0	120000	120000	893.3613	543.4471	23339.295	-1092.0652	893.3604	543.42773	23919.037	-1100.4178	4.208813	6.0511446	148.31999	-15.127749	-898.8812	1609.4066	1573.4886	0.5197907430976629	0.0	0.0	0.0	1103.9685366153717
-20.86053239144949	13.759050100977783	6.501281261444092	-38.377444957756374	200.0	0.0	0.0	-16.903646	0.0	-16.903646	-16.903646	200.0	0.0	0.0	7	-71.7046327501905	29.4036291182231	8.343568801879883	-130.5611631530503	200.0	140000	140000	204.76703	480.4897	18017.354	-1073.0632	204.75294	480.29715	17508.09	-1178.7206	4.0428896	6.504445	141.28842	-12.65825	-219.76135	2639.2925	2706.6465	0.8081323536366224	0.0	0.0	0.0	1287.4368000030518
-55.59772170284898	17.40321345255849	-36.86156216609523	-82.38381106944752	200.0	0.0	0.0	-70.7436174536644	0.0	-70.7436174536644	-70.7436174536644	200.0	0.0	0.0	8	421.2840137453518	2703.806893124305	25423.671875	-86.81808031197698	200.0	160000	160000	521.29004	833.8021	12369.684	-1686.2505	521.2749	833.728	12347.638	-1508.8917	3.9959433	5.6169133	122.47866	-12.95521	-527.5238	2612.1013	2677.089	0.8035322840929031	0.0	0.0	0.0	1471.1659061908722
-68.44311349841328	12.14214454416758	-44.78238567793446	-88.80287135157425	200.0	0.0	0.0	-87.02604607157278	0.0	-87.02604607157278	-87.02604607157278	200.0	0.0	0.0	9	90.88753933778078	1221.7924021512472	12213.5390625	-90.89856991147788	200.0	180000	180000	187.23462	737.73486	14423.016	-2361.8386	187.23564	737.7364	14633.676	-2464.2546	4.0944686	6.360429	135.73624	-14.321371	-204.61298	6314.1265	6285.3057	1.0007402821183204	0.0	0.0	0.0	1653.405897140503
-1.3938145332781349	11.539946157848187	19.98156392189479	-10.72297477722168	200.0	0.0	0.0	-9.450230319943536	0.0	-9.450230319943536	-9.450230319943536	200.0	0.0	0.0	10	271.1883445786081	1323.3265878558261	11167.703125	-96.69499177752324	200.0	200000	200000	214.05646	962.5798	16463.646	-2642.9905	214.0833	962.55115	15897.343	-2599.5857	4.0188107	5.6336184	147.59058	-13.589663	-225.99895	8126.7183	8116.727	0.9862638808101416	0.0	0.0	0.0	1836.7797946929932
