test/stochastic/0/peg-unplug-side-v1/return/avg	test/stochastic/0/peg-unplug-side-v1/return/std	test/stochastic/0/peg-unplug-side-v1/return/max	test/stochastic/0/peg-unplug-side-v1/return/min	test/stochastic/0/peg-unplug-side-v1/ep_length	test/stochastic/0/peg-unplug-side-v1/success	test/stochastic/average_success	test/deterministic/0/peg-unplug-side-v1/return/avg	test/deterministic/0/peg-unplug-side-v1/return/std	test/deterministic/0/peg-unplug-side-v1/return/max	test/deterministic/0/peg-unplug-side-v1/return/min	test/deterministic/0/peg-unplug-side-v1/ep_length	test/deterministic/0/peg-unplug-side-v1/success	test/deterministic/average_success	epoch	train/return/avg	train/return/std	train/return/max	train/return/min	train/ep_length	total_env_steps	current_task_steps	train/q1_vals/avg	train/q1_vals/std	train/q1_vals/max	train/q1_vals/min	train/q2_vals/avg	train/q2_vals/std	train/q2_vals/max	train/q2_vals/min	train/log_pi/avg	train/log_pi/std	train/log_pi/max	train/log_pi/min	train/loss_pi	train/loss_q1	train/loss_q2	train/alpha/0	train/loss_reg	train/agem_violation	train/success	walltime
605.2303311056736	636.791976351052	1628.7535400390625	-117.56819500403546	200.0	0.0	0.0	-107.62080629252745	0.0	-107.62080629252745	-107.62080629252745	200.0	0.0	0.0	1	4664.4189932041545	13333.824727604757	86887.8203125	-227.05232600040188	200.0	20000	20000	415.75385	1012.3857	23212.383	-60.57006	415.7691	1012.4459	22404.652	-53.953594	4.8052626	9.675261	337.98755	-12.445471	-428.65927	1039.2319	987.37537	0.8393297074553067	0.0	0.0	0.05	167.95434474945068
14356.788657090165	13928.556689971432	35755.48046875	-92.73762056669776	200.0	0.1	0.1	88201.47	0.0	88201.47	88201.47	200.0	1.0	1.0	2	33225.16933569298	60582.5541484699	246969.875	-157.60244231302295	200.0	40000	40000	8119.26	11250.767	91515.414	-2517.493	8119.328	11250.716	91214.48	-2745.5623	4.098736	4.847658	99.6051	-14.137327	-8231.7	156466.52	155299.3	8.956531064844132	0.0	0.0	0.37	359.81569170951843
105691.83	129018.445	368466.44	6118.0093	200.0	0.5	0.5	-90.8642335076003	0.0	-90.8642335076003	-90.8642335076003	200.0	0.0	0.0	3	77656.40952457042	94480.59181257241	337404.4375	-93.46305376200208	200.0	60000	60000	34127.723	27240.51	145311.83	-5140.9893	34127.6	27241.166	143762.1	-5099.661	4.016823	3.876153	63.47762	-13.464287	-34365.426	1208918.2	1197036.8	25.299076887512207	0.0	0.0	0.61	546.6447696685791
162528.2	96149.24	310922.53	1262.8236	200.0	0.9	0.9	128059.016	0.0	128059.016	128059.016	200.0	1.0	1.0	4	156009.46404411294	118603.05434914252	346362.15625	-49.42153439426402	200.0	80000	80000	59246.91	39673.316	175079.97	-15671.587	59247.047	39674.754	174990.56	-17358.93	4.00859	3.6121864	62.887886	-18.706923	-59569.375	3316106.5	3272247.8	36.70087637329102	0.0	0.0	0.8	734.111181974411
285846.88	79559.234	346571.53	68442.234	200.0	1.0	1.0	357058.4	0.0	357058.4	357058.4	200.0	1.0	1.0	5	199298.8588467618	117771.67320670006	363194.8125	-88.94429678315917	200.0	100000	100000	87665.37	46675.625	185516.23	-38287.195	87664.92	46676.777	184353.88	-37539.12	4.0022583	3.3080199	44.77415	-14.943579	-88165.77	4256073.0	4254347.5	46.554208703231815	0.0	0.0	0.91	920.3856432437897
299277.3000749719	104805.72724802943	362204.71875	-78.0930002806956	200.0	0.9	0.9	364055.75	0.0	364055.75	364055.75	200.0	1.0	1.0	6	264088.97	98209.55	365490.7	11973.777	200.0	120000	120000	111914.11	47447.17	193976.58	-51919.863	111913.79	47447.477	194147.25	-51159.6	4.0035253	3.248334	44.329285	-14.380803	-112355.45	4162143.8	4181499.0	46.908410077285765	0.0	0.0	0.96	1109.3341181278229
308371.25	42582.863	342132.4	183201.86	200.0	1.0	1.0	312554.16	0.0	312554.16	312554.16	200.0	1.0	1.0	7	284352.97	100693.57	363516.66	23534.443	200.0	140000	140000	126920.23	46846.176	202193.14	-52379.5	126920.16	46846.4	201454.89	-50661.76	3.999647	3.205933	49.325203	-14.604149	-127314.18	4007013.5	3987445.0	47.68954675865173	0.0	0.0	0.99	1297.469253540039
335299.62	42177.348	360189.06	210010.52	200.0	1.0	1.0	234535.88	0.0	234535.88	234535.88	200.0	1.0	1.0	8	300739.6833727328	68936.32935955725	370066.25	1819.3509451523134	200.0	160000	160000	137276.89	47291.594	204518.47	-28580.5	137277.06	47291.473	203711.98	-27511.303	3.9998574	3.1754036	52.602165	-13.733859	-137625.97	3866183.2	3843057.8	44.50407942867279	0.0	0.0	0.98	1486.8612687587738
344978.9	38011.336	371098.3	242398.9	200.0	1.0	1.0	366793.28	0.0	366793.28	366793.28	200.0	1.0	1.0	9	307418.7	69319.055	362810.8	4884.6074	200.0	180000	180000	146597.4	46160.09	207125.72	-23641.861	146597.36	46160.426	207344.02	-21789.014	3.997842	3.2126508	47.843193	-13.805888	-146934.08	3511285.8	3507057.5	42.23210747051239	0.0	0.0	1.0	1675.6857347488403
347886.4	22341.73	367979.3	284456.84	200.0	1.0	1.0	364336.62	0.0	364336.62	364336.62	200.0	1.0	1.0	10	327317.6	52761.125	367873.78	5482.9136	200.0	200000	200000	153737.17	44440.055	210148.28	-16904.736	153737.23	44439.914	210277.55	-17537.002	4.000161	3.191826	52.962337	-15.029514	-154050.1	3158938.0	3159661.0	38.47725393714905	0.0	0.0	1.0	1865.4714512825012
