test/stochastic/0/hammer-v1/return/avg	test/stochastic/0/hammer-v1/return/std	test/stochastic/0/hammer-v1/return/max	test/stochastic/0/hammer-v1/return/min	test/stochastic/0/hammer-v1/ep_length	test/stochastic/0/hammer-v1/success	test/stochastic/average_success	test/deterministic/0/hammer-v1/return/avg	test/deterministic/0/hammer-v1/return/std	test/deterministic/0/hammer-v1/return/max	test/deterministic/0/hammer-v1/return/min	test/deterministic/0/hammer-v1/ep_length	test/deterministic/0/hammer-v1/success	test/deterministic/average_success	epoch	train/return/avg	train/return/std	train/return/max	train/return/min	train/ep_length	total_env_steps	current_task_steps	train/q1_vals/avg	train/q1_vals/std	train/q1_vals/max	train/q1_vals/min	train/q2_vals/avg	train/q2_vals/std	train/q2_vals/max	train/q2_vals/min	train/log_pi/avg	train/log_pi/std	train/log_pi/max	train/log_pi/min	train/loss_pi	train/loss_q1	train/loss_q2	train/alpha/0	train/loss_reg	train/agem_violation	train/success	walltime
-119.9879670264708	8.379897036112041	-107.63277775096482	-130.63303832641245	200.0	0.0	0.0	-122.31751764866605	0.0	-122.31751764866605	-122.31751764866605	200.0	0.0	0.0	1	-18.805793036189172	70.16611659347689	547.2852172851562	-55.45563284301095	200.0	20000	20000	11.161954	5.775824	133.49089	-14.621968	11.1617565	5.777114	117.261734	-14.518402	2.0289528	4.997373	161.30946	-12.402384	-11.4449415	0.06683639	0.05938032	0.10753386881937714	0.0	0.0	0.0	173.0693883895874
-76.32637905887694	9.05684721895962	-63.88196446901426	-97.508030808371	200.0	0.0	0.0	-90.50249100478605	0.0	-90.50249100478605	-90.50249100478605	200.0	0.0	0.0	2	20.249132202935915	350.01028296929593	2968.081787109375	-106.87289648687253	200.0	40000	40000	17.466162	67.454254	2016.7428	-71.034164	17.471811	67.45924	2028.1466	-70.46597	4.6263924	6.668915	168.46814	-14.616201	-18.002571	19.960487	19.73107	0.061409735011588786	0.0	0.0	0.0	365.90195393562317
670.1962951967162	2062.472031895131	6857.1044921875	-36.445211267512235	200.0	0.0	0.0	5314.900828704886	0.0	5314.900828704886	5314.900828704886	200.0	0.0	0.0	3	509.19016059437877	2531.4879605150286	16603.3984375	-104.46523403586679	200.0	60000	60000	78.87159	357.4917	7376.8	-335.29984	78.88118	357.4705	7446.686	-320.44727	4.260743	6.4913955	132.15494	-13.013088	-83.70366	476.9236	483.01434	0.24189791421703993	0.0	0.0	0.0	551.4018795490265
6059.9185	7513.8306	20530.44	-14.655815	200.0	0.0	0.0	-5.8104625	0.0	-5.8104625	-5.8104625	200.0	0.0	0.0	4	3663.2173871693	5973.7078824665	25801.98100201117	-70.09119339462914	200.0	80000	80000	1122.341	1724.2869	11026.727	-858.79224	1122.3533	1724.2065	11073.813	-858.1479	4.0892506	4.67637	76.06727	-15.893199	-1141.5533	4073.1567	4200.816	1.1107675582051277	0.0	0.0	0.0	739.6722793579102
14036.394338693275	5292.377535317472	25721.12294244022	7385.77734375	200.0	0.0	0.0	22101.992	0.0	22101.992	22101.992	200.0	0.0	0.0	5	9851.575820732629	8217.949489046854	29807.231257233678	-24.925083667264424	200.0	100000	100000	3358.8271	2917.1807	13065.012	-1441.751	3358.816	2917.0876	13085.6875	-1439.0068	3.9972436	3.669238	64.45145	-15.144043	-3381.5796	10641.958	10963.931	1.921500383913517	0.0	0.0	0.0	930.232902765274
41389.414	24657.545	78706.086	884.12024	200.0	0.1	0.1	59130.887	0.0	59130.887	59130.887	200.0	0.0	0.0	6	24881.64736667172	30113.91351198938	196191.5	-43.05561065673828	200.0	120000	120000	4919.6987	4516.164	36672.39	-4162.86	4919.7466	4516.064	36718.08	-3984.3848	4.0523243	4.1036425	89.95919	-14.79505	-4950.9414	36427.645	36741.76	3.0448179462850096	0.0	0.0	0.11	1120.9455699920654
37309.57434444724	19084.999919650574	63121.1796875	14968.655553847384	200.0	0.3	0.3	63268.492	0.0	63268.492	63268.492	200.0	0.0	0.0	7	45542.36061075628	46101.65299145107	202199.703125	-34.874324798583984	200.0	140000	140000	11707.545	11360.798	81047.98	-11006.913	11707.608	11360.757	79585.055	-11880.926	4.029877	4.0505695	57.50701	-14.041761	-11838.1	311588.2	311438.56	9.83995914695263	0.0	0.0	0.37	1311.9434745311737
5799.123	11531.578	30462.46	-8.17279	200.0	0.0	0.0	-7.832807	0.0	-7.832807	-7.832807	200.0	0.0	0.0	8	64152.85634183346	49870.57460446019	193934.96875	-37.283079085641745	200.0	160000	160000	21412.83	16828.363	108341.36	-14403.712	21412.836	16828.69	108810.43	-16043.524	4.0072355	3.7599475	53.513863	-14.387146	-21599.16	647284.06	644439.6	14.334242075490952	0.0	0.0	0.51	1502.1341092586517
155205.78	64421.14	246921.47	54626.477	200.0	0.8	0.8	196762.61	0.0	196762.61	196762.61	200.0	1.0	1.0	9	106075.4692448965	62965.8614211837	215807.421875	-6.050490379333496	200.0	180000	180000	32291.844	23329.135	138874.58	-21557.658	32291.85	23329.191	138119.05	-22558.281	4.0090547	3.743346	51.095276	-12.926967	-32524.742	1122266.6	1123565.0	19.47057180337906	0.0	0.0	0.72	1692.1836171150208
129301.25	69789.02	203350.33	-10.726927	200.0	0.8	0.8	196372.11	0.0	196372.11	196372.11	200.0	1.0	1.0	10	130423.80758198253	61325.584529298234	228101.390625	-17.227214813232422	200.0	200000	200000	44644.332	30604.164	169673.77	-27738.285	44644.117	30605.324	169746.95	-27308.7	4.0058084	3.649595	50.85565	-13.166377	-44908.836	1799945.2	1787728.2	24.043345608520507	0.0	0.0	0.86	1884.8449459075928
178544.02	15310.612	210007.28	158347.77	200.0	1.0	1.0	42583.03	0.0	42583.03	42583.03	200.0	0.0	0.0	11	133257.47912755076	69011.49488890321	226705.625	-13.990591049194336	200.0	220000	220000	56575.887	37268.656	173554.89	-42231.395	56575.438	37269.645	173107.94	-41787.44	4.000917	3.5277328	40.78782	-14.987239	-56865.414	2631122.5	2623773.8	28.771448530101775	0.0	0.0	0.86	2076.2540044784546
183046.79637881694	42959.065878884336	232256.59375	73181.421875	200.0	0.9	0.9	211189.53	0.0	211189.53	211189.53	200.0	1.0	1.0	12	139227.21841341731	64150.04954946224	237194.546875	3027.406982421875	200.0	240000	240000	62801.867	39695.89	175463.39	-43000.184	62801.6	39696.785	175021.55	-43541.168	4.0022264	3.5132656	46.321564	-12.792838	-63069.133	2834645.8	2827752.8	29.695307476615906	0.0	0.0	0.86	2267.2101154327393
117262.21918202765	82414.17263572905	213365.984375	-16.896431028666335	200.0	0.7	0.7	24550.371	0.0	24550.371	24550.371	200.0	0.0	0.0	13	138970.45	64595.117	230682.97	-26.869198	200.0	260000	260000	68200.98	41360.207	171984.55	-43001.027	68200.56	41361.6	171967.69	-43556.83	4.000055	3.479874	58.758667	-15.706285	-68449.15	3116086.0	3083569.8	29.42677828464508	0.0	0.0	0.89	2455.9849553108215
65065.426	61415.836	154575.67	1323.1984	200.0	0.5	0.5	180114.31	0.0	180114.31	180114.31	200.0	1.0	1.0	14	145671.20136157892	64220.88065926392	228558.28125	-51.277393070456256	200.0	280000	280000	71988.17	42936.23	173352.67	-45319.44	71988.12	42936.52	174350.34	-43055.434	4.000675	3.4421246	55.828045	-13.362523	-72218.46	3355802.0	3351609.2	29.585632959651946	0.0	0.0	0.91	2644.530891418457
193290.34	19589.781	224768.55	161123.25	200.0	1.0	1.0	222434.61	0.0	222434.61	222434.61	200.0	1.0	1.0	15	145950.18784587143	61093.79285402461	241992.9375	-15.237799644470215	200.0	300000	300000	74892.95	43978.16	173708.1	-51173.082	74893.15	43978.816	174724.98	-50561.785	3.9992952	3.527623	55.85261	-12.450123	-75100.97	3432410.0	3391950.5	30.039326307678223	0.0	0.0	0.86	2833.1719224452972
116779.336	80180.195	222419.56	-19.967861	200.0	0.7	0.7	189053.56	0.0	189053.56	189053.56	200.0	1.0	1.0	16	146342.12194199476	62379.046743969375	229881.515625	3580.9599609375	200.0	320000	320000	76756.92	44534.64	174822.23	-52563.406	76756.96	44534.285	175275.8	-52534.863	4.0045857	3.5002055	50.846222	-13.321932	-76931.89	3507578.0	3520261.2	29.196059244918825	0.0	0.0	0.91	3021.7692363262177
171716.65643999554	37591.83904555366	222302.0	73687.1328125	200.0	1.0	1.0	174182.3120064423	0.0	174182.3120064423	174182.3120064423	200.0	1.0	1.0	17	135271.26239036128	62247.67655347168	222664.75	-40.83343737442821	200.0	340000	340000	77758.12	44557.1	174909.45	-53814.746	77758.086	44557.73	174514.44	-57153.58	3.9969938	3.5366187	47.353256	-18.748318	-77927.93	3422166.8	3400862.0	28.792256441497802	0.0	0.0	0.85	3209.900557279587
99994.28527094048	53777.164215294106	170914.640625	-17.578622817993164	200.0	0.9	0.9	-17.232475	0.0	-17.232475	-17.232475	200.0	0.0	0.0	18	147243.5479695951	68573.3931172915	226876.1875	2.5803627967834473	200.0	360000	360000	79035.586	45390.81	174030.3	-66165.27	79035.62	45391.062	175042.05	-66685.35	4.000034	3.6265619	48.902252	-17.598156	-79187.83	3517911.8	3511820.2	29.10422616043091	0.0	0.0	0.88	3398.358154773712
125817.98	66820.836	197574.7	-3.106012	200.0	0.8	0.8	190290.7	0.0	190290.7	190290.7	200.0	1.0	1.0	19	146683.27109234067	65512.306147482064	233992.765625	-22.264549255371094	200.0	380000	380000	80579.02	45763.527	174144.33	-73177.31	80579.055	45763.082	175072.97	-75135.64	3.9983358	3.6450748	51.631905	-12.47109	-80720.266	3474831.8	3498878.2	28.94285874300003	0.0	0.0	0.87	3586.973952770233
203496.94962020975	7646.467026496219	217991.75	191294.90572820196	200.0	1.0	1.0	207838.98	0.0	207838.98	207838.98	200.0	1.0	1.0	20	137637.67650600028	68224.1631619679	226063.09375	-23.539222717285156	200.0	400000	400000	82126.695	46052.105	175208.05	-70690.56	82126.57	46052.277	174445.33	-69759.34	4.0016565	3.6463552	57.83292	-12.200121	-82261.93	3568410.2	3564441.2	28.736231950092314	0.0	0.0	0.88	3775.008313179016
205861.77748824394	15300.572336746674	222683.375	166318.453125	200.0	1.0	1.0	155038.25	0.0	155038.25	155038.25	200.0	1.0	1.0	21	147947.42159243976	60121.30229937805	232945.828125	34.520023345947266	200.0	420000	420000	83670.42	45932.953	176189.1	-60386.957	83670.21	45933.406	175520.1	-60241.332	3.9990425	3.657883	52.194412	-13.630671	-83810.875	3498709.0	3496226.0	27.988517248439788	0.0	0.0	0.89	3962.4257497787476
43286.012214090486	61172.24910216964	190201.203125	-17.00306833894355	200.0	0.4	0.4	-13.89766815096921	0.0	-13.89766815096921	-13.89766815096921	200.0	0.0	0.0	22	137300.27135779226	63846.873260909895	229231.390625	-13.15288257598877	200.0	440000	440000	84866.18	46274.03	173177.8	-60168.695	84866.0	46274.78	173714.5	-59542.215	4.00181	3.6371262	52.58612	-14.905505	-84982.67	3480307.2	3475801.8	27.336907966709138	0.0	0.0	0.87	4149.162505865097
159648.66998642727	55022.87187984741	207491.18234546424	9.886824881262465	200.0	0.9	0.9	199004.63883399862	0.0	199004.63883399862	199004.63883399862	200.0	1.0	1.0	23	128615.99073952365	71202.17751256008	229872.28125	-23.329383850097656	200.0	460000	460000	85418.93	46562.36	172417.84	-62067.316	85418.734	46562.53	172096.94	-59454.5	4.001073	3.6892958	43.455505	-14.883963	-85540.37	3545799.0	3560877.8	27.207269328784943	0.0	0.0	0.85	4335.022578239441
121991.96068394584	81695.08754156581	201892.88332490143	-13.071727752685547	200.0	0.7	0.7	194777.02	0.0	194777.02	194777.02	200.0	1.0	1.0	24	131411.79664999235	70636.52660207856	241134.25	40.827239990234375	200.0	480000	480000	85064.234	47077.113	173228.33	-60043.44	85064.43	47077.07	172949.92	-60371.133	3.997637	3.7553136	67.60295	-13.291569	-85166.64	3784805.2	3778010.2	27.498762559986115	0.0	0.0	0.82	4521.481500148773
