test/stochastic/0/push-v1/return/avg	test/stochastic/0/push-v1/return/std	test/stochastic/0/push-v1/return/max	test/stochastic/0/push-v1/return/min	test/stochastic/0/push-v1/ep_length	test/stochastic/0/push-v1/success	test/stochastic/average_success	test/deterministic/0/push-v1/return/avg	test/deterministic/0/push-v1/return/std	test/deterministic/0/push-v1/return/max	test/deterministic/0/push-v1/return/min	test/deterministic/0/push-v1/ep_length	test/deterministic/0/push-v1/success	test/deterministic/average_success	epoch	train/return/avg	train/return/std	train/return/max	train/return/min	train/ep_length	total_env_steps	current_task_steps	train/q1_vals/avg	train/q1_vals/std	train/q1_vals/max	train/q1_vals/min	train/q2_vals/avg	train/q2_vals/std	train/q2_vals/max	train/q2_vals/min	train/log_pi/avg	train/log_pi/std	train/log_pi/max	train/log_pi/min	train/loss_pi	train/loss_q1	train/loss_q2	train/alpha/0	train/loss_reg	train/agem_violation	train/success	walltime
-71.97591412230396	26.94761597418403	-27.32325916281267	-102.82942024127907	200.0	0.0	0.0	-70.71353457210965	0.0	-70.71353457210965	-70.71353457210965	200.0	0.0	0.0	1	53.147464552257176	920.3002612423073	9203.793981013914	-121.92014095501952	200.0	20000	20000	10.816022	17.159023	1303.277	-13.56588	10.818088	17.133783	1262.0284	-17.345222	2.774905	8.131193	422.04636	-12.679428	-11.222747	6.445617	6.9753413	0.111158767930232	0.0	0.0	0.0	167.5801956653595
15118.203310433071	43942.610724321945	146910.36157373936	-83.63522621789295	200.0	0.1	0.1	-4.10058473389187	0.0	-4.10058473389187	-4.10058473389187	200.0	0.0	0.0	2	1205.3434592914045	4718.538950412083	36869.13544361141	-116.93683405820543	200.0	40000	40000	233.8038	630.63324	8697.294	-213.29016	233.80983	630.5869	8959.814	-208.455	4.4177966	6.1637893	115.43549	-13.822715	-236.09645	691.4379	712.7683	0.18983691571429373	0.0	0.0	0.04	353.68268513679504
7496.1546914077535	21380.158536185634	71607.3197869167	-65.09618639888326	200.0	0.3	0.3	16345.873907270134	0.0	16345.873907270134	16345.873907270134	200.0	1.0	1.0	3	11325.574029784613	28919.490193389018	170368.02587431067	-84.76332107054913	200.0	60000	60000	2113.0422	4523.499	54767.02	-2667.2158	2112.9995	4523.101	54372.29	-2873.1511	4.1868057	4.7064295	98.27271	-12.974648	-2161.9292	37659.297	39326.504	2.1734814292639495	0.0	0.0	0.23	535.4916501045227
43814.71085080326	44933.80992738962	140683.8665418336	-21.99638644084857	200.0	0.3	0.3	-18.718016309317296	0.0	-18.718016309317296	-18.718016309317296	200.0	1.0	1.0	4	29253.59436937497	56307.40956529825	279178.11232581176	-80.61109386145446	200.0	80000	80000	9959.83	14844.627	103911.87	-8477.495	9959.998	14843.942	104112.68	-9533.987	4.0189247	4.312217	84.265	-12.647169	-10064.483	227172.28	234148.4	5.736370134067536	0.0	0.0	0.37	718.0216522216797
32473.47760902282	59013.48909371307	198432.3676095006	-36.02576490984893	200.0	0.4	0.4	6943.054856056778	0.0	6943.054856056778	6943.054856056778	200.0	0.0	0.0	5	67852.43119729152	80796.1090047459	332184.3015050202	-106.60023780601631	200.0	100000	100000	21393.115	26554.217	131198.77	-20171.521	21393.518	26553.14	132583.61	-21042.23	4.014624	3.6728973	57.596966	-13.637255	-21574.943	602835.56	617660.3	10.479147974348068	0.0	0.0	0.56	900.3894424438477
25754.000466554306	40582.81406565736	139286.49519294873	-56.28934759104099	200.0	0.5	0.5	-67.95280925924494	0.0	-67.95280925924494	-67.95280925924494	200.0	0.0	0.0	6	83884.57481185389	81197.25167099967	298404.0273841028	-67.87431377476047	200.0	120000	120000	32088.14	35451.605	147255.58	-40879.723	32088.666	35450.895	148415.25	-41676.805	4.00759	3.5341916	50.39664	-13.878775	-32273.434	1133268.1	1126493.1	15.321466287708283	0.0	0.0	0.67	1082.7089004516602
50310.43209902609	50742.25147963069	123460.59950239277	298.20571947446854	200.0	0.7	0.7	3511.3483645815663	0.0	3511.3483645815663	3511.3483645815663	200.0	1.0	1.0	7	91171.51427793538	86688.76379400096	328275.9730925047	-85.17089062834896	200.0	140000	140000	39278.03	39093.9	153637.16	-45176.055	39278.12	39093.965	153976.9	-46683.695	4.0002036	3.245581	49.438667	-12.859541	-39462.78	1599771.5	1600111.2	17.966585388326646	0.0	0.0	0.74	1265.383616924286
181085.3478573128	119068.55369495842	336102.3222892788	685.2593045472213	200.0	0.8	0.8	52072.34846176039	0.0	52072.34846176039	52072.34846176039	200.0	1.0	1.0	8	104283.79815752822	87631.81386658542	298019.1594278185	-93.13100385445857	200.0	160000	160000	42984.09	42499.355	170469.25	-46103.004	42983.566	42499.41	170478.42	-47131.87	4.004432	3.2166808	60.003166	-16.061901	-43121.957	2077351.1	2092602.6	19.124421671390532	0.0	0.0	0.83	1446.3360049724579
90436.2661085157	87187.28411826471	243661.24624122016	-96.85247998595925	200.0	0.8	0.8	237869.05967218755	0.0	237869.05967218755	237869.05967218755	200.0	1.0	1.0	9	97257.1558765586	83290.3477562478	323480.50004038675	-122.37898494226722	200.0	180000	180000	46298.633	45110.934	177024.44	-48092.36	46299.348	45108.855	176303.17	-50202.047	3.9997382	3.1850753	55.750256	-14.180457	-46405.125	2547961.8	2613336.5	21.45531887025833	0.0	0.0	0.71	1626.9149889945984
170733.9596924361	98193.54896186895	317693.0961371184	30371.092747410148	200.0	1.0	1.0	1129.8729350177864	0.0	1129.8729350177864	1129.8729350177864	200.0	0.0	0.0	10	119364.60381928158	87013.300815376	356068.2844531408	-85.69235469504797	200.0	200000	200000	48255.55	45713.02	179784.84	-50924.973	48255.902	45711.91	181340.14	-51878.45	4.0042534	3.104709	61.443474	-13.785665	-48368.69	2853973.0	2898498.2	22.96561895656586	0.0	0.0	0.86	1807.1017332077026
