test/stochastic/0/peg-unplug-side-v1/return/avg	test/stochastic/0/peg-unplug-side-v1/return/std	test/stochastic/0/peg-unplug-side-v1/return/max	test/stochastic/0/peg-unplug-side-v1/return/min	test/stochastic/0/peg-unplug-side-v1/ep_length	test/stochastic/0/peg-unplug-side-v1/success	test/stochastic/average_success	test/deterministic/0/peg-unplug-side-v1/return/avg	test/deterministic/0/peg-unplug-side-v1/return/std	test/deterministic/0/peg-unplug-side-v1/return/max	test/deterministic/0/peg-unplug-side-v1/return/min	test/deterministic/0/peg-unplug-side-v1/ep_length	test/deterministic/0/peg-unplug-side-v1/success	test/deterministic/average_success	epoch	train/return/avg	train/return/std	train/return/max	train/return/min	train/ep_length	total_env_steps	current_task_steps	train/q1_vals/avg	train/q1_vals/std	train/q1_vals/max	train/q1_vals/min	train/q2_vals/avg	train/q2_vals/std	train/q2_vals/max	train/q2_vals/min	train/log_pi/avg	train/log_pi/std	train/log_pi/max	train/log_pi/min	train/loss_pi	train/loss_q1	train/loss_q2	train/alpha/0	train/loss_reg	train/agem_violation	train/success	walltime
-35.111767837517576	3.782442635241843	-28.101487985140974	-39.332700199779936	200.0	0.0	0.0	-42.92195556813551	0.0	-42.92195556813551	-42.92195556813551	200.0	0.0	0.0	1	-55.30907728535428	20.250473759159874	-23.89270995546223	-111.48615912862549	200.0	20000	20000	7.559059	7.123366	21.095581	-21.451296	7.558949	7.1234574	20.950987	-20.983702	2.094316	4.5710597	44.876015	-14.776186	-7.884514	0.028096445	0.02811093	0.1102707660532875	0.0	0.0	0.0	164.73987007141113
-19.132242850845874	0.7100242245304559	-17.92628068803307	-20.63776495193887	200.0	0.0	0.0	-21.276899002411067	0.0	-21.276899002411067	-21.276899002411067	200.0	0.0	0.0	2	-26.416568841793893	2.9214408661520426	-20.89683709970796	-34.82082250332967	200.0	40000	40000	-5.874155	5.5031114	4.5297256	-42.611084	-5.874096	5.5031366	4.5887213	-42.134716	3.9708524	5.0812907	65.66697	-13.856021	5.8282456	0.031564064	0.031755652	0.004395950611052103	0.0	0.0	0.0	350.6378974914551
-18.99742958740766	0.4472674182930077	-18.096940407636662	-19.745370494512386	200.0	0.0	0.0	-18.852077289069054	0.0	-18.852077289069054	-18.852077289069054	200.0	0.0	0.0	3	-23.499649384938753	4.238683884760816	-17.459580576031403	-56.28678816834857	200.0	60000	60000	-10.8698435	5.0866375	-5.0887685	-50.37043	-10.869772	5.0867877	-5.1198645	-50.45806	3.9869418	4.8979926	78.876854	-13.453884	10.854079	0.03245914	0.03227336	0.0033402709284331648	0.0	0.0	0.0	528.7989754676819
-18.86079970991077	0.32228189378268496	-18.169503316761674	-19.265250928045816	200.0	0.0	0.0	-18.637319799125407	0.0	-18.637319799125407	-18.637319799125407	200.0	0.0	0.0	4	-20.679538840425998	2.8469139304773297	-16.11668225175964	-35.94214814359409	200.0	80000	80000	-11.57314	4.6346307	-8.145734	-50.664303	-11.573068	4.6347775	-8.121012	-50.10593	3.9922543	4.7925353	75.04292	-15.4535265	11.558575	0.026877636	0.026753943	0.002626809789915569	0.0	0.0	0.0	706.5527355670929
-21.785474083613813	1.1684902106995716	-20.138929393047523	-24.13715063053911	200.0	0.0	0.0	-21.597731689958856	0.0	-21.597731689958856	-21.597731689958856	200.0	0.0	0.0	5	-19.759772320458673	2.0964887888252277	-16.693203453368852	-26.556498861956978	200.0	100000	100000	-11.149144	4.3018913	-8.720211	-49.732147	-11.149118	4.3021226	-8.742503	-49.223206	3.9958978	5.0217457	112.54392	-16.177372	11.143603	0.024860391	0.023742316	0.00200950838639983	0.0	0.0	0.0	884.1818342208862
-20.494758324411908	1.1989434202023919	-18.484801448929254	-23.117100192677068	200.0	0.0	0.0	-22.491343596500688	0.0	-22.491343596500688	-22.491343596500688	200.0	0.0	0.0	6	-20.91346667599229	3.2201719804036095	-16.609711157939167	-36.91645819169313	200.0	120000	120000	-10.829016	4.15545	-7.8631973	-55.559216	-10.82898	4.155665	-7.996489	-56.645626	3.9886332	5.104739	129.30537	-15.991785	10.829307	0.026175823	0.025445268	0.0018013315130607226	0.0	0.0	0.0	1061.753237247467
-16.527825016539317	0.5022532720876683	-16.114068705715464	-17.923993474842224	200.0	0.0	0.0	-16.861394419911495	0.0	-16.861394419911495	-16.861394419911495	200.0	0.0	0.0	7	-22.034508248473706	12.631684195846411	-15.839054892233237	-110.23194175826153	200.0	140000	140000	-10.651236	3.9273453	-8.52467	-58.284416	-10.651223	3.927527	-8.233359	-55.970043	3.9859684	5.325128	126.83834	-16.480589	10.65069	0.023984848	0.023251621	0.00165380741020781	0.0	0.0	0.0	1238.5604665279388
-179.78708067589224	9.451217318721898	-155.4888387382577	-189.0111598654957	200.0	0.0	0.0	-184.71781779578345	0.0	-184.71781779578345	-184.71781779578345	200.0	0.0	0.0	8	5037.780080621623	16201.047135966484	114662.921875	-213.80941502769937	200.0	160000	160000	168.90637	1160.066	73267.68	-955.6825	168.923	1160.0815	74047.17	-976.5091	6.4898024	8.155888	274.30817	-18.441458	-175.79881	7681.341	7689.231	0.5914879318878055	0.0	0.0	0.07	1419.1738059520721
11831.174648741944	12064.774411656112	39463.0483525277	-92.98834348202081	200.0	0.0	0.0	82230.125	0.0	82230.125	82230.125	200.0	0.0	0.0	9	18258.36528851237	39229.661899985666	218335.515625	-136.64846197234624	200.0	180000	180000	2856.787	8671.684	107478.09	-5293.9443	2856.7275	8670.752	106654.195	-5048.2812	4.1568775	5.670185	95.732254	-14.4952755	-2935.671	152812.03	159597.12	3.56174746440649	0.0	0.0	0.3	1599.2552814483643
67033.96	105995.984	321200.22	1990.7991	200.0	0.4	0.4	4140.879	0.0	4140.879	4140.879	200.0	0.0	0.0	10	73479.32262124919	84798.33803801426	312433.65625	-103.82808695407499	200.0	200000	200000	15464.96	18258.098	127061.28	-8155.1694	15465.058	18257.205	127308.69	-7989.1475	4.0354056	3.711624	71.54437	-13.94624	-15721.853	450287.1	465437.1	9.530662168836594	0.0	0.0	0.67	1781.7141082286835
