test/stochastic/0/push-wall-v1/return/avg	test/stochastic/0/push-wall-v1/return/std	test/stochastic/0/push-wall-v1/return/max	test/stochastic/0/push-wall-v1/return/min	test/stochastic/0/push-wall-v1/ep_length	test/stochastic/0/push-wall-v1/success	test/stochastic/average_success	test/deterministic/0/push-wall-v1/return/avg	test/deterministic/0/push-wall-v1/return/std	test/deterministic/0/push-wall-v1/return/max	test/deterministic/0/push-wall-v1/return/min	test/deterministic/0/push-wall-v1/ep_length	test/deterministic/0/push-wall-v1/success	test/deterministic/average_success	epoch	train/return/avg	train/return/std	train/return/max	train/return/min	train/ep_length	total_env_steps	current_task_steps	train/q1_vals/avg	train/q1_vals/std	train/q1_vals/max	train/q1_vals/min	train/q2_vals/avg	train/q2_vals/std	train/q2_vals/max	train/q2_vals/min	train/log_pi/avg	train/log_pi/std	train/log_pi/max	train/log_pi/min	train/loss_pi	train/loss_q1	train/loss_q2	train/alpha/0	train/loss_reg	train/agem_violation	train/success	walltime
-102.71358709053156	6.34226784351531	-94.79313331196252	-113.87254515204619	200.0	0.0	0.0	-106.74428817722968	0.0	-106.74428817722968	-106.74428817722968	200.0	0.0	0.0	1	116.40864034648617	1657.915055643454	16609.178025703197	-120.17957577174947	200.0	20000	20000	17.131786	171.51895	11352.805	-118.96586	17.16334	171.53279	11415.004	-107.90916	3.9769206	9.8388195	299.3573	-13.126757	-19.312157	390.64554	391.2587	0.13768863844350715	0.0	0.0	0.02	192.55429601669312
8789.51813451059	15503.806979364845	48859.08460576424	-54.025801254126065	200.0	0.1	0.1	-52.43991571683551	0.0	-52.43991571683551	-52.43991571683551	200.0	0.0	0.0	2	1136.4969608070444	3815.7221531067216	21993.472056488183	-147.02741474943986	200.0	40000	40000	2395.467	3370.6619	37280.56	-576.454	2395.4497	3370.6865	37273.082	-534.045	4.320421	5.5004487	110.39312	-13.202287	-2432.995	6395.4165	6464.687	1.5211148474097251	0.0	0.0	0.0	408.7316896915436
2636.3134669949804	4366.365279202623	12190.637088665155	-28.14831716775346	200.0	0.0	0.0	1.1393542537690555	0.0	1.1393542537690555	1.1393542537690555	200.0	0.0	0.0	3	18094.59597404306	43201.87293695737	309067.2599320548	-146.95989846307808	200.0	60000	60000	6515.872	7430.217	76386.17	-5141.3896	6516.023	7430.316	76917.85	-5284.8237	4.034108	4.070898	59.204426	-14.504093	-6586.6895	78549.5	77478.11	3.5218576339185237	0.0	0.0	0.18	620.1149559020996
19659.86745564593	43472.29689768167	149071.30501536524	-55.30363985104517	200.0	0.1	0.1	33608.73164370893	0.0	33608.73164370893	33608.73164370893	200.0	1.0	1.0	4	34727.88659505257	59828.39193439031	291291.1869728733	-515.620081738576	200.0	80000	80000	15199.542	20312.379	132848.88	-13275.626	15199.967	20312.424	132648.78	-12936.252	4.0248985	4.0102777	81.71167	-14.1798725	-15361.083	548084.8	549273.8	7.950286370301247	0.0	0.0	0.37	828.3752372264862
77371.02442033823	89909.12916014974	240568.63036487583	-44.06265545474415	200.0	0.6	0.6	11042.213563137206	0.0	11042.213563137206	11042.213563137206	200.0	0.0	0.0	5	35330.78164928688	56735.82606091065	230621.93186522345	-101.07567122441353	200.0	100000	100000	25781.834	30752.469	169620.97	-40150.26	25782.898	30752.742	171272.9	-40232.56	4.006857	3.6025813	63.397453	-12.858117	-25992.562	1742679.9	1708019.9	14.11410582742691	0.0	0.0	0.34	1044.1468844413757
43649.341833348604	66687.12089128715	194169.15388602603	-10.925213712243403	200.0	0.3	0.3	589.424871483904	0.0	589.424871483904	589.424871483904	200.0	0.0	0.0	6	46460.682231607854	68264.89437564157	314606.31260206416	-123.43763133392686	200.0	120000	120000	28817.242	33998.6	192790.17	-43471.24	28818.129	34000.004	190380.47	-46450.87	4.00538	3.5025191	48.317142	-13.073552	-29024.43	2571180.8	2507246.8	15.687128233671189	0.0	0.0	0.42	1255.6313591003418
105068.61906887786	96612.49516813162	270446.5409961447	1471.09126401495	200.0	0.5	0.5	11123.155312863057	0.0	11123.155312863057	11123.155312863057	200.0	1.0	1.0	7	68357.00048273048	81674.33818793298	294507.9923988186	-105.02715530438776	200.0	140000	140000	35298.48	39323.324	187413.94	-51596.508	35298.918	39323.797	184312.9	-54001.293	3.9999774	3.6066358	48.887173	-16.80245	-35550.277	2853372.0	2826130.2	18.89702760748863	0.0	0.0	0.51	1466.8756654262543
98857.45618717845	121080.70001131094	328104.30185200943	117.804807008284	200.0	0.5	0.5	14251.297430900517	0.0	14251.297430900517	14251.297430900517	200.0	0.0	0.0	8	81894.46467191898	89149.92522950673	283794.9389555725	-95.93176873512759	200.0	160000	160000	39674.93	42857.33	174543.53	-52009.89	39675.375	42858.355	178686.44	-53192.957	4.002704	3.4417048	51.780327	-14.879983	-39902.133	3367319.8	3306802.0	20.66610144920349	0.0	0.0	0.52	1680.0038726329803
155167.5199038696	120156.8778331125	324943.9279360245	611.5014718416279	200.0	0.7	0.7	6193.50188130496	0.0	6193.50188130496	6193.50188130496	200.0	0.0	0.0	9	73405.82066047989	93380.36113769245	291079.04780977714	-112.63916933773808	200.0	180000	180000	42978.477	45974.96	187531.17	-46397.125	42978.707	45976.137	186627.2	-44794.004	3.9997382	3.3644257	52.227287	-12.279907	-43178.887	3786326.5	3709133.5	22.06956511640549	0.0	0.0	0.51	1890.8608825206757
99253.69052791069	99176.82591612163	275108.7181302854	3955.1616114608278	200.0	0.6	0.6	53633.885616136424	0.0	53633.885616136424	53633.885616136424	200.0	0.0	0.0	10	85837.82652541989	94065.80662797797	288445.11692261655	-122.68963349863161	200.0	200000	200000	44803.05	48879.01	188129.42	-43756.83	44802.848	48881.3	188285.81	-48449.684	4.0012703	3.3847218	50.0551	-17.310532	-44989.59	4156751.0	4061701.2	22.3037219121933	0.0	0.0	0.55	2103.8446209430695
