test/stochastic/0/shelf-place-v1/return/avg	test/stochastic/0/shelf-place-v1/return/std	test/stochastic/0/shelf-place-v1/return/max	test/stochastic/0/shelf-place-v1/return/min	test/stochastic/0/shelf-place-v1/ep_length	test/stochastic/0/shelf-place-v1/success	test/stochastic/average_success	test/deterministic/0/shelf-place-v1/return/avg	test/deterministic/0/shelf-place-v1/return/std	test/deterministic/0/shelf-place-v1/return/max	test/deterministic/0/shelf-place-v1/return/min	test/deterministic/0/shelf-place-v1/ep_length	test/deterministic/0/shelf-place-v1/success	test/deterministic/average_success	epoch	train/return/avg	train/return/std	train/return/max	train/return/min	train/ep_length	total_env_steps	current_task_steps	train/q1_vals/avg	train/q1_vals/std	train/q1_vals/max	train/q1_vals/min	train/q2_vals/avg	train/q2_vals/std	train/q2_vals/max	train/q2_vals/min	train/log_pi/avg	train/log_pi/std	train/log_pi/max	train/log_pi/min	train/loss_pi	train/loss_q1	train/loss_q2	train/alpha/0	train/loss_reg	train/agem_violation	train/success	walltime
-33.583611310427486	2.700624111691356	-28.911410796868367	-39.264686616999036	200.0	0.0	0.0	-34.222140487601415	0.0	-34.222140487601415	-34.222140487601415	200.0	0.0	0.0	1	-38.77684384009757	12.450858984679192	-17.347886773876084	-81.33694540023232	200.0	20000	20000	9.371936	6.7389264	21.604458	-15.998854	9.37186	6.7390227	21.7032	-15.958835	1.8348775	5.014485	79.466965	-13.625241	-9.6516	0.021340434	0.021840675	0.10616676842717845	0.0	0.0	0.0	173.9786992073059
-20.364834451729934	3.475831349244762	-15.348845288858705	-28.445540167900674	200.0	0.0	0.0	-16.878335979538257	0.0	-16.878335979538257	-16.878335979538257	200.0	0.0	0.0	2	-26.731837436051272	8.84978760579636	-18.145821181606284	-80.83504384472576	200.0	40000	40000	-5.0192666	4.1988497	9.175829	-45.09927	-5.019191	4.1991324	12.408035	-43.98271	4.028489	5.1483593	124.41204	-12.664446	5.027466	0.037015893	0.036023147	0.002729379796329886	0.0	0.0	0.0	363.3168041706085
-39.020879807665864	5.032154418910961	-33.06025640371962	-51.522900336707046	200.0	0.0	0.0	-37.34787461728152	0.0	-37.34787461728152	-37.34787461728152	200.0	0.0	0.0	3	-27.761231870209286	9.074640679187604	-17.594283577933055	-73.32484593150713	200.0	60000	60000	-9.460256	4.0215564	11.077967	-74.87704	-9.460228	4.022119	10.818598	-70.38368	3.9988046	5.3588324	159.96527	-13.61839	9.466998	0.060867455	0.05858205	0.003667305530735757	0.0	0.0	0.0	546.3133058547974
-64.47968119289247	26.850347715912847	-41.66262030239468	-134.75124551683135	200.0	0.0	0.0	-49.450787153486665	0.0	-49.450787153486665	-49.450787153486665	200.0	0.0	0.0	4	-28.625234629021108	10.491229579501994	-17.587842734049822	-68.00735388433735	200.0	80000	80000	-11.294642	3.746736	2.0334408	-80.19793	-11.294627	3.74693	2.9864306	-82.71469	3.9871745	5.5202594	150.21317	-14.535261	11.292267	0.05856994	0.057802834	0.0034543936224887147	0.0	0.0	0.0	730.1927621364594
-18.645873006804443	1.830688580522317	-16.175560763831818	-22.49327374555928	200.0	0.0	0.0	-16.775962706999444	0.0	-16.775962706999444	-16.775962706999444	200.0	0.0	0.0	5	-26.741116785143973	8.751519090181324	-17.027479322119728	-78.04373741826191	200.0	100000	100000	-12.033077	3.5317423	-6.423186	-88.40739	-12.033077	3.5326223	-7.180384	-85.46193	4.0157366	5.4236536	111.141754	-14.229387	12.031771	0.051517226	0.04781265	0.002957754775311332	0.0	0.0	0.0	912.7331466674805
-18.80934725164194	0.6428307308196616	-17.666087451832652	-19.85827927387257	200.0	0.0	0.0	-19.058588557537103	0.0	-19.058588557537103	-19.058588557537103	200.0	0.0	0.0	6	-24.930943830003557	7.191893101744675	-17.620246852582323	-51.09807224635486	200.0	120000	120000	-12.124908	3.166735	-6.230119	-83.047844	-12.1249075	3.166833	-7.089494	-80.01397	4.0015645	5.2689853	111.62623	-16.21393	12.118928	0.0391071	0.038948815	0.002599287236109376	0.0	0.0	0.0	1095.4723525047302
-20.59355841436094	1.7080575243961356	-18.566061234705767	-23.631421346789317	200.0	0.0	0.0	-21.82819156084714	0.0	-21.82819156084714	-21.82819156084714	200.0	0.0	0.0	7	-24.980595443574675	12.149387826695252	-17.387515975843062	-85.24324307991648	200.0	140000	140000	-11.800136	2.811101	-6.725645	-63.72238	-11.800144	2.8111753	-7.1784515	-63.420864	3.9990032	5.1535172	147.81363	-15.287729	11.791051	0.02861161	0.028210213	0.002159291777026374	0.0	0.0	0.0	1277.259839773178
-20.020217946720514	1.8313018053892778	-17.953953023829	-24.28455076423339	200.0	0.0	0.0	-17.987070647785256	0.0	-17.987070647785256	-17.987070647785256	200.0	0.0	0.0	8	-23.507696829772495	6.793867297369572	-17.17980813592491	-57.20400395936536	200.0	160000	160000	-11.413123	2.6689966	-9.294273	-53.59438	-11.413091	2.6691906	-9.542845	-52.71921	3.9985907	5.4034905	170.59366	-15.871443	11.4018955	0.027488789	0.027023649	0.0020210994957014917	0.0	0.0	0.0	1459.2660942077637
-22.310326789860273	5.218081627426275	-16.462172130415368	-34.581779578999466	200.0	0.0	0.0	-21.918198828564844	0.0	-21.918198828564844	-21.918198828564844	200.0	0.0	0.0	9	-23.611342253591964	7.381852748182216	-18.01424389762131	-75.3969229175418	200.0	180000	180000	-11.303486	2.5457468	-6.981289	-50.35461	-11.303487	2.5457535	-6.6621485	-50.7319	4.0009174	5.3940144	134.96227	-14.197397	11.291005	0.02676217	0.026487906	0.0019287099152687005	0.0	0.0	0.0	1641.396565437317
-21.18893540747386	1.6896173747190986	-17.330299323853055	-23.784892617369383	200.0	0.0	0.0	-21.780435553267726	0.0	-21.780435553267726	-21.780435553267726	200.0	0.0	0.0	10	-23.181130687435758	6.763520587157239	-17.55930941917071	-55.85810532492997	200.0	200000	200000	-11.151577	2.4486828	-7.544216	-48.916412	-11.1515465	2.4488142	-7.0306315	-48.905186	4.002712	5.2936034	120.82499	-15.412669	11.139404	0.02532858	0.025095345	0.0017675242170167621	0.0	0.0	0.0	1823.1780245304108
