test/stochastic/0/push-back-v1/return/avg	test/stochastic/0/push-back-v1/return/std	test/stochastic/0/push-back-v1/return/max	test/stochastic/0/push-back-v1/return/min	test/stochastic/0/push-back-v1/ep_length	test/stochastic/0/push-back-v1/success	test/stochastic/average_success	test/deterministic/0/push-back-v1/return/avg	test/deterministic/0/push-back-v1/return/std	test/deterministic/0/push-back-v1/return/max	test/deterministic/0/push-back-v1/return/min	test/deterministic/0/push-back-v1/ep_length	test/deterministic/0/push-back-v1/success	test/deterministic/average_success	epoch	train/return/avg	train/return/std	train/return/max	train/return/min	train/ep_length	total_env_steps	current_task_steps	train/q1_vals/avg	train/q1_vals/std	train/q1_vals/max	train/q1_vals/min	train/q2_vals/avg	train/q2_vals/std	train/q2_vals/max	train/q2_vals/min	train/log_pi/avg	train/log_pi/std	train/log_pi/max	train/log_pi/min	train/loss_pi	train/loss_q1	train/loss_q2	train/alpha/0	train/loss_reg	train/agem_violation	train/success	walltime
-38.435511605027884	2.213752399805472	-34.511545859738796	-41.93548261300558	200.0	0.0	0.0	-40.0664819879097	0.0	-40.0664819879097	-40.0664819879097	200.0	0.0	0.0	1	-55.60570900105517	19.3483061624164	-33.605664848208875	-104.27252324620015	200.0	20000	20000	6.558231	7.654879	20.390505	-23.26294	6.558394	7.654823	20.358038	-23.249466	2.0560675	4.627468	47.56924	-13.822107	-6.8688674	0.030150821	0.029444817	0.1100161171301121	0.0	0.0	0.0	166.47138094902039
-28.161315269500278	5.616963563739893	-19.636714444011528	-34.52303601763044	200.0	0.0	0.0	-23.800579727849332	0.0	-23.800579727849332	-23.800579727849332	200.0	0.0	0.0	2	-30.472218272599026	4.72309831876017	-21.82091479168489	-44.96216598816757	200.0	40000	40000	-7.476462	5.984317	3.608578	-46.24447	-7.4764857	5.984159	3.5653644	-47.33463	3.9817972	5.341884	78.278435	-14.564656	7.447519	0.043711334	0.044169903	0.0045549912782618775	0.0	0.0	0.0	353.28146028518677
-22.9198495486476	2.5247925467815913	-19.26417401204116	-27.46767721337607	200.0	0.0	0.0	-26.808064481456856	0.0	-26.808064481456856	-26.808064481456856	200.0	0.0	0.0	3	-28.721662085365615	4.838008036802019	-21.94017056479028	-52.69853918309432	200.0	60000	60000	-12.403145	5.260758	-6.7001762	-53.68032	-12.403097	5.2605753	-6.6875744	-53.961075	3.9890542	5.1933208	84.20222	-12.250934	12.396292	0.044788085	0.04599567	0.0036223129051271828	0.0	0.0	0.0	533.5879118442535
-20.955463182369165	1.8817523636303244	-18.30623317816292	-24.359867428668554	200.0	0.0	0.0	-18.858821677390566	0.0	-18.858821677390566	-18.858821677390566	200.0	0.0	0.0	4	-25.730850824702717	4.680884534016826	-18.515964776758167	-54.38781009343759	200.0	80000	80000	-13.538269	4.625691	-9.892922	-51.733757	-13.538274	4.625617	-9.969964	-52.463806	3.9880702	5.1220984	102.51196	-13.407738	13.531928	0.03721434	0.037270125	0.003175626394932624	0.0	0.0	0.0	712.7707252502441
-25.163598932165776	2.144737266599185	-22.028133674853887	-29.100744917891603	200.0	0.0	0.0	-24.787631968848114	0.0	-24.787631968848114	-24.787631968848114	200.0	0.0	0.0	5	-25.212588970078535	4.285660147945436	-20.523676902909664	-55.36740364819275	200.0	100000	100000	-13.075822	4.059762	-10.191336	-56.78403	-13.075838	4.0594993	-10.259414	-57.21532	3.9865587	5.0152283	135.20433	-16.15287	13.067558	0.030892074	0.031417575	0.0027371125504141672	0.0	0.0	0.0	893.1634268760681
-20.04625917726461	0.9908415916880122	-17.952523339108502	-21.285374496959797	200.0	0.0	0.0	-16.852542620141854	0.0	-16.852542620141854	-16.852542620141854	200.0	0.0	0.0	6	-24.18672737686286	5.016379141169201	-17.900253305113072	-60.28650912145299	200.0	120000	120000	-12.481967	3.581262	-9.74498	-52.573082	-12.481975	3.5811243	-9.750653	-53.405434	3.9892714	4.921875	110.99519	-14.125459	12.474599	0.023549963	0.023891827	0.0023549814624420832	0.0	0.0	0.0	1073.528023481369
-20.223951560237463	1.5126388617045303	-17.634985474570104	-23.718694882751876	200.0	0.0	0.0	-19.223121655525926	0.0	-19.223121655525926	-19.223121655525926	200.0	0.0	0.0	7	-22.42874455570673	2.8169904360729827	-18.747182642217087	-33.550457137837896	200.0	140000	140000	-11.823722	3.1941628	-9.391095	-51.813366	-11.823737	3.194002	-9.367482	-51.667416	4.0007534	4.6921988	105.05951	-14.202873	11.811414	0.0162632	0.01663144	0.002175229251018027	0.0	0.0	0.0	1253.4904713630676
-22.1926288152793	2.0297734625989046	-19.18059462127358	-26.33125856249616	200.0	0.0	0.0	-23.368812284983232	0.0	-23.368812284983232	-23.368812284983232	200.0	0.0	0.0	8	-21.581845629243944	2.1408355215478525	-18.393024768476714	-32.160813437064256	200.0	160000	160000	-11.183203	2.869703	-8.983429	-50.72409	-11.1832285	2.869494	-9.015586	-50.556698	3.989981	4.47277	102.38311	-14.6120205	11.169872	0.012457067	0.012973248	0.00199664272457012	0.0	0.0	0.0	1433.0360147953033
-25.17672542415367	4.8300460185007115	-20.381559112617822	-34.28798639166253	200.0	0.0	0.0	-20.04396346913163	0.0	-20.04396346913163	-20.04396346913163	200.0	0.0	0.0	9	-21.619915460518346	4.913563229221777	-17.84878630043	-65.57346747515231	200.0	180000	180000	-10.780868	2.8192194	-8.527633	-62.4949	-10.780877	2.8189857	-8.599701	-62.842655	4.0123534	4.493891	88.59319	-13.435293	10.7719345	0.012769532	0.013461051	0.0018714609806018416	0.0	0.0	0.0	1612.0065598487854
-19.910297051708078	1.533862962216095	-17.714326684506332	-22.56351895204475	200.0	0.0	0.0	-18.24783362434287	0.0	-18.24783362434287	-18.24783362434287	200.0	0.0	0.0	10	-21.15675067574277	4.142273107262599	-17.864806406124995	-58.98574664940419	200.0	200000	200000	-10.440416	2.690574	-8.692191	-60.917686	-10.440428	2.6904845	-8.720996	-60.299427	3.966805	4.4044056	87.11649	-15.571729	10.42998	0.011442613	0.011510564	0.0018671675471181517	0.0	0.0	0.0	1791.3769540786743
-22.541527792338123	2.2653640826798997	-18.36782347865931	-26.422982765309065	200.0	0.0	0.0	-20.963029986181805	0.0	-20.963029986181805	-20.963029986181805	200.0	0.0	0.0	11	-21.153235468647512	4.662489413998387	-17.687880874324954	-62.94519762569835	200.0	220000	220000	-10.141554	2.6008708	-8.546626	-55.25232	-10.141577	2.6007752	-8.591555	-55.988194	4.0025306	4.435153	79.93277	-14.357593	10.13337	0.010963402	0.0111243045	0.0017880957606888842	0.0	0.0	0.0	1970.0432891845703
-22.517238996954113	1.5591619123240679	-20.020443157486532	-24.650646916407926	200.0	0.0	0.0	-23.370564436879288	0.0	-23.370564436879288	-23.370564436879288	200.0	0.0	0.0	12	-20.64487752732317	2.0292813340418583	-17.799298342752685	-34.401022666785	200.0	240000	240000	-9.915037	2.45589	-8.478096	-55.49988	-9.9150505	2.4558005	-8.424589	-56.095783	3.9932241	4.4050684	89.24173	-15.379341	9.9056425	0.0093462	0.009506378	0.0016644816950778477	0.0	0.0	0.0	2149.282921075821
-19.390388899222163	1.0276025979184573	-17.948897903961228	-20.942717778442553	200.0	0.0	0.0	-19.234676923170746	0.0	-19.234676923170746	-19.234676923170746	200.0	0.0	0.0	13	-21.09773030105763	4.594622841723291	-18.083767070622944	-62.09910680356166	200.0	260000	260000	-9.829697	2.3937452	-8.445171	-55.773735	-9.829704	2.393534	-8.213456	-59.45789	3.9933655	4.4506464	114.830505	-13.564077	9.825076	0.010021762	0.010728055	0.0015823846454091836	0.0	0.0	0.0	2326.0675570964813
-19.76271484264388	0.7594944868529002	-18.408458779532992	-21.47018559770611	200.0	0.0	0.0	-18.4656245532111	0.0	-18.4656245532111	-18.4656245532111	200.0	0.0	0.0	14	-21.21206280478319	5.3213420968393885	-17.800355021080627	-64.30913788412377	200.0	280000	280000	-9.749806	2.354733	-8.533014	-55.63461	-9.749808	2.3546143	-8.514569	-55.12401	3.9964356	4.5343113	134.0173	-16.156998	9.74397	0.009202196	0.009501287	0.0014877841321693267	0.0	0.0	0.0	2502.1408541202545
-19.120806027166022	0.827839681008478	-17.613371488899045	-20.166835508163324	200.0	0.0	0.0	-17.962890350421574	0.0	-17.962890350421574	-17.962890350421574	200.0	0.0	0.0	15	-20.474891640857983	1.7047003126220888	-18.04220851018916	-28.938414110315353	200.0	300000	300000	-9.687099	2.1931756	-8.523229	-49.008064	-9.687122	2.1931071	-8.528429	-49.022335	4.0000544	4.4887195	106.789345	-14.938307	9.681301	0.008330739	0.008456299	0.0014069245403341482	0.0	0.0	0.0	2678.5653533935547
-20.82203051888426	1.5798247197140858	-18.651978000628176	-23.14903724733826	200.0	0.0	0.0	-18.031682649037045	0.0	-18.031682649037045	-18.031682649037045	200.0	0.0	0.0	16	-20.506759232972872	1.5922270495386426	-17.901750951109804	-25.15806940573346	200.0	320000	320000	-9.618513	2.0734117	-8.526796	-47.92772	-9.618525	2.0733094	-8.557107	-47.826042	3.991255	4.4819336	72.65016	-18.284061	9.6133795	0.007383515	0.0075788917	0.001301756202976685	0.0	0.0	0.0	2855.970561981201
