test/stochastic/0/peg-unplug-side-v1/return/avg	test/stochastic/0/peg-unplug-side-v1/return/std	test/stochastic/0/peg-unplug-side-v1/return/max	test/stochastic/0/peg-unplug-side-v1/return/min	test/stochastic/0/peg-unplug-side-v1/ep_length	test/stochastic/0/peg-unplug-side-v1/success	test/stochastic/average_success	test/deterministic/0/peg-unplug-side-v1/return/avg	test/deterministic/0/peg-unplug-side-v1/return/std	test/deterministic/0/peg-unplug-side-v1/return/max	test/deterministic/0/peg-unplug-side-v1/return/min	test/deterministic/0/peg-unplug-side-v1/ep_length	test/deterministic/0/peg-unplug-side-v1/success	test/deterministic/average_success	epoch	train/return/avg	train/return/std	train/return/max	train/return/min	train/ep_length	total_env_steps	current_task_steps	train/q1_vals/avg	train/q1_vals/std	train/q1_vals/max	train/q1_vals/min	train/q2_vals/avg	train/q2_vals/std	train/q2_vals/max	train/q2_vals/min	train/log_pi/avg	train/log_pi/std	train/log_pi/max	train/log_pi/min	train/loss_pi	train/loss_q1	train/loss_q2	train/alpha/0	train/loss_reg	train/agem_violation	train/success	walltime
-36.1756565423572	4.131590473852497	-30.93200292703417	-43.947272523644	200.0	0.0	0.0	-33.52404738344483	0.0	-33.52404738344483	-33.52404738344483	200.0	0.0	0.0	1	-49.02274227162641	18.230720482040166	-22.113733239377712	-95.73288844164865	200.0	20000	20000	7.0568757	7.0950933	20.762253	-21.86518	7.05668	7.095231	20.851782	-21.41297	1.9788176	4.551595	59.741776	-13.965868	-7.373562	0.028588356	0.029250385	0.1083401913019755	0.0	0.0	0.0	165.27416825294495
-27.41169903109984	0.9425358986427766	-25.992633213190665	-29.329480035269203	200.0	0.0	0.0	-28.00170115851012	0.0	-28.00170115851012	-28.00170115851012	200.0	0.0	0.0	2	-28.353943103520454	6.443441335445107	-19.759176456141596	-61.0144385511997	200.0	40000	40000	-6.279231	5.1497636	2.5556095	-46.32527	-6.2792916	5.1497326	2.6081502	-47.095512	3.9970684	4.903073	98.46381	-12.375316	6.2558365	0.049245466	0.04920388	0.0040317799288779495	0.0	0.0	0.0	351.9713523387909
-18.970474300721772	1.5216806705736865	-16.57812868584877	-22.39466141153208	200.0	0.0	0.0	-23.11629863325897	0.0	-23.11629863325897	-23.11629863325897	200.0	0.0	0.0	3	-28.424941356957458	8.603706015344311	-19.13941631464773	-67.22030325132897	200.0	60000	60000	-10.598344	4.713535	-5.547423	-45.612892	-10.598455	4.713094	-5.633784	-46.983936	3.9983118	4.8425207	100.11002	-15.030982	10.583781	0.054087292	0.055153273	0.004118011850654147	0.0	0.0	0.0	531.407687664032
2518.81139103058	6214.250326458374	21048.5262643573	-112.94127624915149	200.0	0.0	0.0	287.78845014048	0.0	287.78845014048	287.78845014048	200.0	0.0	0.0	4	406.243752712355	2228.276590198201	14600.12936333927	-174.87688455313292	200.0	80000	80000	-11.52245	10.185267	647.80273	-55.884533	-11.52245	10.17882	660.66693	-55.89066	4.3637366	5.676302	115.17409	-16.28169	11.467285	1.5073829	1.5832318	0.006022316947882063	0.0	0.0	0.01	712.1250190734863
18202.190614849627	9015.369954945889	35896.84765625	3726.5915092140654	200.0	0.0	0.0	16177.565174417803	0.0	16177.565174417803	16177.565174417803	200.0	0.0	0.0	5	8986.567004560397	8873.859016773484	33101.67959663792	-184.66265677214636	200.0	100000	100000	700.06726	1008.35175	6573.874	-610.96423	700.0785	1008.3635	6599.4814	-614.0225	4.4900994	4.8626537	81.32745	-13.201537	-719.80884	2117.5476	2097.6116	0.7437462616510689	0.0	0.0	0.09	898.2184617519379
29729.953	24027.914	91377.93	2169.1138	200.0	0.0	0.0	20988.084	0.0	20988.084	20988.084	200.0	0.0	0.0	6	19675.15530862574	10387.817480705326	62807.08984375	-101.22309395132034	200.0	120000	120000	3137.1587	2265.485	12311.423	-1405.7313	3137.1716	2265.5103	12363.395	-1481.8662	4.037457	3.2343204	58.714798	-13.221596	-3180.278	10088.247	9995.674	1.8924278528809548	0.0	0.0	0.06	1086.4661965370178
2724.7790965928493	5300.876091837011	14047.7666015625	-95.94828664244837	200.0	0.0	0.0	387.3731213212455	0.0	387.3731213212455	387.3731213212455	200.0	0.0	0.0	7	23027.848659650208	20477.60055742175	164900.6875	740.468017578125	200.0	140000	140000	6232.039	3364.1384	32255.863	-1855.8488	6232.05	3364.2444	32109.98	-1820.6759	4.0132017	3.2591052	52.041584	-14.356173	-6278.9453	21662.05	21184.492	2.4991018588781357	0.0	0.0	0.05	1272.602345943451
67130.08035221165	97293.50252337816	304523.09375	2400.8314607332263	200.0	0.4	0.4	297736.0	0.0	297736.0	297736.0	200.0	1.0	1.0	8	45273.84450144656	50590.71346134118	325928.3125	3706.37939453125	200.0	160000	160000	9562.449	7471.2124	91015.08	-4248.07	9562.586	7470.96	89799.836	-3961.0327	4.0945454	3.9427674	115.19605	-14.327514	-9603.131	93922.0	93504.73	3.8716510972738267	0.0	0.0	0.28	1456.7811794281006
80855.48438896623	85850.94613587775	244833.46875	-75.35063026334635	200.0	0.6	0.6	-75.64716422668258	0.0	-75.64716422668258	-75.64716422668258	200.0	0.0	0.0	9	131381.61892611964	101685.0667059116	334833.625	-69.36055366486578	200.0	180000	180000	24164.355	24727.451	142290.14	-16686.354	24164.662	24727.525	142561.64	-16130.097	4.0227904	3.8797085	82.56177	-13.131631	-24391.8	1106111.5	1090944.6	14.362240400457383	0.0	0.0	0.85	1641.590029001236
169921.80397140846	163725.93001919813	350289.375	-68.17027653628432	200.0	0.5	0.5	262655.22	0.0	262655.22	262655.22	200.0	1.0	1.0	10	207830.49553623996	101268.49888942066	362274.59375	-79.26420999408444	200.0	200000	200000	55843.9	35451.062	175058.73	-20721.256	55843.957	35451.74	173763.89	-20862.598	4.005618	3.2472222	70.881386	-14.233066	-56337.996	2027802.4	1999366.8	24.690105542087554	0.0	0.0	0.92	1827.273494720459
