test/stochastic/0/window-close-v1/return/avg	test/stochastic/0/window-close-v1/return/std	test/stochastic/0/window-close-v1/return/max	test/stochastic/0/window-close-v1/return/min	test/stochastic/0/window-close-v1/ep_length	test/stochastic/0/window-close-v1/success	test/stochastic/average_success	test/deterministic/0/window-close-v1/return/avg	test/deterministic/0/window-close-v1/return/std	test/deterministic/0/window-close-v1/return/max	test/deterministic/0/window-close-v1/return/min	test/deterministic/0/window-close-v1/ep_length	test/deterministic/0/window-close-v1/success	test/deterministic/average_success	epoch	train/return/avg	train/return/std	train/return/max	train/return/min	train/ep_length	total_env_steps	current_task_steps	train/q1_vals/avg	train/q1_vals/std	train/q1_vals/max	train/q1_vals/min	train/q2_vals/avg	train/q2_vals/std	train/q2_vals/max	train/q2_vals/min	train/log_pi/avg	train/log_pi/std	train/log_pi/max	train/log_pi/min	train/loss_pi	train/loss_q1	train/loss_q2	train/alpha/0	train/loss_reg	train/agem_violation	train/success	walltime
5486.330839486496	16019.919639786534	53537.58498593816	-23.191652828401523	200.0	0.0	0.0	-18.33860386568369	0.0	-18.33860386568369	-18.33860386568369	200.0	0.0	0.0	1	1845.857179180756	9147.776039918803	86873.18285093746	-99.75008484043144	200.0	20000	20000	145.87383	711.0021	32755.979	-399.81433	145.85023	711.06683	32914.88	-393.48886	4.174688	8.112417	227.45987	-12.089317	-148.71016	866.58966	844.95557	0.4115682721174763	0.0	0.0	0.01	177.3325958251953
25.762075947811134	141.16927305616719	448.9166873027981	-34.511515489791385	200.0	0.7	0.7	-19.92481425269357	0.0	-19.92481425269357	-19.92481425269357	200.0	1.0	1.0	2	2896.394219257557	13871.569801942225	112079.6195488007	-103.25413889782442	200.0	40000	40000	3520.5344	8717.561	82377.94	-2527.2456	3520.4607	8717.794	81894.58	-2659.4436	4.1450357	5.3278084	104.58144	-14.176857	-3578.6023	120511.7	119652.305	3.8705218536674977	0.0	0.0	0.14	374.6026699542999
105935.95797325406	48161.654415564946	161348.05435509435	279.3428094008601	200.0	0.9	0.9	156643.42607791044	0.0	156643.42607791044	156643.42607791044	200.0	1.0	1.0	3	34595.8688990033	36043.04150231438	122466.23390132528	-47.46865657433634	200.0	60000	60000	16538.81	16700.29	97442.664	-5133.111	16538.97	16700.438	97354.46	-5047.527	4.0219502	3.7442496	53.406727	-14.880285	-16675.168	388998.22	385400.56	11.51433774547577	0.0	0.0	0.32	567.2815690040588
76774.84858767016	32001.896091766517	129852.28889405067	24695.541951666317	200.0	0.7	0.7	130824.52955729552	0.0	130824.52955729552	130824.52955729552	200.0	1.0	1.0	4	32615.145271868194	50265.23921201578	174634.58366448083	-68.63719960231002	200.0	80000	80000	24140.938	27057.426	169304.92	-4889.1567	24140.861	27057.857	168924.38	-5190.712	4.007675	4.466953	101.693985	-14.795898	-24223.895	708389.3	701375.9	11.088049785089494	0.0	0.0	0.28	759.1729602813721
10898.215036023343	26936.68469950578	91655.90508227609	330.78028730531804	200.0	0.1	0.1	3494.642853392007	0.0	3494.642853392007	3494.642853392007	200.0	0.0	0.0	5	49834.40901398166	60020.49435147982	185453.50704488243	-59.61037759652764	200.0	100000	100000	34326.516	44119.26	213543.14	-9355.076	34326.35	44119.59	212680.3	-9773.9	4.0255485	4.3855705	81.68302	-13.512672	-34473.203	1684987.1	1679603.2	17.05008781027794	0.0	0.0	0.4	951.181990146637
124858.67879435707	11463.2276990677	146658.7629457075	109917.48415017454	200.0	1.0	1.0	126653.30982695182	0.0	126653.30982695182	126653.30982695182	200.0	1.0	1.0	6	55953.791792159165	57529.4510361109	169949.07431763993	-58.25307666395999	200.0	120000	120000	49720.895	54253.035	241443.3	-13136.817	49720.945	54253.973	240397.39	-14459.26	4.003018	3.9163604	70.07955	-13.136099	-49926.133	2970028.2	2931239.8	23.599649313354494	0.0	0.0	0.48	1143.8361463546753
85890.97184910464	10802.076577345839	102026.0429006914	63943.558152642894	200.0	1.0	1.0	102958.76997960931	0.0	102958.76997960931	102958.76997960931	200.0	1.0	1.0	7	73893.79855125851	55262.414575616196	187687.87577522226	-58.852943128050114	200.0	140000	140000	64688.17	61504.363	242517.97	-21446.158	64687.73	61505.55	241328.17	-22228.137	4.003502	3.7427886	66.86952	-21.233957	-64919.297	3912568.8	3867964.5	25.626686248874666	0.0	0.0	0.72	1335.5619781017303
99339.865116716	13575.584719444892	113619.18476844522	66244.87314292598	200.0	1.0	1.0	110265.05957926596	0.0	110265.05957926596	110265.05957926596	200.0	1.0	1.0	8	66358.06526109132	51668.93094821038	180724.83695153787	-63.210784451931815	200.0	160000	160000	70673.695	61639.355	242289.9	-33910.164	70673.3	61640.617	241255.56	-36875.105	3.9895608	3.6706517	73.08251	-14.003952	-70846.36	3956634.5	3908810.8	23.506459393692015	0.0	0.0	0.62	1523.037038564682
87061.70220822244	10950.052866727832	100892.62189809069	60689.53534202718	200.0	1.0	1.0	91495.93145433842	0.0	91495.93145433842	91495.93145433842	200.0	1.0	1.0	9	66417.23265099394	59358.53083336263	198153.84630549117	-45.71209851409746	200.0	180000	180000	72927.55	65253.74	240914.22	-54683.336	72926.63	65255.547	240858.67	-56767.23	3.999552	3.7686005	68.839645	-14.281637	-73064.44	4698892.5	4653342.0	22.903218454265595	0.0	0.0	0.56	1710.25302028656
50456.66676946798	17233.32438483609	81575.24853499087	22405.307858082186	200.0	0.8	0.8	71230.70898479052	0.0	71230.70898479052	71230.70898479052	200.0	1.0	1.0	10	72465.09858234039	60678.39372631139	189881.12411807457	-54.32254963576523	200.0	200000	200000	74609.81	66551.21	243985.25	-65113.492	74608.96	66553.33	244788.73	-64598.5	4.0102015	3.9325054	92.73644	-15.436941	-74727.09	5445050.0	5358031.0	24.438947198963167	0.0	0.0	0.66	1897.6046686172485
