test/stochastic/0/faucet-close-v1/return/avg	test/stochastic/0/faucet-close-v1/return/std	test/stochastic/0/faucet-close-v1/return/max	test/stochastic/0/faucet-close-v1/return/min	test/stochastic/0/faucet-close-v1/ep_length	test/stochastic/0/faucet-close-v1/success	test/stochastic/average_success	test/deterministic/0/faucet-close-v1/return/avg	test/deterministic/0/faucet-close-v1/return/std	test/deterministic/0/faucet-close-v1/return/max	test/deterministic/0/faucet-close-v1/return/min	test/deterministic/0/faucet-close-v1/ep_length	test/deterministic/0/faucet-close-v1/success	test/deterministic/average_success	epoch	train/return/avg	train/return/std	train/return/max	train/return/min	train/ep_length	total_env_steps	current_task_steps	train/q1_vals/avg	train/q1_vals/std	train/q1_vals/max	train/q1_vals/min	train/q2_vals/avg	train/q2_vals/std	train/q2_vals/max	train/q2_vals/min	train/log_pi/avg	train/log_pi/std	train/log_pi/max	train/log_pi/min	train/loss_pi	train/loss_q1	train/loss_q2	train/alpha/0	train/loss_reg	train/agem_violation	train/success	walltime
1235.717585060143	2252.8997383143037	6432.560524462211	-44.44484301967818	200.0	0.0	0.0	17668.13220950365	0.0	17668.13220950365	17668.13220950365	200.0	0.0	0.0	1	589.9041532561772	2278.4008326753137	16430.186668921124	-54.436214179018556	200.0	20000	20000	1077.5259	1426.5642	5879.581	-98.0329	1077.5223	1426.5511	5859.735	-90.98894	4.223102	6.761854	342.74814	-12.70365	-1095.6749	736.4461	749.6935	0.7192619115420078	0.0	0.0	0.0	167.42534685134888
4717.2989249370985	5106.2917821913425	17921.628305411108	-53.97271732239146	200.0	0.0	0.0	807.8978586363702	0.0	807.8978586363702	807.8978586363702	200.0	0.0	0.0	2	4940.5386122684	7694.359012568744	27378.863936311027	-78.970988012521	200.0	40000	40000	2157.236	1574.1638	11050.861	-440.8983	2157.234	1574.1403	11075.584	-436.1536	4.0131297	5.1538324	104.86294	-19.989046	-2165.5994	9457.966	9460.982	0.6816717671617866	0.0	0.0	0.0	356.8352167606354
6599.18830946944	5892.4162150098655	16107.525474635197	728.9456165935826	200.0	0.0	0.0	15747.324777463218	0.0	15747.324777463218	15747.324777463218	200.0	0.0	0.0	3	8628.924252449662	8849.97431964555	32236.96963217342	-51.79086603913214	200.0	60000	60000	2789.2488	2960.392	18219.725	-1581.0502	2789.1763	2960.2397	18391.729	-1614.7913	4.073555	5.192908	95.39652	-13.3304	-2814.302	33616.133	34301.656	1.73311580555737	0.0	0.0	0.0	539.8329923152924
14856.966153467467	6848.954771725228	20849.89103212412	1297.297556780244	200.0	0.0	0.0	23996.293747993463	0.0	23996.293747993463	23996.293747993463	200.0	0.0	0.0	4	8741.14880772686	7239.8128134777035	26210.169032405436	-54.728168163994766	200.0	80000	80000	3227.6816	2947.39	21072.543	-1592.9072	3227.6792	2947.2732	21665.742	-1631.8881	3.986628	4.2936773	81.62444	-13.089189	-3241.6003	41310.016	41779.164	2.4746129900991916	0.0	0.0	0.0	723.3208281993866
21475.212399120657	7545.130330895481	37654.54454812204	5769.998330323331	200.0	0.0	0.0	18445.00888280786	0.0	18445.00888280786	18445.00888280786	200.0	0.0	0.0	5	13250.437667444703	10184.012536134538	45705.356922288345	-34.3589274204439	200.0	100000	100000	3374.2356	3394.19	23362.332	-1917.7539	3374.2937	3394.0442	23322.412	-2049.3682	4.0346756	4.050952	102.07594	-12.673874	-3387.0312	59260.94	59475.688	2.2285863538503645	0.0	0.0	0.0	905.8327295780182
18778.268134143113	11731.756352214417	38425.561000613896	-32.70558981649898	200.0	0.0	0.0	56326.72333835545	0.0	56326.72333835545	56326.72333835545	200.0	0.0	0.0	6	12764.049849618257	11407.592761217726	49277.837687180894	-38.71027746330915	200.0	120000	120000	5039.488	4744.945	26184.164	-2485.074	5039.64	4744.596	25834.977	-2773.6335	4.0102663	3.6905162	93.78038	-14.9565115	-5063.667	90652.87	91561.15	3.0693008432745934	0.0	0.0	0.0	1087.9594523906708
31019.59563079579	6336.1341362883095	40282.62561704646	22822.153558913167	200.0	0.0	0.0	26534.852354170573	0.0	26534.852354170573	26534.852354170573	200.0	0.0	0.0	7	21628.30437967048	12765.36311194113	58454.89528778632	-39.470317498099405	200.0	140000	140000	7214.6714	5544.748	27664.896	-2702.7363	7214.72	5544.6787	27759.984	-2337.297	3.9972706	3.249406	77.332565	-13.506039	-7237.3745	91362.125	91278.54	3.703947281885147	0.0	0.0	0.0	1269.110923051834
29454.53991730772	7466.459258009453	39453.34216845205	16479.56498979224	200.0	0.0	0.0	18543.23472120591	0.0	18543.23472120591	18543.23472120591	200.0	0.0	0.0	8	22600.84699353569	12726.38611079435	60245.865251276984	-22.447129633481666	200.0	160000	160000	8573.023	6033.622	32764.615	-2818.6218	8573.066	6033.6	32977.47	-2677.798	4.002323	3.0858269	55.682663	-13.9995	-8588.467	105504.79	105396.12	3.8023436583518984	0.0	0.0	0.0	1451.3877725601196
12691.999929207277	14195.332199566623	34677.30591709295	-20.30634199367942	200.0	0.0	0.0	13024.80839396511	0.0	13024.80839396511	13024.80839396511	200.0	0.0	0.0	9	23358.25835014594	15676.137216530145	63212.48453631243	-46.25909798412413	200.0	180000	180000	9815.927	6679.2534	33219.707	-2958.5671	9815.883	6679.335	33464.492	-2858.289	4.0058227	3.1319218	64.02133	-13.040468	-9832.183	113802.625	113838.516	4.2342755971550945	0.0	0.0	0.0	1632.8164446353912
30003.268623142154	18044.216629591432	52960.5012094102	-19.5337380237249	200.0	0.0	0.0	22398.955415847235	0.0	22398.955415847235	22398.955415847235	200.0	0.0	0.0	10	22986.32001666475	15729.078987806353	64074.73729069928	45.175621077764674	200.0	200000	200000	11051.555	7650.979	37052.297	-3598.316	11051.53	7651.0625	36798.812	-3610.203	3.9997075	3.0806985	46.302673	-13.152691	-11070.173	132006.19	131729.03	4.4394078136920925	0.0	0.0	0.0	1814.0371294021606
