test/stochastic/0/window-close-v1/return/avg	test/stochastic/0/window-close-v1/return/std	test/stochastic/0/window-close-v1/return/max	test/stochastic/0/window-close-v1/return/min	test/stochastic/0/window-close-v1/ep_length	test/stochastic/0/window-close-v1/success	test/stochastic/average_success	test/deterministic/0/window-close-v1/return/avg	test/deterministic/0/window-close-v1/return/std	test/deterministic/0/window-close-v1/return/max	test/deterministic/0/window-close-v1/return/min	test/deterministic/0/window-close-v1/ep_length	test/deterministic/0/window-close-v1/success	test/deterministic/average_success	epoch	train/return/avg	train/return/std	train/return/max	train/return/min	train/ep_length	total_env_steps	current_task_steps	train/q1_vals/avg	train/q1_vals/std	train/q1_vals/max	train/q1_vals/min	train/q2_vals/avg	train/q2_vals/std	train/q2_vals/max	train/q2_vals/min	train/log_pi/avg	train/log_pi/std	train/log_pi/max	train/log_pi/min	train/loss_pi	train/loss_q1	train/loss_q2	train/alpha/0	train/loss_reg	train/agem_violation	train/success	walltime
-47.35569347619277	11.1384002855438	-28.540751876772543	-61.833274170981596	200.0	0.0	0.0	-62.04990793640011	0.0	-62.04990793640011	-62.04990793640011	200.0	0.0	0.0	1	39.35628175967235	678.3495880889932	6679.80764936972	-102.1310502483222	200.0	20000	20000	10.573114	8.835696	872.5129	-27.340525	10.572754	8.834855	855.0686	-31.142927	4.165951	10.750411	356.0941	-12.493331	-10.99867	2.087402	2.0549989	0.10892422399166848	0.0	0.0	0.0	175.8083758354187
-87.56416927422542	14.99073676873993	-60.98954003819992	-102.1912601459597	200.0	0.0	0.0	-81.913421024755	0.0	-81.913421024755	-81.913421024755	200.0	0.0	0.0	2	794.1093543678467	3053.3301850098374	19516.28496099	-101.30076688665615	200.0	40000	40000	67.52264	428.77832	9447.721	-263.7625	67.50026	428.74423	9564.11	-247.58911	4.9733634	7.3014903	199.8471	-14.694791	-71.0065	735.18555	747.3649	0.2722005256049335	0.0	0.0	0.0	365.1992378234863
25827.740668234717	3348.1958917453085	31014.5666944384	21324.224135346547	200.0	0.0	0.0	30403.977599796563	0.0	30403.977599796563	30403.977599796563	200.0	0.0	0.0	3	5622.2132468981235	8164.094404324598	32214.434832931365	-91.2163820031368	200.0	60000	60000	1457.2806	2798.3215	15124.283	-679.3831	1457.284	2798.279	15085.188	-657.05035	4.1191406	5.229583	106.10634	-14.400911	-1478.783	12232.615	12389.502	1.1191845566883682	0.0	0.0	0.0	552.2094337940216
49444.60431723732	31239.643295395883	80378.72672344884	2370.986422321277	200.0	0.0	0.0	13708.648823367646	0.0	13708.648823367646	13708.648823367646	200.0	0.0	0.0	4	33670.243236521754	23685.234334983397	86000.77637880456	-37.01384377467483	200.0	80000	80000	5919.8457	6075.26	39233.242	-817.6287	5919.8184	6075.243	39073.54	-777.2824	4.0120153	3.4620926	49.227165	-14.287569	-5967.7656	28210.752	28403.564	2.1607115889847277	0.0	0.0	0.01	740.265148639679
82860.21179467885	41940.67855548826	113057.66305872596	128.75169345513703	200.0	0.6	0.6	102608.44142000833	0.0	102608.44142000833	102608.44142000833	200.0	1.0	1.0	5	51652.131509791434	31340.411034301807	120249.35891455544	-38.99255370053813	200.0	100000	100000	13102.224	14005.195	61835.66	-1550.6028	13102.308	14005.091	61720.44	-1488.4889	4.0256357	3.7887015	72.772934	-12.760005	-13179.859	145431.86	146649.23	4.52526709574461	0.0	0.0	0.04	927.8788380622864
156687.93164032785	10204.760838921016	173148.0049281776	138510.3887628106	200.0	1.0	1.0	144984.74036281195	0.0	144984.74036281195	144984.74036281195	200.0	1.0	1.0	6	93882.82555361642	50374.66541913956	198097.7146808083	-31.478830269482316	200.0	120000	120000	23408.385	21149.531	120155.66	-2167.607	23408.484	21149.357	119832.1	-2146.3267	4.0142713	3.4263563	56.142365	-13.698781	-23548.7	339602.7	342532.0	7.648689081954956	0.0	0.0	0.7	1114.45352268219
99993.1490633255	90382.22671563212	198429.93693939148	-29.40207464005582	200.0	0.8	0.8	195701.38321152717	0.0	195701.38321152717	195701.38321152717	200.0	1.0	1.0	7	122592.53613424186	58752.61827475523	201583.22098284017	-29.09821299465463	200.0	140000	140000	40995.914	39788.793	188352.38	-12948.385	40996.15	39788.504	188898.69	-14731.622	4.0193024	3.3825092	68.37891	-13.670409	-41232.824	895799.06	898043.2	11.857038213586808	0.0	0.0	0.88	1300.746499300003
186483.75985444558	14078.792821448831	200753.17194770396	151940.08574639875	200.0	1.0	1.0	179902.21748124875	0.0	179902.21748124875	179902.21748124875	200.0	1.0	1.0	8	127188.10714367032	67942.51216540097	214418.18220656028	-45.51756420535459	200.0	160000	160000	67309.86	58012.32	219459.66	-20595.67	67310.04	58012.246	219778.2	-20278.68	4.008764	3.3111634	62.919643	-13.5842085	-67645.98	2426894.0	2427128.0	19.17240443263054	0.0	0.0	0.87	1488.2393443584442
151950.3366843888	22122.491756615174	181358.6513537255	122339.20667863417	200.0	1.0	1.0	124872.97449127935	0.0	124872.97449127935	124872.97449127935	200.0	1.0	1.0	9	120285.79024994315	68789.59340531038	205726.42138622497	-52.79224843839994	200.0	180000	180000	85020.234	63251.36	229848.02	-18155.459	85020.086	63251.56	229645.16	-17172.715	4.0063677	3.1891034	81.963135	-12.553932	-85344.31	3753175.8	3757832.5	23.27654344711304	0.0	0.0	0.85	1675.2134222984314
176929.546476943	17441.069210676582	197985.42244332188	140238.1190660661	200.0	1.0	1.0	176037.29303160644	0.0	176037.29303160644	176037.29303160644	200.0	1.0	1.0	10	126318.80304321615	72092.49153410591	210272.61882750032	-33.07321156749289	200.0	200000	200000	92763.195	66743.55	239498.58	-11906.588	92763.555	66743.086	239248.58	-13559.229	4.001919	3.208258	81.59946	-12.9309435	-93088.72	4258385.5	4256714.5	23.669631238269805	0.0	0.0	0.84	1861.9893057346344
26678.305846821597	31553.0358801669	104228.51643178434	-19.17850495673811	200.0	0.7	0.7	994.4381637765839	0.0	994.4381637765839	994.4381637765839	200.0	0.0	0.0	11	123794.44103524674	61970.23703759623	214820.29947565883	-30.600632613232225	200.0	220000	220000	99097.14	69252.72	243848.0	-12352.911	99097.336	69252.48	243194.4	-15755.781	4.0048304	3.2318077	59.826416	-16.224493	-99424.32	4894544.5	4894341.5	25.898785532569885	0.0	0.0	0.88	2048.210338830948
128015.90819244564	51080.96063280037	171307.63041550107	17876.28266612719	200.0	1.0	1.0	139555.2728107699	0.0	139555.2728107699	139555.2728107699	200.0	1.0	1.0	12	118335.37562606612	73110.08111208086	213885.9020227437	-44.5935891959982	200.0	240000	240000	102290.11	69080.43	241661.73	-15275.09	102290.73	69079.555	241859.05	-15470.589	4.00557	3.3750143	106.648155	-14.006028	-102577.24	4998562.0	4995629.5	25.469034792518617	0.0	0.0	0.87	2234.7011165618896
120676.8776457271	81396.88668293529	201806.9171850014	1301.2632170958852	200.0	0.8	0.8	163007.69051160896	0.0	163007.69051160896	163007.69051160896	200.0	1.0	1.0	13	122802.2611326453	66809.34161012006	213468.25522916118	-41.52641280797736	200.0	260000	260000	103555.66	68023.76	236178.66	-16517.678	103556.13	68022.99	234582.39	-20802.963	4.0042634	3.3736029	96.73096	-14.171058	-103816.67	5916875.0	5916679.5	24.676644064044954	0.0	0.0	0.9	2420.6962311267853
152763.46206935614	12435.839862313487	176700.50809973612	135386.888941192	200.0	1.0	1.0	139594.80001021663	0.0	139594.80001021663	139594.80001021663	200.0	1.0	1.0	14	123004.12716184442	68542.50388649793	211863.78804363255	-40.984896751417125	200.0	280000	280000	103601.0	67158.66	234864.36	-14769.865	103600.86	67158.82	235087.16	-20269.828	4.0008335	3.4945426	66.34636	-14.290853	-103811.805	5757754.5	5776733.5	25.03256910018921	0.0	0.0	0.88	2607.3331031799316
145432.05671930933	69788.66021293023	194767.52795589343	-14.063376641941941	200.0	1.0	1.0	-12.868848270463648	0.0	-12.868848270463648	-12.868848270463648	200.0	1.0	1.0	15	130816.1180722978	71516.09580417443	215729.03839139076	-37.47118164846054	200.0	300000	300000	104773.33	67099.55	230594.94	-12969.024	104773.445	67099.25	230739.44	-17176.164	4.0007257	3.5536199	75.37332	-12.828785	-104979.52	5367124.0	5384255.5	24.517769324493408	0.0	0.0	0.83	2793.277782678604
26336.628761619482	48515.10653298615	156697.29947163982	-43.018969470419265	200.0	0.6	0.6	-41.10184062900562	0.0	-41.10184062900562	-41.10184062900562	200.0	0.0	0.0	16	151711.44654383603	58786.29957210751	218066.59996697752	-37.10677141188285	200.0	320000	320000	108024.76	67810.64	230061.11	-15188.75	108025.14	67810.414	230218.88	-15804.877	4.0135508	3.6368327	91.589615	-14.023779	-108224.26	5572295.5	5554432.5	24.93489869260788	0.0	0.0	0.95	2979.5830404758453
132224.94872634785	68000.25411183915	203724.26462717346	8263.666084449222	200.0	0.9	0.9	188030.5248995034	0.0	188030.5248995034	188030.5248995034	200.0	1.0	1.0	17	150372.04519538768	64040.9128520733	217377.38414442883	-23.643961633187594	200.0	340000	340000	111581.29	67846.25	230986.7	-14258.853	111581.47	67846.23	231491.95	-13603.411	3.9894207	3.4999347	81.6645	-15.243834	-111781.22	5399315.5	5386455.0	24.731034979724885	0.0	0.0	0.95	3165.6231038570404
140147.41553512047	17016.60483442505	165342.489907291	113485.49178404696	200.0	1.0	1.0	129096.84019172142	0.0	129096.84019172142	129096.84019172142	200.0	1.0	1.0	18	127083.78834764007	74563.87285329973	218351.21252756985	-41.8823830090405	200.0	360000	360000	113498.95	66793.08	229075.48	-17933.92	113499.2	66793.01	228115.27	-17605.404	4.0078955	3.569456	79.453896	-13.996638	-113688.94	5338718.0	5317180.0	23.356032952594756	0.0	0.0	0.9	3351.5693151950836
159603.41513968044	28338.040762763896	202102.98918828808	92161.22739427687	200.0	1.0	1.0	203124.7967320319	0.0	203124.7967320319	203124.7967320319	200.0	1.0	1.0	19	156850.08571348575	57171.27734406313	216505.64592334256	-15.700784562966424	200.0	380000	380000	116578.85	66713.43	231412.5	-17728.219	116578.984	66713.5	232400.73	-18386.855	3.995125	3.5219877	62.40931	-15.838025	-116774.49	4727501.5	4700992.5	23.022466433525086	0.0	0.0	0.95	3539.136339902878
167004.10628634391	68012.56388198941	215571.17695394054	41231.61691539454	200.0	1.0	1.0	33893.030654648726	0.0	33893.030654648726	33893.030654648726	200.0	1.0	1.0	20	139085.8438123502	71309.39549899679	223104.05029172383	-49.99717871419005	200.0	400000	400000	119361.32	66838.8	230300.92	-13115.576	119361.46	66838.87	230547.02	-13846.956	4.010636	3.510397	74.103775	-13.452521	-119529.7	4903857.5	4883160.5	22.727805747795106	0.0	0.0	0.88	3725.090666294098
100872.64136261729	65503.161947288354	207578.1734910343	-29.653272966272063	200.0	0.9	0.9	-14.393315705260111	0.0	-14.393315705260111	-14.393315705260111	200.0	1.0	1.0	21	151667.9762335631	61391.57683224446	219247.92819145168	1776.4548219217918	200.0	420000	420000	120469.63	66310.46	230127.61	-11552.327	120469.79	66310.83	230454.53	-10939.496	3.9919739	3.4715078	64.502266	-13.561493	-120625.766	4575068.5	4538585.0	22.105412668704986	0.0	0.0	0.94	3911.0784244537354
200731.17928028136	11686.51270655408	222202.29911652335	176492.31867045577	200.0	1.0	1.0	214068.54136142923	0.0	214068.54136142923	214068.54136142923	200.0	1.0	1.0	22	149376.21054853863	65371.68914217478	219995.57804223345	251.83955880023677	200.0	440000	440000	122363.43	66547.734	231126.27	-10794.689	122363.59	66547.734	230876.56	-10486.774	4.0038233	3.514738	79.21492	-14.563998	-122510.72	4620553.0	4594175.5	21.262773243904114	0.0	0.0	0.9	4096.732845067978
