test/stochastic/0/faucet-close-v1/return/avg	test/stochastic/0/faucet-close-v1/return/std	test/stochastic/0/faucet-close-v1/return/max	test/stochastic/0/faucet-close-v1/return/min	test/stochastic/0/faucet-close-v1/ep_length	test/stochastic/0/faucet-close-v1/success	test/stochastic/average_success	test/deterministic/0/faucet-close-v1/return/avg	test/deterministic/0/faucet-close-v1/return/std	test/deterministic/0/faucet-close-v1/return/max	test/deterministic/0/faucet-close-v1/return/min	test/deterministic/0/faucet-close-v1/ep_length	test/deterministic/0/faucet-close-v1/success	test/deterministic/average_success	epoch	train/return/avg	train/return/std	train/return/max	train/return/min	train/ep_length	total_env_steps	current_task_steps	train/q1_vals/avg	train/q1_vals/std	train/q1_vals/max	train/q1_vals/min	train/q2_vals/avg	train/q2_vals/std	train/q2_vals/max	train/q2_vals/min	train/log_pi/avg	train/log_pi/std	train/log_pi/max	train/log_pi/min	train/loss_pi	train/loss_q1	train/loss_q2	train/alpha/0	train/loss_reg	train/agem_violation	train/success	walltime
1182.5758748024398	2816.932886309199	9250.419953012413	-34.435893502256555	200.0	0.2	0.2	-35.17595856086814	0.0	-35.17595856086814	-35.17595856086814	200.0	0.0	0.0	1	39.44169674507565	598.1898243759294	5868.92370537694	-77.41038685465729	200.0	20000	20000	1258.858	1299.8357	5680.3867	-92.43679	1258.8658	1299.8416	5627.814	-78.430984	3.7226694	5.4518266	55.9757	-14.399324	-1280.0647	670.6963	653.92084	1.4292060932846447	0.0	0.0	0.02	168.0944790840149
9609.22043255185	12360.15867609467	29981.96950417236	-38.48539658800944	200.0	0.1	0.1	20959.246280100982	0.0	20959.246280100982	20959.246280100982	200.0	1.0	1.0	2	6967.114523597906	15769.79847068183	129267.96566393404	-71.9257662124719	200.0	40000	40000	2267.1333	1116.6007	16078.287	-154.98778	2267.133	1116.5627	15984.116	-260.60712	4.12247	4.5933437	88.073006	-13.118103	-2283.6062	4557.7075	4579.001	0.8901160128377378	0.0	0.0	0.04	356.40822982788086
17114.818942802136	18521.380104390595	66175.13564354565	-26.62165347944769	200.0	0.9	0.9	10528.771336919663	0.0	10528.771336919663	10528.771336919663	200.0	1.0	1.0	3	11306.421527671442	12228.753463523804	94414.43553583119	-57.67978023213973	200.0	60000	60000	5375.6353	5774.3916	64053.293	-2056.8906	5375.583	5774.2954	64664.336	-1985.2351	4.0420055	3.7566712	91.593	-16.919044	-5441.054	137664.72	138709.86	4.457633912813663	0.0	0.0	0.1	539.5694303512573
5871.946161231683	13688.025255508284	46451.90303967946	-34.456829755019704	200.0	0.0	0.0	9515.9003455147	0.0	9515.9003455147	9515.9003455147	200.0	0.0	0.0	4	19284.62427194684	25327.707404749704	157430.76425393773	-48.02027597385558	200.0	80000	80000	10362.309	9224.794	65930.93	-5149.474	10362.299	9224.917	66412.17	-5425.3496	4.0020795	3.5385962	60.285686	-13.432302	-10447.67	195355.52	193843.66	6.176468009853363	0.0	0.0	0.26	723.9176511764526
20164.510069275293	18564.046377617495	70285.77830241661	-26.45226220897929	200.0	0.1	0.1	79607.69436573687	0.0	79607.69436573687	79607.69436573687	200.0	1.0	1.0	5	36252.66803433818	34269.858357213845	141082.75020175573	-32.34399220172461	200.0	100000	100000	14003.932	11918.095	101045.25	-9764.975	14003.89	11918.069	100999.51	-10472.619	4.0001154	3.1916256	57.040257	-14.090506	-14074.752	277582.3	277632.03	6.590657816338539	0.0	0.0	0.52	907.4587721824646
62145.227712077474	36621.8836760725	128856.28223529411	18670.16628341701	200.0	0.6	0.6	124223.86057910843	0.0	124223.86057910843	124223.86057910843	200.0	1.0	1.0	6	44004.03858184252	40686.33074451425	147189.12060698267	509.4745962966047	200.0	120000	120000	19232.125	19065.271	130507.54	-16098.101	19231.895	19065.736	130402.164	-17104.225	4.0070868	3.252538	57.432575	-19.05455	-19307.498	436343.2	431105.12	7.867622782349587	0.0	0.0	0.54	1090.9304823875427
43985.83779510078	37213.473950112995	106580.83934724264	-46.855121429939906	200.0	0.6	0.6	44584.868859228125	0.0	44584.868859228125	44584.868859228125	200.0	1.0	1.0	7	48159.2852813497	41283.49636679276	153815.69287136444	3643.1514953726755	200.0	140000	140000	24166.793	23922.629	137950.6	-15177.326	24166.906	23922.346	138368.73	-15994.064	3.9975398	3.1504915	62.89781	-14.960371	-24228.314	590716.44	591211.9	8.991644444704056	0.0	0.0	0.64	1274.4729144573212
9225.915002346219	7273.989457821027	19453.124252669008	-18.189357409697028	200.0	0.0	0.0	8850.003613221386	0.0	8850.003613221386	8850.003613221386	200.0	0.0	0.0	8	54364.36845208524	43279.188795772345	156173.34125945735	1125.9035391680093	200.0	160000	160000	27733.084	27628.174	156854.08	-14355.344	27733.174	27628.271	156005.97	-15345.199	4.0006795	3.0985973	52.836758	-12.03326	-27782.938	707025.7	701819.06	8.926292219948769	0.0	0.0	0.65	1457.3705139160156
15484.048214547616	13383.243996081752	40131.98987550363	-13.356275722978088	200.0	0.6	0.6	1049.899945195645	0.0	1049.899945195645	1049.899945195645	200.0	0.0	0.0	9	59003.952915851536	46292.57709723733	200474.48392338067	63.97789829308393	200.0	180000	180000	31267.504	31854.402	175742.4	-16822.639	31267.648	31854.441	175040.34	-17303.107	4.007805	3.121186	49.489796	-12.824035	-31315.379	851251.4	848139.94	10.435741449689866	0.0	0.0	0.74	1639.131187915802
59511.65418759633	58897.153291810435	146584.05306873066	-24.168044711687415	200.0	0.9	0.9	115176.7337135883	0.0	115176.7337135883	115176.7337135883	200.0	1.0	1.0	10	73493.28253444754	51553.447517108594	195962.61031734876	518.4464668886684	200.0	200000	200000	36313.406	36946.926	195246.36	-16700.48	36313.723	36946.598	195451.94	-16383.416	3.9999077	3.129512	56.818165	-13.006588	-36368.883	1014325.7	1014509.7	12.097672833442688	0.0	0.0	0.84	1820.2912561893463
39211.97988717264	38953.50789873764	109051.2199253007	-49.425770295999236	200.0	0.7	0.7	160832.85513186344	0.0	160832.85513186344	160832.85513186344	200.0	1.0	1.0	11	80615.6976859455	55933.80974083648	184125.92661917483	2673.284454827391	200.0	220000	220000	42915.86	42025.516	206224.72	-22506.027	42915.832	42025.773	205283.66	-20356.531	4.004657	3.142072	55.86177	-12.9464	-42986.895	1552973.2	1544607.5	14.886313685846329	0.0	0.0	0.83	2002.1957032680511
86476.95551119946	71315.53552818831	195602.61160833418	517.4850988094267	200.0	0.6	0.6	142048.15739530476	0.0	142048.15739530476	142048.15739530476	200.0	1.0	1.0	12	82910.64739021647	55762.44237756675	195204.14532581592	-16.98273534004183	200.0	240000	240000	49524.56	43883.957	202178.66	-22278.404	49524.48	43884.51	201865.75	-21256.916	4.004394	3.0299182	47.372856	-13.415057	-49606.137	2167355.5	2145332.5	16.920942249822616	0.0	0.0	0.83	2183.690227985382
73727.64622410896	43022.45877687005	148932.48801099835	10024.137640580402	200.0	0.8	0.8	157951.65141376687	0.0	157951.65141376687	157951.65141376687	200.0	1.0	1.0	13	108136.92865382101	59016.573336657595	212706.26415571055	283.00924793124346	200.0	260000	260000	54910.188	44484.07	197685.45	-25972.318	54909.824	44484.98	196868.77	-24242.596	4.002776	2.9657607	54.17054	-12.575514	-54995.016	2887023.5	2870428.8	18.683114786720274	0.0	0.0	0.93	2364.0891263484955
148344.40449244264	46687.718254101346	196819.05138800328	24739.499021892338	200.0	1.0	1.0	22042.82723924164	0.0	22042.82723924164	22042.82723924164	200.0	1.0	1.0	14	112088.44525664249	55678.75818774687	203632.46219189078	6318.953405598331	200.0	280000	280000	60271.656	45524.574	196953.36	-29553.08	60271.37	45525.36	196998.64	-28805.148	4.000152	2.8876493	59.805317	-14.046936	-60359.656	3532812.0	3514886.5	19.644860383605955	0.0	0.0	0.92	2544.0765013694763
125156.28012908078	46795.26361145074	193776.64316364407	34458.584779888166	200.0	1.0	1.0	167204.5361689736	0.0	167204.5361689736	167204.5361689736	200.0	1.0	1.0	15	108331.55496795641	55968.50714499767	210325.16573818054	1751.6960174354276	200.0	300000	300000	63738.004	45671.438	195272.6	-31739.877	63737.62	45672.168	195780.2	-32140.924	3.9994767	2.8490365	62.208652	-13.306575	-63816.59	3596171.2	3583140.8	19.810503607463836	0.0	0.0	0.91	2723.943102836609
111483.5782938522	29524.940781821202	170421.44448204694	76584.14916165853	200.0	1.0	1.0	21305.80709868576	0.0	21305.80709868576	21305.80709868576	200.0	0.0	0.0	16	116548.6538678534	51752.50351949262	207596.62911194327	11398.385344422279	200.0	320000	320000	66553.266	45364.645	194477.69	-33611.402	66553.26	45365.133	195496.45	-33640.016	4.0018163	2.878772	68.486404	-14.085234	-66629.96	3282544.8	3269313.0	20.395084117603304	0.0	0.0	0.92	2903.831904888153
110045.81877434633	18952.213092536655	131823.5770219069	72950.35772729451	200.0	1.0	1.0	74384.14736350976	0.0	74384.14736350976	74384.14736350976	200.0	1.0	1.0	17	107520.79310797332	55252.58110759371	213944.89651040154	-14.447751071027206	200.0	340000	340000	68617.42	45263.043	194983.3	-33171.387	68617.51	45263.09	195175.2	-33858.746	4.000962	2.838781	66.065704	-14.487965	-68675.17	3320162.8	3310935.5	20.039069774913788	0.0	0.0	0.9	3083.3663198947906
95211.00030194354	29418.83749028046	150386.0576800626	41811.63134476358	200.0	1.0	1.0	66394.78792240481	0.0	66394.78792240481	66394.78792240481	200.0	1.0	1.0	18	116008.30309929431	49857.71168296532	207736.7500157901	2492.7475558111782	200.0	360000	360000	70364.32	45833.293	198880.08	-31537.932	70364.266	45833.535	198692.12	-33092.68	4.0010095	2.8161833	71.41605	-15.228034	-70410.55	3388096.0	3388138.0	20.641394173526763	0.0	0.0	0.95	3262.5902485847473
56415.88728324884	60605.11041209749	154938.87892565978	1057.5706482962441	200.0	0.4	0.4	164650.5287977022	0.0	164650.5287977022	164650.5287977022	200.0	1.0	1.0	19	119522.31194779203	49083.89184910201	200125.81128324935	4048.498120683277	200.0	380000	380000	71942.23	45565.504	199010.02	-27313.016	71942.24	45565.625	198713.02	-25806.31	4.000626	2.7830665	51.451416	-16.218699	-71993.03	3364835.5	3358828.2	20.43437352924347	0.0	0.0	0.97	3441.452571630478
109443.07693815025	53180.25754106853	175650.59273820202	4345.745254298261	200.0	0.9	0.9	101647.15323991973	0.0	101647.15323991973	101647.15323991973	200.0	1.0	1.0	20	124990.74365501331	42787.09044948952	199098.20356540265	4527.252737499483	200.0	400000	400000	73240.73	45778.41	199578.36	-24916.559	73240.77	45778.71	199148.16	-25049.754	3.9999595	2.7547212	55.933975	-14.048572	-73285.18	3282826.8	3267653.8	20.349069659519195	0.0	0.0	0.97	3620.6450622081757
123637.51248312	41195.23333197075	200431.74859181215	64569.32269224911	200.0	1.0	1.0	152785.10059110323	0.0	152785.10059110323	152785.10059110323	200.0	1.0	1.0	21	129593.62635640736	46653.63366967741	234572.20645738827	7942.322559251573	200.0	420000	420000	75287.89	45858.0	197387.72	-28245.062	75287.875	45858.664	198636.19	-29306.096	4.001569	2.7522326	64.634544	-11.743661	-75324.16	3324976.5	3307156.5	20.883853599452973	0.0	0.0	0.96	3800.313441514969
132351.47448252878	16513.83831974363	152567.0182740689	101219.27372578024	200.0	1.0	1.0	176522.46491462737	0.0	176522.46491462737	176522.46491462737	200.0	1.0	1.0	22	139290.9006390833	37087.526420468545	203779.888117244	32010.641267692255	200.0	440000	440000	76634.695	45741.97	197136.5	-28349.328	76634.57	45742.832	196998.22	-26999.217	4.000701	2.6834662	61.802177	-16.36696	-76666.88	3173052.5	3146552.5	20.864013892936708	0.0	0.0	0.99	3979.7519845962524
73871.47854954547	41330.45433503692	126567.24997471416	9646.523604274436	200.0	0.9	0.9	15105.778999465778	0.0	15105.778999465778	15105.778999465778	200.0	0.0	0.0	23	141390.55621295815	38895.24274981953	199128.3709099868	18504.636207309733	200.0	460000	460000	77961.08	45700.4	196426.19	-24729.477	77960.914	45700.85	196561.5	-24410.059	4.0018964	2.6708846	51.554832	-14.029979	-77975.46	3012337.2	3010549.5	20.522066399288178	0.0	0.0	1.0	4159.6654579639435
116338.34991221056	77215.92385179043	208337.8330775033	11171.855552723006	200.0	0.9	0.9	131128.6786356551	0.0	131128.6786356551	131128.6786356551	200.0	1.0	1.0	24	136742.6929046905	42195.60846103693	201283.8426420148	5547.172941537132	200.0	480000	480000	79388.766	45625.57	194406.6	-28809.27	79388.63	45626.055	194875.53	-29574.959	4.0001574	2.6718004	64.39582	-12.798933	-79409.15	2959275.2	2958860.2	20.806830522823333	0.0	0.0	0.97	4339.567998886108
122234.93850076055	45826.7934351352	178398.31473840502	22768.439955153124	200.0	0.9	0.9	158016.5869485114	0.0	158016.5869485114	158016.5869485114	200.0	1.0	1.0	25	131920.15801723071	43867.39889322527	217108.4315325221	11008.476368558488	200.0	500000	500000	80261.28	45308.125	195246.88	-28091.182	80261.13	45308.855	194977.02	-28363.498	3.999684	2.645095	49.48478	-12.544365	-80273.13	2838905.2	2820922.0	20.18456768064499	0.0	0.0	0.98	4519.763117551804
100818.37438636558	32656.104068685676	142871.455110833	45435.81454902163	200.0	1.0	1.0	55185.38851529277	0.0	55185.38851529277	55185.38851529277	200.0	1.0	1.0	26	132539.59600469493	45965.82676220713	207355.88066371498	12902.880372008905	200.0	520000	520000	81492.7	45647.996	195077.23	-28094.564	81492.586	45648.637	193997.62	-27418.596	3.9995492	2.5861354	49.774887	-15.7325535	-81497.48	2796623.5	2782600.0	20.149105447769166	0.0	0.0	0.96	4698.485390901566
113468.95302930134	55945.520889788146	208233.36444300492	52928.33081804416	200.0	1.0	1.0	122643.74730408784	0.0	122643.74730408784	122643.74730408784	200.0	1.0	1.0	27	128505.58476063442	43279.35693599735	205994.46602789275	15500.379845325377	200.0	540000	540000	82892.695	46207.508	195684.97	-32646.475	82892.72	46207.95	194976.23	-32330.193	3.9994254	2.5999486	58.72497	-12.810238	-82886.09	2871325.0	2850956.0	20.394564118003846	0.0	0.0	1.0	4877.303748846054
