test/stochastic/0/peg-unplug-side-v1/return/avg	test/stochastic/0/peg-unplug-side-v1/return/std	test/stochastic/0/peg-unplug-side-v1/return/max	test/stochastic/0/peg-unplug-side-v1/return/min	test/stochastic/0/peg-unplug-side-v1/ep_length	test/stochastic/0/peg-unplug-side-v1/success	test/stochastic/average_success	test/deterministic/0/peg-unplug-side-v1/return/avg	test/deterministic/0/peg-unplug-side-v1/return/std	test/deterministic/0/peg-unplug-side-v1/return/max	test/deterministic/0/peg-unplug-side-v1/return/min	test/deterministic/0/peg-unplug-side-v1/ep_length	test/deterministic/0/peg-unplug-side-v1/success	test/deterministic/average_success	epoch	train/return/avg	train/return/std	train/return/max	train/return/min	train/ep_length	total_env_steps	current_task_steps	train/q1_vals/avg	train/q1_vals/std	train/q1_vals/max	train/q1_vals/min	train/q2_vals/avg	train/q2_vals/std	train/q2_vals/max	train/q2_vals/min	train/log_pi/avg	train/log_pi/std	train/log_pi/max	train/log_pi/min	train/loss_pi	train/loss_q1	train/loss_q2	train/alpha/0	train/loss_reg	train/agem_violation	train/success	walltime
-23.117563602335416	0.9748528106312072	-21.635899775106665	-24.5571282210634	200.0	0.0	0.0	-23.535733574183304	0.0	-23.535733574183304	-23.535733574183304	200.0	0.0	0.0	1	-53.000017931495364	18.820574226143858	-22.933637745085136	-104.73004560425876	200.0	20000	20000	7.5701528	7.4847465	20.585125	-26.090015	7.57024	7.4847493	20.584785	-26.101482	1.9909102	4.6631303	60.138123	-12.975979	-7.8851967	0.029014902	0.028161062	0.10907745219882284	0.0	0.0	0.0	167.8095190525055
-35.907977496442285	2.473988812874107	-29.15016504548225	-38.29749776996864	200.0	0.0	0.0	-38.20733271698968	0.0	-38.20733271698968	-38.20733271698968	200.0	0.0	0.0	2	-26.415672252738837	5.746511814348898	-17.76295872793661	-53.70893432010707	200.0	40000	40000	-6.3075686	5.5987434	3.4793334	-53.534462	-6.3076315	5.598953	3.461215	-51.818073	3.999256	4.7280536	72.389496	-14.112912	6.2746572	0.051823676	0.050290413	0.004636259917693678	0.0	0.0	0.0	354.2837481498718
-19.632964926177063	1.16783012141374	-17.621788833726278	-21.70203381697588	200.0	0.0	0.0	-17.414672500730102	0.0	-17.414672500730102	-17.414672500730102	200.0	0.0	0.0	3	-24.41092632136259	4.095024819089138	-18.209261059417035	-40.88890702459119	200.0	60000	60000	-10.2953615	4.8663325	-5.1843686	-63.826786	-10.295313	4.8666134	-4.873868	-64.22029	3.981328	5.161153	110.89824	-12.99188	10.282996	0.05350419	0.052976318	0.003679301986738574	0.0	0.0	0.0	535.4741175174713
-16.807960545050342	1.1908490150512352	-15.265361211951092	-19.1373660364255	200.0	0.0	0.0	-14.876675296046665	0.0	-14.876675296046665	-14.876675296046665	200.0	0.0	0.0	4	-22.988351421207117	4.951494036550062	-16.017598872318178	-46.27561843513009	200.0	80000	80000	-11.321891	4.3926234	-8.156928	-71.45473	-11.321871	4.3923464	-7.6963463	-70.660126	3.9807136	5.08441	101.975555	-14.880905	11.31485	0.04480821	0.046820115	0.003045234186621383	0.0	0.0	0.0	716.794998884201
-19.334952086190576	1.1494331689401205	-17.440061658461904	-20.852317912026695	200.0	0.0	0.0	-19.4445729378528	0.0	-19.4445729378528	-19.4445729378528	200.0	0.0	0.0	5	-21.661773315948704	4.5881613583668575	-16.945359606504592	-51.26596425054795	200.0	100000	100000	-11.299801	4.020973	-8.664095	-65.52312	-11.299801	4.0208282	-8.37928	-67.78707	3.9787831	5.089434	108.11268	-18.134174	11.292316	0.04026798	0.041025437	0.0027676311384886502	0.0	0.0	0.0	898.5588476657867
16537.514	3591.6108	20726.404	7665.4263	200.0	0.0	0.0	16238.184	0.0	16238.184	16238.184	200.0	0.0	0.0	6	3951.8908417580915	9400.854232502817	52516.6171875	-165.13709201733414	200.0	120000	120000	35.325268	222.12938	5032.447	-175.53447	35.324314	222.093	4918.9395	-177.63203	5.6588717	6.8485355	198.69203	-15.5973	-38.66085	158.27907	162.87602	0.11877075968465069	0.0	0.0	0.05	1084.5997440814972
21451.121	10295.817	48885.297	9602.75	200.0	0.2	0.2	21335.852	0.0	21335.852	21335.852	200.0	0.0	0.0	7	16040.719641866564	24005.428185376437	106415.28125	-109.15830080914436	200.0	140000	140000	2625.044	4400.929	78089.09	-2336.6494	2625.0972	4400.9756	78736.234	-2415.0125	4.0918665	4.2272325	111.082016	-13.175779	-2678.173	34031.75	33794.816	1.7771936399310828	0.0	0.0	0.16	1271.0425040721893
82900.11	79877.25	238811.55	19339.82	200.0	0.4	0.4	1564.2869268803188	0.0	1564.2869268803188	1564.2869268803188	200.0	0.0	0.0	8	59552.30499428816	63854.27867359391	317774.0	-70.65541853627582	200.0	160000	160000	12391.511	14661.119	101957.65	-10047.491	12391.484	14661.275	101840.74	-10158.269	4.068201	4.2420444	84.86043	-16.436779	-12576.736	357260.78	354402.62	7.401394523918628	0.0	0.0	0.63	1457.4087932109833
17170.878942436124	9771.490785864951	40319.6953125	3502.218017578125	200.0	0.1	0.1	13477.941	0.0	13477.941	13477.941	200.0	0.0	0.0	9	118928.62161116127	94322.20652057318	324745.6875	-97.5860966306264	200.0	180000	180000	30538.266	24404.588	141395.78	-21844.559	30538.217	24404.781	141967.94	-22124.342	4.0230517	3.8700058	69.09434	-14.46853	-30856.31	1085381.9	1079391.6	15.749817425155639	0.0	0.0	0.87	1645.0488948822021
182215.16499338596	123048.88379630346	353315.59375	-77.12911891047558	200.0	1.0	1.0	267783.3277747702	0.0	267783.3277747702	267783.3277747702	200.0	1.0	1.0	10	156336.5991462325	104978.16793541955	341273.6875	767.198802937384	200.0	200000	200000	50534.836	34013.605	178007.67	-32947.89	50534.57	34013.58	177387.44	-33128.57	4.0118957	3.7091832	74.098015	-13.327225	-50958.51	2275675.2	2290025.8	24.536465559196472	0.0	0.0	0.85	1832.8922781944275
