test/stochastic/0/handle-press-side-v1/return/avg	test/stochastic/0/handle-press-side-v1/return/std	test/stochastic/0/handle-press-side-v1/return/max	test/stochastic/0/handle-press-side-v1/return/min	test/stochastic/0/handle-press-side-v1/ep_length	test/stochastic/0/handle-press-side-v1/success	test/stochastic/average_success	test/deterministic/0/handle-press-side-v1/return/avg	test/deterministic/0/handle-press-side-v1/return/std	test/deterministic/0/handle-press-side-v1/return/max	test/deterministic/0/handle-press-side-v1/return/min	test/deterministic/0/handle-press-side-v1/ep_length	test/deterministic/0/handle-press-side-v1/success	test/deterministic/average_success	epoch	train/return/avg	train/return/std	train/return/max	train/return/min	train/ep_length	total_env_steps	current_task_steps	train/q1_vals/avg	train/q1_vals/std	train/q1_vals/max	train/q1_vals/min	train/q2_vals/avg	train/q2_vals/std	train/q2_vals/max	train/q2_vals/min	train/log_pi/avg	train/log_pi/std	train/log_pi/max	train/log_pi/min	train/loss_pi	train/loss_q1	train/loss_q2	train/alpha/0	train/loss_reg	train/agem_violation	train/success	walltime
731.0039329052773	864.3260164844796	2426.866129333874	-36.934750749272425	200.0	0.0	0.0	-18.03351055333604	0.0	-18.03351055333604	-18.03351055333604	200.0	0.0	0.0	1	841.6863092515586	7285.1355523746	72828.56536489136	-82.73738966407095	200.0	20000	20000	4497.3237	5371.1523	20560.66	-115.45519	4497.3164	5371.1865	20483.717	-101.48748	4.068117	5.724977	85.144325	-14.611867	-4586.405	14463.6045	14351.145	3.8638531694161267	0.0	0.0	0.0	166.67847299575806
-33.72014836864531	1.8851251545833956	-29.943168785532688	-37.013471381712606	200.0	0.0	0.0	-30.803261002487112	0.0	-30.803261002487112	-30.803261002487112	200.0	0.0	0.0	2	3667.071862635824	15129.004884416154	114560.83567999392	-86.23683514631419	200.0	40000	40000	7112.293	3065.616	57129.695	-1828.9883	7112.3447	3066.9988	55158.94	-1751.0741	4.2217054	6.1688175	126.32766	-13.291144	-7092.6294	46185.92	41277.85	1.7143468229830265	0.0	0.0	0.01	354.8516569137573
11205.00759576445	17183.117853703356	39512.69782899127	-40.91705837831525	200.0	0.0	0.0	1445.670414488864	0.0	1445.670414488864	1445.670414488864	200.0	0.0	0.0	3	5301.5376999071195	13508.041528226542	103717.94743412011	-108.5373925107821	200.0	60000	60000	2889.1133	3267.8015	55281.41	-2430.057	2889.0706	3268.1045	53279.98	-2373.153	4.074287	6.1833606	131.65923	-14.104181	-2880.8943	88396.055	87740.555	3.296723922944069	0.0	0.0	0.0	538.3928411006927
27472.67486396098	25887.045087857583	74528.75197226916	-14.165168519717731	200.0	0.0	0.0	10525.456235781212	0.0	10525.456235781212	10525.456235781212	200.0	0.0	0.0	4	21698.88523309071	30279.998589102546	147588.98220572318	-77.38749230854806	200.0	80000	80000	3561.609	6820.5415	62881.06	-3524.332	3561.7188	6819.862	62247.848	-3609.3835	4.1160736	5.686295	137.1914	-13.25096	-3581.6	160870.4	165359.66	4.939286035144329	0.0	0.0	0.01	723.824161529541
33873.83366855677	52654.3391736117	134377.53670607033	-14.852809982287154	200.0	0.0	0.0	3903.5690924461846	0.0	3903.5690924461846	3903.5690924461846	200.0	0.0	0.0	5	53396.73333313679	49918.9139439957	191015.96286361007	-74.63432733312804	200.0	100000	100000	8966.745	14041.663	86057.0	-4804.244	8966.65	14042.417	85254.97	-4833.6255	4.06347	4.8073406	112.4341	-14.674885	-9050.816	477431.8	466408.16	8.407441224956512	0.0	0.0	0.2	909.235981464386
185802.40867348597	8407.644307083237	193713.47694188694	167931.34629711907	200.0	1.0	1.0	184760.11064053336	0.0	184760.11064053336	184760.11064053336	200.0	1.0	1.0	6	143564.7990992959	52031.79239955356	291639.2269233409	15090.735597814351	200.0	120000	120000	28051.78	26000.271	107225.94	-7865.549	28051.578	26000.229	107970.18	-7339.404	4.010564	3.904887	61.88822	-13.637842	-28324.646	801301.94	806341.5	13.494073402500153	0.0	0.0	0.78	1095.3456509113312
102304.797941005	57644.92276757506	192383.11816208507	14127.31167781263	200.0	0.8	0.8	89844.375378807	0.0	89844.375378807	89844.375378807	200.0	1.0	1.0	7	159305.527938432	51760.66805802803	291741.68864567106	18497.98763964972	200.0	140000	140000	49653.02	31169.973	154647.28	-7865.671	49653.082	31169.555	154334.64	-7447.0674	4.0004168	3.5002756	44.796654	-13.112605	-49951.94	863609.44	871022.3	15.906730579185487	0.0	0.0	0.86	1280.412008523941
188692.97148176125	7486.857438554362	199688.6929991194	175163.6650956573	200.0	1.0	1.0	291020.7187538202	0.0	291020.7187538202	291020.7187538202	200.0	1.0	1.0	8	161247.19516617875	48831.401952556276	281471.89102775045	23610.88312182578	200.0	160000	160000	61380.945	33751.98	208846.75	-4747.6265	61380.793	33752.26	210060.0	-4304.637	4.0002847	3.061012	51.48765	-13.345493	-61634.598	1051459.6	1048273.0	16.177290454339982	0.0	0.0	0.87	1466.00852560997
107047.55365463514	45026.24228548165	181394.20021647858	57401.30012638134	200.0	0.2	0.2	180449.25247420077	0.0	180449.25247420077	180449.25247420077	200.0	1.0	1.0	9	162659.95317664108	48183.697299354055	286569.5571049133	28829.393487869354	200.0	180000	180000	69856.94	37173.848	238254.39	-4066.2473	69856.78	37173.996	239543.6	-4381.8228	3.9990995	3.113968	45.201008	-16.970009	-70081.734	1404588.5	1399773.2	16.81532236480713	0.0	0.0	0.84	1650.8247475624084
241606.82147581334	21167.0032332765	278705.3545859172	213807.1546811175	200.0	1.0	1.0	290227.1235436931	0.0	290227.1235436931	290227.1235436931	200.0	1.0	1.0	10	166822.75955388052	56060.9900530132	306254.6384242263	12305.727845165713	200.0	200000	200000	77482.945	41656.26	238333.27	-3971.9446	77482.92	41656.023	239865.25	-4390.992	4.0079117	3.0987706	47.144592	-13.6558275	-77720.86	2113087.0	2120936.5	18.13127584218979	0.0	0.0	0.88	1835.1470592021942
