test/stochastic/0/shelf-place-v1/return/avg	test/stochastic/0/shelf-place-v1/return/std	test/stochastic/0/shelf-place-v1/return/max	test/stochastic/0/shelf-place-v1/return/min	test/stochastic/0/shelf-place-v1/ep_length	test/stochastic/0/shelf-place-v1/success	test/stochastic/average_success	test/deterministic/0/shelf-place-v1/return/avg	test/deterministic/0/shelf-place-v1/return/std	test/deterministic/0/shelf-place-v1/return/max	test/deterministic/0/shelf-place-v1/return/min	test/deterministic/0/shelf-place-v1/ep_length	test/deterministic/0/shelf-place-v1/success	test/deterministic/average_success	epoch	train/return/avg	train/return/std	train/return/max	train/return/min	train/ep_length	total_env_steps	current_task_steps	train/q1_vals/avg	train/q1_vals/std	train/q1_vals/max	train/q1_vals/min	train/q2_vals/avg	train/q2_vals/std	train/q2_vals/max	train/q2_vals/min	train/log_pi/avg	train/log_pi/std	train/log_pi/max	train/log_pi/min	train/loss_pi	train/loss_q1	train/loss_q2	train/alpha/0	train/loss_reg	train/agem_violation	train/success	walltime
-75.35508990994033	36.670023304034665	-4.2808074951171875	-111.6201753827288	200.0	0.0	0.0	-7.153763424411442	0.0	-7.153763424411442	-7.153763424411442	200.0	0.0	0.0	1	-60.175171476078646	32.695587572971036	71.60545963092088	-120.43606445948215	200.0	20000	20000	17.352179	11.334497	101.353935	-20.142889	17.352047	11.33469	101.345055	-20.40193	2.4301403	6.028957	119.84293	-14.156012	-17.731766	0.2039435	0.20394199	0.11324191511861098	0.0	0.0	0.0	176.2811315059662
-56.98385787530854	22.712548026620933	-31.765055996364726	-102.03830263017305	200.0	0.0	0.0	-47.48781083269752	0.0	-47.48781083269752	-47.48781083269752	200.0	0.0	0.0	2	-24.115634710233067	331.4036487558095	2665.6591796875	-198.34379292773343	200.0	40000	40000	15.997163	57.44808	1423.0532	-122.998	15.998194	57.44705	1430.6302	-122.37471	5.1331854	8.370267	216.90784	-13.906223	-16.661932	10.972947	11.058695	0.05075146408493165	0.0	0.0	0.0	370.32086730003357
-69.89059593276018	23.317990826211847	-12.950519561767578	-100.86728900148097	200.0	0.0	0.0	-76.80289165365176	0.0	-76.80289165365176	-76.80289165365176	200.0	0.0	0.0	3	119.60673399598032	1408.919043562596	13848.6240234375	-109.170249101978	200.0	60000	60000	57.12857	180.3841	4497.7627	-218.8145	57.12932	180.37979	4521.692	-209.2206	4.0889397	5.6119213	106.667244	-13.662054	-58.340607	62.888363	63.47583	0.10026298212260008	0.0	0.0	0.0	558.0462574958801
-96.88314307331777	42.96693111465394	-4.356046676635742	-182.64255425050806	200.0	0.0	0.0	-64.56651	0.0	-64.56651	-64.56651	200.0	0.0	0.0	4	269.522141966225	1828.060631077477	13363.4521484375	-104.13617706298828	200.0	80000	80000	258.8179	651.145	12401.743	-617.14526	258.84738	651.08673	12342.988	-565.51245	4.1003923	5.3432035	102.53198	-12.135693	-261.66614	1410.3828	1422.8792	0.38438266923353076	0.0	0.0	0.0	745.6978306770325
9360.98464795931	17993.862924627396	48954.6640625	-90.54003316324912	200.0	0.0	0.0	907.4059	0.0	907.4059	907.4059	200.0	0.0	0.0	5	8620.741742456546	18891.39915409685	103935.578125	-99.31490231184729	200.0	100000	100000	927.7939	2284.9272	31169.803	-1413.6956	927.812	2284.6982	31168.662	-1328.455	4.092249	5.1999125	88.43685	-18.051125	-938.9128	11448.856	11925.311	1.0949554346054793	0.0	0.0	0.06	936.5673222541809
46300.449172444714	37809.26415693776	105913.671875	-114.93610382080078	200.0	0.2	0.2	95729.03	0.0	95729.03	95729.03	200.0	1.0	1.0	6	14493.466810797467	24852.45110727805	116987.3671875	-105.62357330322266	200.0	120000	120000	3565.4817	6915.48	47155.406	-4059.6172	3565.5305	6915.0884	46159.844	-5342.4346	4.0421915	5.027863	70.187775	-13.776949	-3601.3608	83190.555	85139.586	3.1701604836821557	0.0	0.0	0.07	1129.5866584777832
28796.059	26639.922	68617.195	-97.47902	200.0	0.0	0.0	35509.293	0.0	35509.293	35509.293	200.0	0.0	0.0	7	32957.91255395981	33367.41041437688	115233.9765625	-134.57388621316787	200.0	140000	140000	7023.0776	10565.023	61427.027	-8402.755	7023.16	10564.469	61931.55	-8914.0625	4.0161	4.377219	103.76352	-14.290361	-7067.059	198167.47	201867.39	6.027622939598561	0.0	0.0	0.23	1324.1540138721466
53168.22	36517.52	104702.69	-4.04199	200.0	0.2	0.2	-1.0109172	0.0	-1.0109172	-1.0109172	200.0	0.0	0.0	8	53807.28581375628	37112.30484637348	125117.6640625	-102.84137309791534	200.0	160000	160000	10989.11	13932.894	82460.29	-15118.2	10989.334	13932.377	81358.734	-13696.812	4.0030756	4.0650115	50.556377	-15.371042	-11038.966	324519.75	327305.2	8.328722370052338	0.0	0.0	0.31	1520.882497549057
105809.11	31281.518	132853.97	43142.613	200.0	0.5	0.5	7840.6167	0.0	7840.6167	7840.6167	200.0	0.0	0.0	9	72747.3253194874	46161.62701902906	144482.578125	-93.20414445097165	200.0	180000	180000	16289.143	18330.805	100811.945	-23765.62	16288.949	18330.729	100251.266	-24120.074	4.0058994	3.762867	48.438866	-13.343436	-16351.449	480166.6	483665.88	10.64958619055748	0.0	0.0	0.49	1717.0499393939972
90717.8743784287	49109.087271859054	147473.015625	-20.285639190328844	200.0	0.8	0.8	113686.59	0.0	113686.59	113686.59	200.0	1.0	1.0	10	73691.92124995432	47308.37419716521	146139.875	-62.646697998046875	200.0	200000	200000	23109.61	23198.434	101107.79	-26777.832	23109.967	23197.795	101583.984	-28908.584	4.006402	3.6432254	48.86776	-13.209177	-23184.822	731372.6	735783.1	13.396144046592712	0.0	0.0	0.55	1913.1374464035034
