test/stochastic/0/stick-pull-v1/return/avg	test/stochastic/0/stick-pull-v1/return/std	test/stochastic/0/stick-pull-v1/return/max	test/stochastic/0/stick-pull-v1/return/min	test/stochastic/0/stick-pull-v1/ep_length	test/stochastic/0/stick-pull-v1/success	test/stochastic/average_success	test/deterministic/0/stick-pull-v1/return/avg	test/deterministic/0/stick-pull-v1/return/std	test/deterministic/0/stick-pull-v1/return/max	test/deterministic/0/stick-pull-v1/return/min	test/deterministic/0/stick-pull-v1/ep_length	test/deterministic/0/stick-pull-v1/success	test/deterministic/average_success	epoch	train/return/avg	train/return/std	train/return/max	train/return/min	train/ep_length	total_env_steps	current_task_steps	train/q1_vals/avg	train/q1_vals/std	train/q1_vals/max	train/q1_vals/min	train/q2_vals/avg	train/q2_vals/std	train/q2_vals/max	train/q2_vals/min	train/log_pi/avg	train/log_pi/std	train/log_pi/max	train/log_pi/min	train/loss_pi	train/loss_q1	train/loss_q2	train/alpha/0	train/loss_reg	train/agem_violation	train/success	walltime
-12.15347048968661	3.388096654219618	-7.115380764007568	-16.509546279907227	200.0	0.0	0.0	-10.518902	0.0	-10.518902	-10.518902	200.0	0.0	0.0	1	-25.822702047181163	13.70059411305223	-6.342336177825928	-53.59639184030345	200.0	20000	20000	11.193631	5.492663	21.199158	-11.613782	11.193494	5.4929185	21.198341	-11.504338	1.8747188	4.231571	49.54919	-15.78698	-11.488098	0.017068336	0.017531432	0.1067523629077845	0.0	0.0	0.0	171.44677686691284
-4.832965	1.5379564	-3.2496126	-7.959003	200.0	0.0	0.0	-3.520894	0.0	-3.520894	-3.520894	200.0	0.0	0.0	2	-9.228999828921792	5.286499014984044	9.602018356323242	-29.31446647644043	200.0	40000	40000	0.35654593	3.6065478	8.198243	-33.81932	0.3565983	3.6065755	8.231876	-33.10864	4.0121694	4.708042	85.44795	-14.010496	-0.36981803	0.014399402	0.014200894	0.00187877762595308	0.0	0.0	0.0	367.4685437679291
-11.007964	4.8052225	-2.6738324	-16.553823	200.0	0.0	0.0	-13.306438	0.0	-13.306438	-13.306438	200.0	0.0	0.0	3	-8.012215457946025	124.59859047820804	1189.502197265625	-97.29377399569336	200.0	60000	60000	-2.4581711	3.8436246	123.451294	-65.70332	-2.4580235	3.857515	224.5946	-56.38507	5.0395694	7.668806	248.76848	-14.170273	2.2854228	0.74036324	0.68792105	0.011219751663075294	0.0	0.0	0.01	557.8776624202728
-84.74571667488723	4.466856157552064	-76.44491006330858	-91.24114617242505	200.0	0.0	0.0	-87.44781737214727	0.0	-87.44781737214727	-87.44781737214727	200.0	0.0	0.0	4	-47.3968553476472	23.965931774706995	27.701335482857772	-111.05663930893753	200.0	80000	80000	-8.605778	3.7651582	228.2802	-52.355907	-8.607075	3.7509246	241.71843	-54.673515	4.1189165	6.8542533	170.67902	-13.495354	8.417235	1.1923103	1.2519801	0.02500498935272917	0.0	0.0	0.0	741.9541363716125
-34.56968354087715	6.241801206301379	-21.758901647024746	-46.34766662185637	200.0	0.0	0.0	-38.31934387219649	0.0	-38.31934387219649	-38.31934387219649	200.0	0.0	0.0	5	-40.314581439301534	210.70480788468274	2042.12353515625	-103.00931214403627	200.0	100000	100000	-17.035381	7.054906	1173.7981	-52.341312	-17.035076	7.041378	1157.4395	-56.352367	4.3015504	6.5593605	133.50381	-13.794151	16.738148	1.911168	2.044906	0.029458989640930668	0.0	0.0	0.0	924.890050649643
-44.252040271505805	2.9142245093911896	-38.98780486134124	-48.63915215345624	200.0	0.0	0.0	-37.99364959154429	0.0	-37.99364959154429	-37.99364959154429	200.0	0.0	0.0	6	-66.28348720480099	23.2682182611373	-24.15063594638556	-116.57178710381918	200.0	120000	120000	-30.460163	22.784155	2512.6438	-82.496735	-30.461725	22.837645	2361.273	-80.45523	3.995855	5.0264397	89.61665	-13.803463	30.080107	11.779124	10.134571	0.04868733797948808	0.0	0.0	0.0	1107.5969579219818
-32.911647030867094	6.64076415887311	-20.3232511392492	-45.50470936948653	200.0	0.0	0.0	-25.975912949921714	0.0	-25.975912949921714	-25.975912949921714	200.0	0.0	0.0	7	-54.70717616569077	26.946948198725366	1.6778532266616821	-117.93205642906543	200.0	140000	140000	-30.01659	39.583252	4359.2734	-81.432846	-30.01117	39.58444	4363.9785	-80.378914	4.070653	5.494533	144.58044	-16.5335	29.800335	38.98936	38.508144	0.042979402454290536	0.0	0.0	0.0	1291.7315657138824
-95.56631855673974	4.955992610887007	-85.96221636268959	-101.45104331354301	200.0	0.0	0.0	-102.38012289603755	0.0	-102.38012289603755	-102.38012289603755	200.0	0.0	0.0	8	-1.50381636203386	470.71946288029056	4396.89404296875	-125.40248114424178	200.0	160000	160000	-27.487553	59.13451	5123.6265	-78.42483	-27.484816	59.164642	5149.812	-74.13291	4.3121905	5.745759	158.48781	-14.550278	27.041737	78.745316	77.929184	0.05592759142545983	0.0	0.0	0.0	1474.072425365448
-83.61823333204653	3.580914743869441	-76.05688899183586	-87.17877420391692	200.0	0.0	0.0	-81.04019342205633	0.0	-81.04019342205633	-81.04019342205633	200.0	0.0	0.0	9	-41.3941562583083	279.3116682611662	2723.0009765625	-132.38538028480173	200.0	180000	180000	-29.992579	148.39099	12181.327	-106.04282	-30.010279	148.08464	11803.422	-107.400375	4.003728	5.8152027	147.97923	-13.502689	29.121021	318.90997	357.2673	0.09952715405207127	0.0	0.0	0.0	1655.5459578037262
-95.6010291286628	2.90008459552672	-90.88956037388027	-99.89819124900217	200.0	0.0	0.0	-91.88364242142039	0.0	-91.88364242142039	-91.88364242142039	200.0	0.0	0.0	10	-66.71056936072196	19.614691947470863	-24.696247100830078	-112.83535246217424	200.0	200000	200000	-20.78068	233.78932	14549.309	-101.13744	-20.767815	233.6521	15092.217	-86.66263	4.4653573	8.44779	230.0632	-15.289089	18.14693	943.9808	986.4866	0.13758518719263374	0.0	0.0	0.0	1836.8767063617706
