test/stochastic/0/handle-press-side-v1/return/avg	test/stochastic/0/handle-press-side-v1/return/std	test/stochastic/0/handle-press-side-v1/return/max	test/stochastic/0/handle-press-side-v1/return/min	test/stochastic/0/handle-press-side-v1/ep_length	test/stochastic/0/handle-press-side-v1/success	test/stochastic/average_success	test/deterministic/0/handle-press-side-v1/return/avg	test/deterministic/0/handle-press-side-v1/return/std	test/deterministic/0/handle-press-side-v1/return/max	test/deterministic/0/handle-press-side-v1/return/min	test/deterministic/0/handle-press-side-v1/ep_length	test/deterministic/0/handle-press-side-v1/success	test/deterministic/average_success	epoch	train/return/avg	train/return/std	train/return/max	train/return/min	train/ep_length	total_env_steps	current_task_steps	train/q1_vals/avg	train/q1_vals/std	train/q1_vals/max	train/q1_vals/min	train/q2_vals/avg	train/q2_vals/std	train/q2_vals/max	train/q2_vals/min	train/log_pi/avg	train/log_pi/std	train/log_pi/max	train/log_pi/min	train/loss_pi	train/loss_q1	train/loss_q2	train/alpha/0	train/loss_reg	train/agem_violation	train/success	walltime
5837.979422304093	12067.065515862038	40651.995026044526	-51.90354396774904	200.0	0.0	0.0	-40.55320594068012	0.0	-40.55320594068012	-40.55320594068012	200.0	0.0	0.0	1	970.8728054910574	4095.7022537265143	27045.180448353367	-81.20616389514251	200.0	20000	20000	4085.965	4547.419	16056.077	-436.43826	4085.96	4547.411	16077.881	-398.8868	3.9654498	5.351131	105.61451	-13.629785	-4163.625	8585.317	8610.202	3.4788315211691354	0.0	0.0	0.0	168.27893495559692
90250.51422659095	55009.166542780724	167442.10113932262	1930.242969800328	200.0	0.2	0.2	131972.64430196033	0.0	131972.64430196033	131972.64430196033	200.0	0.0	0.0	2	38558.28448606265	35133.865983792944	140806.07379283506	-58.873975698528675	200.0	40000	40000	9733.285	4832.492	37947.938	-617.14215	9733.29	4832.2354	38052.55	-606.62555	4.044068	4.696861	75.8852	-13.531327	-9783.08	25239.174	25581.252	3.2127874729037287	0.0	0.0	0.0	360.8733706474304
115636.71639348217	51736.031692574026	178816.43779576165	34403.20374655261	200.0	0.6	0.6	112425.10479358729	0.0	112425.10479358729	112425.10479358729	200.0	0.0	0.0	3	94208.78269172274	60631.53188897284	247064.82679856083	-43.27001716818658	200.0	60000	60000	21169.227	16908.592	87547.984	-3073.5178	21169.318	16908.31	87915.7	-2696.9	4.035096	3.7516468	138.27974	-13.874401	-21217.287	242819.58	240387.02	7.902106224489212	0.0	0.0	0.35	547.2079212665558
103053.52697865365	47625.67037771635	215445.6193515932	42656.74960652008	200.0	0.1	0.1	161518.09058906557	0.0	161518.09058906557	161518.09058906557	200.0	1.0	1.0	4	121388.48419967412	60333.58246117884	270458.5382849193	-61.4876967516693	200.0	80000	80000	39065.332	26269.951	124748.414	-9459.552	39065.125	26270.836	124572.13	-9923.64	4.004086	3.5502503	71.00589	-13.292823	-39076.836	721746.6	699086.9	13.40111551747322	0.0	0.0	0.61	734.0331132411957
118414.53636649708	38241.93192598451	152293.38740631123	8933.174555454827	200.0	0.4	0.4	149959.24254494827	0.0	149959.24254494827	149959.24254494827	200.0	1.0	1.0	5	129765.14477175084	55642.20590999489	282018.4818152046	13067.150183553185	200.0	100000	100000	52884.934	30732.357	151786.48	-9423.092	52884.45	30733.268	151738.31	-10125.076	3.9977489	3.6025524	96.91392	-13.52909	-52894.742	1079227.6	1064320.0	15.129227148389816	0.0	0.0	0.63	920.734032869339
169181.7191484752	73475.89531897893	280983.2790863044	49713.67066180479	200.0	1.0	1.0	68876.14368272868	0.0	68876.14368272868	68876.14368272868	200.0	1.0	1.0	6	149663.5684315128	55649.6736738419	287329.19739730994	13559.214320167082	200.0	120000	120000	64940.73	34242.12	186687.27	-12457.91	64940.7	34242.79	187628.7	-12945.432	4.000632	3.5825791	72.74441	-15.026795	-64959.87	1489858.1	1462581.0	17.148009598875046	0.0	0.0	0.83	1107.6398136615753
101439.80511108294	91643.5763048518	274355.2585950409	25148.78950581065	200.0	0.9	0.9	249343.3948782857	0.0	249343.3948782857	249343.3948782857	200.0	1.0	1.0	7	158231.27939884114	60482.359723073496	278645.8871297076	10020.997640590442	200.0	140000	140000	74657.19	36760.86	214244.19	-11970.424	74657.29	36761.777	216321.55	-13013.643	4.0062304	3.5544193	70.68593	-13.222339	-74682.46	1929035.8	1885351.9	18.79238056154251	0.0	0.0	0.82	1293.6143910884857
210497.778844581	49069.515826749055	280135.34666045685	147504.11765850804	200.0	1.0	1.0	160339.45451944962	0.0	160339.45451944962	160339.45451944962	200.0	1.0	1.0	8	155982.93931403503	64081.19625656858	286182.50527576095	11021.175920219637	200.0	160000	160000	85003.82	42078.21	216713.11	-19464.469	85003.77	42078.434	215913.33	-20318.465	3.9996915	3.186533	53.58269	-12.86622	-85048.4	2787466.2	2774881.5	23.424127996444703	0.0	0.0	0.77	1478.9988386631012
159556.08382131683	50176.478889746984	265097.2546012528	79959.57732226858	200.0	0.9	0.9	175898.01163392488	0.0	175898.01163392488	175898.01163392488	200.0	1.0	1.0	9	156171.99760924777	54171.359348947095	290394.648843478	19236.74118876493	200.0	180000	180000	94263.85	43451.133	212724.4	-31436.246	94264.0	43451.4	212858.77	-31979.605	3.9935274	3.2290914	68.203995	-13.550692	-94264.1	3259473.8	3211278.2	22.963562698936464	0.0	0.0	0.78	1663.7742025852203
199047.13253353263	27559.62117540079	237606.19199333846	166304.5268856668	200.0	0.9	0.9	208110.7547947947	0.0	208110.7547947947	208110.7547947947	200.0	1.0	1.0	10	172505.40968106396	60429.965565582985	298894.060187327	17245.785654676627	200.0	200000	200000	98535.73	42718.05	205177.55	-34786.133	98535.81	42717.71	207540.4	-34824.043	3.9987066	3.1235013	70.37089	-13.4247	-98556.58	3384412.2	3378412.2	23.91155340270996	0.0	0.0	0.88	1849.4567348957062
181949.1134248795	62389.18405204224	291105.88774030225	114605.89758551795	200.0	0.8	0.8	242899.42210486945	0.0	242899.42210486945	242899.42210486945	200.0	1.0	1.0	11	176113.5701332449	57392.459276681424	299483.3715833322	38442.90091139968	200.0	220000	220000	102900.75	43375.355	213241.42	-33001.965	102901.07	43374.492	212291.95	-32998.438	4.002606	2.9014776	55.06716	-15.598064	-102911.83	3401843.8	3391600.5	22.28481566877365	0.0	0.0	0.89	2034.5388951301575
