test/stochastic/0/push-wall-v1/return/avg	test/stochastic/0/push-wall-v1/return/std	test/stochastic/0/push-wall-v1/return/max	test/stochastic/0/push-wall-v1/return/min	test/stochastic/0/push-wall-v1/ep_length	test/stochastic/0/push-wall-v1/success	test/stochastic/average_success	test/deterministic/0/push-wall-v1/return/avg	test/deterministic/0/push-wall-v1/return/std	test/deterministic/0/push-wall-v1/return/max	test/deterministic/0/push-wall-v1/return/min	test/deterministic/0/push-wall-v1/ep_length	test/deterministic/0/push-wall-v1/success	test/deterministic/average_success	epoch	train/return/avg	train/return/std	train/return/max	train/return/min	train/ep_length	total_env_steps	current_task_steps	train/q1_vals/avg	train/q1_vals/std	train/q1_vals/max	train/q1_vals/min	train/q2_vals/avg	train/q2_vals/std	train/q2_vals/max	train/q2_vals/min	train/log_pi/avg	train/log_pi/std	train/log_pi/max	train/log_pi/min	train/loss_pi	train/loss_q1	train/loss_q2	train/alpha/0	train/loss_reg	train/agem_violation	train/success	walltime
-59.93586477021679	5.05537296604399	-54.44470351432724	-70.68269749138716	200.0	0.0	0.0	-62.046300043788364	0.0	-62.046300043788364	-62.046300043788364	200.0	0.0	0.0	1	65.74691975082963	783.4995669376026	7456.147435217723	-95.56635360329292	200.0	20000	20000	15.750153	34.738815	1623.2957	-33.406025	15.751495	34.733486	1642.8988	-32.804035	2.7769337	6.9326706	222.67677	-12.230949	-16.107704	18.178427	18.373962	0.12321272395384547	0.0	0.0	0.01	167.11329674720764
-96.83595416818913	4.189621423476091	-90.87786670685234	-102.99356166812348	200.0	0.0	0.0	-94.57277011384379	0.0	-94.57277011384379	-94.57277011384379	200.0	0.0	0.0	2	521.8934558226363	2412.1918502280982	17534.515428635004	-111.85691565086974	200.0	40000	40000	239.03352	516.7129	21581.164	-455.6872	239.02644	516.5116	20809.113	-515.8093	4.292287	6.085113	143.00424	-14.470734	-242.47722	1291.2104	1393.8531	0.3729543445214629	0.0	0.0	0.01	361.7625527381897
-39.249980340725806	8.47955804905687	-19.325163830128037	-51.19284213164296	200.0	0.0	0.0	-46.74546631583446	0.0	-46.74546631583446	-46.74546631583446	200.0	0.0	0.0	3	346.0446272257062	2573.4385682283882	24871.668184482267	-115.6644837824555	200.0	60000	60000	359.292	2113.4204	81663.42	-1591.5853	359.2791	2114.167	81437.555	-1676.1354	4.164944	5.351354	121.47237	-15.133743	-375.56723	30117.059	28269.58	1.321184777724743	0.0	0.0	0.0	541.8708744049072
241.2758089690269	567.1315027489886	1814.8252872151454	-46.04072974349467	200.0	0.2	0.2	1650.2503894792874	0.0	1650.2503894792874	1650.2503894792874	200.0	0.0	0.0	4	3290.744871153083	10881.877335579293	69496.7985169889	-113.7475063285308	200.0	80000	80000	3334.8071	7456.137	91376.7	-5387.657	3334.8738	7456.0186	91150.23	-5616.605	4.053569	4.986829	103.23935	-14.439823	-3389.8755	93405.22	94297.63	3.3964431079745294	0.0	0.0	0.09	723.4509179592133
3806.549374835685	5297.6312422838755	14661.414706411608	-18.485087649817462	200.0	0.1	0.1	82180.9123480736	0.0	82180.9123480736	82180.9123480736	200.0	0.0	0.0	5	9188.463510203863	28371.527748547636	210793.93414550088	-86.61944562970757	200.0	100000	100000	5975.7534	9453.1045	85149.19	-10020.763	5975.8066	9452.553	85641.164	-10030.228	3.9779825	4.1267233	69.76446	-14.659966	-6022.793	119343.26	123660.71	3.669097606420517	0.0	0.0	0.16	905.6794440746307
-42.40882352295677	20.62112184565018	-16.76613996348707	-93.49653202521138	200.0	0.0	0.0	-18.74804620032241	0.0	-18.74804620032241	-18.74804620032241	200.0	0.0	0.0	6	8071.063867262106	27758.17093781293	193552.63976812182	-119.7284881427361	200.0	120000	120000	5836.5083	10412.277	131264.22	-12410.997	5836.578	10411.569	132449.72	-12289.134	4.0164123	4.221318	81.45375	-17.327953	-5880.1113	220046.12	225902.9	4.001278862035274	0.0	0.0	0.12	1087.425024986267
6520.104734971894	19648.644309092717	65465.96059743292	-96.18060721285809	200.0	0.1	0.1	-77.05116907373679	0.0	-77.05116907373679	-77.05116907373679	200.0	0.0	0.0	7	4054.3258153588367	13959.95049357886	131742.5940046466	-112.5367913644267	200.0	140000	140000	6525.252	14585.833	172126.77	-10374.518	6525.277	14584.924	169670.66	-10609.789	4.014719	4.3718715	70.808685	-12.422396	-6581.399	474149.16	486067.4	5.434078670549392	0.0	0.0	0.14	1267.9050047397614
7980.881993052826	8719.309407545134	24013.565417052272	-27.70501313205111	200.0	0.0	0.0	-50.12129216789409	0.0	-50.12129216789409	-50.12129216789409	200.0	0.0	0.0	8	3317.112654444477	8473.391966494617	67728.59094999012	-89.39874098093003	200.0	160000	160000	6716.0854	17275.197	192396.69	-13052.382	6716.5503	17274.691	186417.6	-13602.765	4.0092793	4.603633	73.86411	-14.478306	-6786.8623	795067.25	798667.75	7.127127252316475	0.0	0.0	0.14	1447.3014075756073
11919.494950522934	35707.83188554792	119041.79923591547	-78.87036051689294	200.0	0.1	0.1	-50.3132562103024	0.0	-50.3132562103024	-50.3132562103024	200.0	0.0	0.0	9	10212.55317672711	28704.027248111663	169867.11008183693	-86.80008598957417	200.0	180000	180000	7433.7446	19425.207	206187.11	-15305.415	7433.885	19425.113	204282.22	-15778.363	3.9967535	4.503138	69.39013	-14.780833	-7505.045	887091.8	885480.75	7.513952336239814	0.0	0.0	0.14	1625.8085083961487
35872.10271342579	70502.7653205195	191095.9636092302	-93.2868723079374	200.0	0.3	0.3	86862.57002094718	0.0	86862.57002094718	86862.57002094718	200.0	1.0	1.0	10	16949.954883837003	48520.662544233324	280491.09618989675	-103.41981388912028	200.0	200000	200000	7749.9614	21802.248	200774.64	-20572.445	7749.8184	21801.934	201513.0	-20514.332	3.9991488	4.53176	85.328	-13.15556	-7820.7354	1101371.0	1106639.8	7.493738552832603	0.0	0.0	0.21	1804.7934865951538
