test/stochastic/0/shelf-place-v1/return/avg	test/stochastic/0/shelf-place-v1/return/std	test/stochastic/0/shelf-place-v1/return/max	test/stochastic/0/shelf-place-v1/return/min	test/stochastic/0/shelf-place-v1/ep_length	test/stochastic/0/shelf-place-v1/success	test/stochastic/average_success	test/deterministic/0/shelf-place-v1/return/avg	test/deterministic/0/shelf-place-v1/return/std	test/deterministic/0/shelf-place-v1/return/max	test/deterministic/0/shelf-place-v1/return/min	test/deterministic/0/shelf-place-v1/ep_length	test/deterministic/0/shelf-place-v1/success	test/deterministic/average_success	epoch	train/return/avg	train/return/std	train/return/max	train/return/min	train/ep_length	total_env_steps	current_task_steps	train/q1_vals/avg	train/q1_vals/std	train/q1_vals/max	train/q1_vals/min	train/q2_vals/avg	train/q2_vals/std	train/q2_vals/max	train/q2_vals/min	train/log_pi/avg	train/log_pi/std	train/log_pi/max	train/log_pi/min	train/loss_pi	train/loss_q1	train/loss_q2	train/alpha/0	train/loss_reg	train/agem_violation	train/success	walltime
-29.19230183881056	6.235871431782625	-17.707916521951134	-36.64313543192081	200.0	0.0	0.0	-26.183652011931535	0.0	-26.183652011931535	-26.183652011931535	200.0	0.0	0.0	1	-37.549514579467406	12.871573719701477	-19.879573612798264	-99.60664622885675	200.0	20000	20000	9.26619	6.654249	21.39049	-17.743967	9.266167	6.65428	21.448294	-17.506704	1.7039374	5.3016267	108.274536	-12.821578	-9.544434	0.01949945	0.019771697	0.10579400569161303	0.0	0.0	0.0	172.5097053050995
-121.80859631205203	23.956544303441927	-85.61600494384766	-152.24481497838616	200.0	0.0	0.0	-163.49895301707664	0.0	-163.49895301707664	-163.49895301707664	200.0	0.0	0.0	2	-48.77733957409136	223.39023361884693	2093.369873046875	-190.63310182212217	200.0	40000	40000	-4.1925874	18.448181	969.64606	-71.83134	-4.1927953	18.442007	898.7685	-64.267784	5.8935833	10.961188	364.22864	-14.679539	4.0221024	6.9161515	7.0635314	0.014736117261683102	0.0	0.0	0.0	360.1100368499756
-82.69017186344024	23.986052647102284	-25.778806686401367	-104.49648527757597	200.0	0.0	0.0	-102.33394516478857	0.0	-102.33394516478857	-102.33394516478857	200.0	0.0	0.0	3	-72.5872594995673	108.79283205117318	898.24560546875	-164.24854856824575	200.0	60000	60000	81.12629	153.5537	1192.5133	-96.77625	81.12761	153.55151	1212.3324	-104.14289	4.1411147	5.9588313	127.45132	-14.8247385	-82.747475	21.816288	22.239363	0.06397568436013534	0.0	0.0	0.0	542.8455691337585
-70.14530675386898	14.698089108081192	-42.832399789912834	-87.58419799804688	200.0	0.0	0.0	-68.60233209624379	0.0	-68.60233209624379	-68.60233209624379	200.0	0.0	0.0	4	-20.465827806378584	257.2865495822267	2179.0	-122.8832692077944	200.0	80000	80000	79.821884	119.664215	1396.5109	-197.01456	79.82199	119.66116	1261.5687	-151.41946	4.027747	6.108577	139.90715	-12.543469	-79.91705	19.92932	20.273115	0.042829277620371434	0.0	0.0	0.0	726.336688041687
-95.83217753846398	19.323790310412598	-48.60147530839047	-113.76777155790985	200.0	0.0	0.0	-74.08739887979183	0.0	-74.08739887979183	-74.08739887979183	200.0	0.0	0.0	5	-75.06096867303562	37.37148440131744	166.65809631347656	-150.38914967977897	200.0	100000	100000	23.294664	100.172485	1875.9728	-205.82133	23.288076	100.17033	1894.2755	-181.89594	4.065719	7.1260314	197.89645	-12.941749	-23.358484	45.18884	45.209045	0.05593668132871389	0.0	0.0	0.0	909.5890400409698
-93.53260726740942	16.735133972064943	-67.66085014357748	-113.22788453983875	200.0	0.0	0.0	-122.65077454431417	0.0	-122.65077454431417	-122.65077454431417	200.0	0.0	0.0	6	109.71977426616827	1874.6275290325632	18759.103515625	-171.23708958197912	200.0	120000	120000	34.45554	241.3612	8570.37	-635.61395	34.429367	241.39706	8725.168	-798.68176	4.397173	7.848984	200.41681	-13.924224	-34.703884	301.58456	300.74136	0.11843870138265193	0.0	0.0	0.0	1093.3075506687164
-96.70314848229654	21.954077678626028	-48.66936626430384	-144.29772787319015	200.0	0.0	0.0	-100.53874636443578	0.0	-100.53874636443578	-100.53874636443578	200.0	0.0	0.0	7	-76.77360186769276	29.464119526052695	-3.6079041957855225	-162.33965936002	200.0	140000	140000	54.793224	451.70312	12183.658	-1001.7354	54.77715	451.62515	12910.47	-1360.4686	4.1130023	7.332386	155.648	-13.983564	-55.6038	690.5599	741.5365	0.17667687392532824	0.0	0.0	0.0	1276.1781778335571
-60.885086306085995	23.544938495612193	-27.60067646622804	-95.87698151644709	200.0	0.0	0.0	-79.16461018935048	0.0	-79.16461018935048	-79.16461018935048	200.0	0.0	0.0	8	-78.08386272999107	45.914861686551575	270.24629542497183	-167.74620952454708	200.0	160000	160000	131.9275	790.8443	15392.044	-1428.729	131.8691	791.0296	15365.629	-1336.4996	4.2231236	7.6460395	202.00969	-14.5302305	-134.45883	1456.396	1318.4402	0.22240947641059755	0.0	0.0	0.0	1459.057558298111
-79.70058249457381	17.38555261908546	-51.92269627790519	-105.85221549327639	200.0	0.0	0.0	-63.01644624786468	0.0	-63.01644624786468	-63.01644624786468	200.0	0.0	0.0	9	254.46063805157038	2178.658899145025	20165.990234375	-142.28418213009	200.0	180000	180000	273.38068	1070.263	18370.727	-1308.6068	273.3613	1070.2793	18441.994	-1369.7441	4.1314054	7.482596	167.32884	-13.806229	-275.72195	2057.6355	2041.54	0.2861008393190801	0.0	0.0	0.0	1641.5201089382172
-87.15770069017312	26.65094330028069	-43.67035541206666	-119.97846004155937	200.0	0.0	0.0	-40.526363488128005	0.0	-40.526363488128005	-40.526363488128005	200.0	0.0	0.0	10	-71.29830479412618	89.9813714279373	538.060791015625	-156.7967478392984	200.0	200000	200000	381.51544	1496.4675	18315.752	-1542.5533	381.49152	1496.5684	18640.521	-1504.6742	4.097187	7.2830606	144.78949	-13.245634	-384.7285	5578.5425	5443.3975	0.4747137845531106	0.0	0.0	0.0	1822.8341164588928
-123.01704274071915	21.750916827401	-90.87702683784603	-152.18792406130544	200.0	0.0	0.0	-119.53869275967986	0.0	-119.53869275967986	-119.53869275967986	200.0	0.0	0.0	11	1084.8382359992047	10908.18547591809	109491.71875	-168.13309471277876	200.0	220000	220000	551.82715	1944.7826	37869.492	-3006.4136	551.81866	1944.9515	37419.254	-2877.5994	4.0467825	6.8008	136.72662	-15.487943	-555.10864	6798.1006	6480.6895	0.5235959173604846	0.0	0.0	0.0	2003.9176876544952
