test/stochastic/0/window-close-v1/return/avg	test/stochastic/0/window-close-v1/return/std	test/stochastic/0/window-close-v1/return/max	test/stochastic/0/window-close-v1/return/min	test/stochastic/0/window-close-v1/ep_length	test/stochastic/0/window-close-v1/success	test/stochastic/average_success	test/deterministic/0/window-close-v1/return/avg	test/deterministic/0/window-close-v1/return/std	test/deterministic/0/window-close-v1/return/max	test/deterministic/0/window-close-v1/return/min	test/deterministic/0/window-close-v1/ep_length	test/deterministic/0/window-close-v1/success	test/deterministic/average_success	epoch	train/return/avg	train/return/std	train/return/max	train/return/min	train/ep_length	total_env_steps	current_task_steps	train/q1_vals/avg	train/q1_vals/std	train/q1_vals/max	train/q1_vals/min	train/q2_vals/avg	train/q2_vals/std	train/q2_vals/max	train/q2_vals/min	train/log_pi/avg	train/log_pi/std	train/log_pi/max	train/log_pi/min	train/loss_pi	train/loss_q1	train/loss_q2	train/alpha/0	train/loss_reg	train/agem_violation	train/success	walltime
-45.39204845187908	12.95647520521009	-28.62855994259115	-59.72406100884739	200.0	0.0	0.0	-60.921751366098206	0.0	-60.921751366098206	-60.921751366098206	200.0	0.0	0.0	1	418.7804421121182	1891.3510004742768	14794.261784229846	-77.38449286480993	200.0	20000	20000	43.03191	108.859055	4245.5137	-90.93056	43.016003	108.816414	4219.5044	-88.751785	3.200977	6.5740414	217.73537	-14.860666	-43.396236	62.57107	67.98501	0.17354991915057363	0.0	0.0	0.0	176.77918481826782
9131.701456242003	14121.555190380699	37464.47564868727	-29.037708453728328	200.0	0.0	0.0	1811.5272298024145	0.0	1811.5272298024145	1811.5272298024145	200.0	0.0	0.0	2	7176.6008465956675	10466.052420474014	42757.61005393558	-36.54407416620048	200.0	40000	40000	918.8145	1766.0693	17563.156	-410.22092	918.8289	1766.0691	17618.67	-438.35825	4.16777	4.6591763	129.1876	-14.70205	-923.2487	2911.762	2858.3345	0.6322108278140426	0.0	0.0	0.0	374.47607374191284
36400.12290765223	28713.45694877544	74985.07873534138	4327.782051515769	200.0	0.0	0.0	51846.104169757615	0.0	51846.104169757615	51846.104169757615	200.0	0.0	0.0	3	41714.51328900452	21895.25082186687	79826.66019556418	-23.706212361978675	200.0	60000	60000	6226.8843	8170.662	38385.215	-3405.8687	6226.924	8170.645	38496.26	-3531.3562	4.0579076	4.1049976	59.00358	-14.426992	-6255.665	33883.94	33669.07	3.355389809924364	0.0	0.0	0.0	564.8211748600006
87747.04928535064	17820.81687355195	105611.11787402752	57534.979922314815	200.0	0.3	0.3	105776.09575679393	0.0	105776.09575679393	105776.09575679393	200.0	1.0	1.0	4	67410.12443722344	29938.965880595173	114818.31350249234	-6.702609661903171	200.0	80000	80000	15911.201	15565.873	79515.93	-5861.255	15911.232	15565.706	79144.195	-4951.0977	4.023657	3.758043	62.96785	-16.08329	-15963.722	117330.18	118875.01	6.5867963160038	0.0	0.0	0.13	754.9521548748016
76369.13980215005	25465.47520255358	101351.58929140706	6762.706615830645	200.0	0.3	0.3	97855.11402322909	0.0	97855.11402322909	97855.11402322909	200.0	1.0	1.0	5	88854.46278134864	37282.93777604692	150602.627479206	-12.669994382572458	200.0	100000	100000	28852.918	24018.385	102749.27	-6156.2085	28852.982	24018.328	101993.66	-6723.3525	4.010368	3.2235572	57.46033	-15.707893	-28940.361	229388.08	229106.2	10.932867366981506	0.0	0.0	0.79	946.2607433795929
135069.96324174773	24452.342284411694	166631.82645217795	95201.48379514812	200.0	1.0	1.0	145048.154569749	0.0	145048.154569749	145048.154569749	200.0	1.0	1.0	6	114043.86560988441	46028.575783626286	177447.89646547262	1238.6725852845266	200.0	120000	120000	44959.113	34435.715	166928.36	-8054.585	44959.133	34435.746	166559.61	-6125.572	3.9984622	3.0612903	50.923428	-14.435586	-45113.434	432246.62	428423.66	13.591055954122544	0.0	0.0	0.88	1135.7129719257355
108298.76108388873	73515.04287536898	172386.1695090812	-39.97904819359605	200.0	0.7	0.7	-28.34240067443034	0.0	-28.34240067443034	-28.34240067443034	200.0	0.0	0.0	7	112615.05722576259	48201.58537688553	171961.63783456443	-24.804654225442267	200.0	140000	140000	68834.4	49697.152	212104.12	-8132.3257	68834.375	49697.234	211279.98	-6892.0547	4.0105143	3.0414581	51.17163	-12.701337	-69045.26	749211.1	743002.8	16.63325486121178	0.0	0.0	0.87	1323.9841570854187
86151.99208714845	86315.89729392754	178243.29922432482	-41.52342529925039	200.0	0.5	0.5	-26.018382090816235	0.0	-26.018382090816235	-26.018382090816235	200.0	0.0	0.0	8	108926.7109472817	62297.10535940312	180580.03879763754	-80.03964647493886	200.0	160000	160000	87870.14	55648.64	248251.12	-7469.3394	87870.03	55648.777	249720.14	-6429.831	3.9979784	3.0832217	54.24542	-14.632256	-88058.25	1004073.06	998725.25	17.85566711678505	0.0	0.0	0.77	1511.939223766327
-31.471929772250736	4.261131319350803	-26.152887637905025	-38.70480662855479	200.0	0.0	0.0	-31.64668581357025	0.0	-31.64668581357025	-31.64668581357025	200.0	0.0	0.0	9	3221.1570475088297	22896.734377247776	166342.97765646398	-64.0724985803911	200.0	180000	180000	97105.03	54884.06	217840.23	-4475.783	97104.695	54884.566	217423.86	-4339.1523	3.9951735	3.2764366	68.91284	-12.506025	-97329.1	935476.8	931506.56	17.631952925682068	0.0	0.0	0.02	1696.1000096797943
137842.2298519232	44680.83672633409	166702.9736028872	6848.81181881258	200.0	0.9	0.9	145412.11942230372	0.0	145412.11942230372	145412.11942230372	200.0	1.0	1.0	10	107362.10248748373	65947.58537224754	179946.86733197756	-76.78917087972003	200.0	200000	200000	92364.52	58784.273	221940.84	-1828.7866	92364.445	58784.23	222027.16	-1737.5844	3.994887	3.3811586	52.391186	-12.42519	-92519.37	764113.1	777291.06	13.607105282783508	0.0	0.0	0.74	1883.0575649738312
