test/stochastic/0/push-v1/return/avg	test/stochastic/0/push-v1/return/std	test/stochastic/0/push-v1/return/max	test/stochastic/0/push-v1/return/min	test/stochastic/0/push-v1/ep_length	test/stochastic/0/push-v1/success	test/stochastic/average_success	test/deterministic/0/push-v1/return/avg	test/deterministic/0/push-v1/return/std	test/deterministic/0/push-v1/return/max	test/deterministic/0/push-v1/return/min	test/deterministic/0/push-v1/ep_length	test/deterministic/0/push-v1/success	test/deterministic/average_success	epoch	train/return/avg	train/return/std	train/return/max	train/return/min	train/ep_length	total_env_steps	current_task_steps	train/q1_vals/avg	train/q1_vals/std	train/q1_vals/max	train/q1_vals/min	train/q2_vals/avg	train/q2_vals/std	train/q2_vals/max	train/q2_vals/min	train/log_pi/avg	train/log_pi/std	train/log_pi/max	train/log_pi/min	train/loss_pi	train/loss_q1	train/loss_q2	train/alpha/0	train/loss_reg	train/agem_violation	train/success	walltime
-42.44948223761621	13.125169098836441	-12.763248065286	-60.02495164453313	200.0	0.0	0.0	-53.21138078120288	0.0	-53.21138078120288	-53.21138078120288	200.0	0.0	0.0	1	-43.668152658140315	77.4173861128844	643.5786673990021	-108.10216366630767	200.0	20000	20000	138.59921	168.3979	633.3361	-18.660791	138.59975	168.39793	639.6285	-15.424243	2.863119	6.152558	123.49077	-13.512222	-141.45073	9.42701	9.341083	0.21855043386432685	0.0	0.0	0.0	167.94121408462524
-105.96598052272603	16.50095190179322	-84.8894038168127	-131.32948928955494	200.0	0.0	0.0	-97.574499189346	0.0	-97.574499189346	-97.574499189346	200.0	0.0	0.0	2	717.0910907087637	4937.247595237705	48936.02904321331	-103.14012451969877	200.0	40000	40000	215.38467	149.65117	14111.653	-195.18019	215.38605	149.68439	14585.026	-202.41098	4.517205	5.9401665	178.74164	-14.039151	-216.3141	266.72266	267.08896	0.08433894709669985	0.0	0.0	0.03	355.7273316383362
-48.3417663812669	24.200196361601986	-23.285678366432215	-97.07623833481806	200.0	0.0	0.0	45.60727772786959	0.0	45.60727772786959	45.60727772786959	200.0	0.0	0.0	3	1758.7477052981724	11187.33376845188	106605.59558146859	-96.13573572283336	200.0	60000	60000	920.1836	2569.5105	43237.48	-1146.8159	920.2209	2569.4758	43337.508	-1130.578	4.1396527	5.772148	132.00223	-12.7527895	-935.4583	11255.239	11203.734	1.0317331179901958	0.0	0.0	0.06	537.0686433315277
539.9868050024559	1707.4215075961777	5661.818607064836	-60.36318338932316	200.0	0.1	0.1	-50.92130494055994	0.0	-50.92130494055994	-50.92130494055994	200.0	0.0	0.0	4	3832.3715730884155	16571.44964994148	113988.75534736652	-96.38643430336641	200.0	80000	80000	1899.3293	4933.1973	97047.805	-3210.4834	1899.477	4933.4077	96561.6	-3197.161	4.0657063	5.493845	159.42729	-13.899007	-1916.8186	61174.418	59244.31	2.222862125813961	0.0	0.0	0.1	720.0267262458801
6254.633045029054	10251.076363659544	29266.209179694088	-120.79839316351051	200.0	0.2	0.2	45185.21687013242	0.0	45185.21687013242	45185.21687013242	200.0	0.0	0.0	5	19845.29534857265	42119.784608835325	156758.35293173057	-117.42240141032288	200.0	100000	100000	6875.092	12571.285	127205.664	-11345.181	6875.1743	12571.132	126715.72	-11122.605	4.0490756	4.913122	85.59347	-14.325961	-6974.165	174162.34	173654.81	4.9546831542611125	0.0	0.0	0.4	901.7868559360504
34629.49418446088	76916.54177737454	262588.6216503364	-23.084450847134615	200.0	0.2	0.2	-30.402221814204296	0.0	-30.402221814204296	-30.402221814204296	200.0	0.0	0.0	6	26734.835403084824	44939.179253013775	249103.33084348726	-87.89276439015534	200.0	120000	120000	13501.985	18905.016	155586.31	-15872.082	13502.141	18904.59	155166.97	-15300.172	4.01178	4.4061537	74.581795	-13.046258	-13629.684	492086.38	490633.22	8.33836637966633	0.0	0.0	0.54	1084.1347332000732
8139.469729703882	20111.345537565463	68030.4618175161	-48.41565580356072	200.0	0.1	0.1	-52.391039045383174	0.0	-52.391039045383174	-52.391039045383174	200.0	0.0	0.0	7	48808.38011398344	66066.44985521321	295106.9616575598	-59.86047631336959	200.0	140000	140000	17394.951	24537.111	171184.92	-21172.13	17395.076	24537.38	169050.89	-20960.174	4.002433	4.0911546	75.54115	-13.540183	-17516.518	1022756.06	1009452.25	9.879374324655533	0.0	0.0	0.5	1266.6517250537872
44525.48545200867	74107.92999360667	249346.12610720063	-71.23174491661027	200.0	0.3	0.3	53617.97274579484	0.0	53617.97274579484	53617.97274579484	200.0	1.0	1.0	8	56853.79482723181	65023.80762884259	243185.3819836993	-89.10949027729453	200.0	160000	160000	21659.217	30924.29	169595.16	-27327.037	21659.576	30924.775	169616.14	-27639.424	4.015121	4.2040153	61.774166	-14.022441	-21816.203	1581805.6	1554235.1	12.925474557065964	0.0	0.0	0.66	1448.994666814804
154102.4177862492	98695.01701525864	362336.1414937045	32180.91853999798	200.0	0.9	0.9	262734.05110149895	0.0	262734.05110149895	262734.05110149895	200.0	1.0	1.0	9	63681.76701533426	74231.79744776878	258414.05719846336	-101.91708422888905	200.0	180000	180000	28860.576	35503.406	159382.56	-29362.691	28860.791	35503.67	158657.23	-29616.752	4.006238	3.9663346	56.17559	-14.137036	-29061.312	2097946.0	2062639.9	18.378866332244872	0.0	0.0	0.73	1630.8794696331024
106733.07924113263	112423.40829486061	329782.9006839281	-40.71276712115836	200.0	0.6	0.6	-17.267539229080583	0.0	-17.267539229080583	-17.267539229080583	200.0	0.0	0.0	10	89439.72835698859	95089.79993992198	344454.71737606346	-93.92837897839908	200.0	200000	200000	33019.098	36980.266	156942.39	-32108.21	33019.195	36980.594	156620.06	-32462.984	3.999409	3.8673713	58.404194	-13.323481	-33170.008	2115339.5	2089299.8	18.45852254858017	0.0	0.0	0.71	1811.9627771377563
