test/stochastic/0/hammer-v1/return/avg	test/stochastic/0/hammer-v1/return/std	test/stochastic/0/hammer-v1/return/max	test/stochastic/0/hammer-v1/return/min	test/stochastic/0/hammer-v1/ep_length	test/stochastic/0/hammer-v1/success	test/stochastic/average_success	test/deterministic/0/hammer-v1/return/avg	test/deterministic/0/hammer-v1/return/std	test/deterministic/0/hammer-v1/return/max	test/deterministic/0/hammer-v1/return/min	test/deterministic/0/hammer-v1/ep_length	test/deterministic/0/hammer-v1/success	test/deterministic/average_success	epoch	train/return/avg	train/return/std	train/return/max	train/return/min	train/ep_length	total_env_steps	current_task_steps	train/q1_vals/avg	train/q1_vals/std	train/q1_vals/max	train/q1_vals/min	train/q2_vals/avg	train/q2_vals/std	train/q2_vals/max	train/q2_vals/min	train/log_pi/avg	train/log_pi/std	train/log_pi/max	train/log_pi/min	train/loss_pi	train/loss_q1	train/loss_q2	train/alpha/0	train/loss_reg	train/agem_violation	train/success	walltime
-50.594336834100446	10.083115142997912	-31.97402415817252	-65.46078678324744	200.0	0.0	0.0	-42.68698148568762	0.0	-42.68698148568762	-42.68698148568762	200.0	0.0	0.0	1	-29.634676686652988	30.78086016776165	227.96615600585938	-68.57866668701172	200.0	20000	20000	10.736047	6.5402946	114.86728	-11.598169	10.735863	6.540671	112.81573	-11.443193	2.0556688	5.8528347	240.90283	-14.681198	-11.015056	0.12018291	0.12021567	0.10735706371912046	0.0	0.0	0.01	172.497656583786
367.527043573928	1170.0437960372665	3877.6136841001603	-30.751905454354553	200.0	0.0	0.0	-28.637987334126745	0.0	-28.637987334126745	-28.637987334126745	200.0	0.0	0.0	2	324.77619047567225	2273.86093531323	17562.75390625	-101.84457984696532	200.0	40000	40000	59.641	374.16028	9489.805	-316.12024	59.637505	374.13477	9519.389	-305.0714	5.0930057	8.039326	303.16278	-14.957686	-64.23667	461.3506	472.9985	0.12846657195247244	0.0	0.0	0.02	364.66630959510803
-32.21008364116208	7.441527722045731	-21.65791739291655	-40.02983125960133	200.0	0.0	0.0	-33.71643775599376	0.0	-33.71643775599376	-33.71643775599376	200.0	0.0	0.0	3	3474.2256650297413	8962.213028472916	43149.0234375	-95.44023712730664	200.0	60000	60000	1034.9175	2355.8347	26142.59	-2532.918	1034.8914	2355.8765	26409.322	-2502.838	4.1648817	5.2681503	139.5489	-13.826893	-1058.6467	11767.62	11755.775	1.2759635201990605	0.0	0.0	0.02	550.7530882358551
51860.35	8866.006	60975.332	27932.438	200.0	0.0	0.0	19930.143	0.0	19930.143	19930.143	200.0	0.0	0.0	4	33399.05532944864	31887.61278069954	122319.234375	-34.159154908327004	200.0	80000	80000	6643.2925	9053.906	57302.184	-8703.69	6643.2505	9054.025	57402.65	-8686.519	4.0394263	3.7070618	66.41457	-15.008242	-6727.9873	87681.82	87520.64	5.353746694934368	0.0	0.0	0.24	741.368546962738
71880.8372559721	5624.0539476686445	85188.5	62755.09130972099	200.0	0.4	0.4	67606.01	0.0	67606.01	67606.01	200.0	0.0	0.0	5	54389.92820801971	39178.91347389567	154312.390625	-42.557698392339354	200.0	100000	100000	17921.701	16740.678	82145.42	-14620.741	17921.824	16740.656	82609.5	-14823.91	4.0141125	3.233813	66.26766	-13.726848	-18070.506	273004.66	271360.94	10.513087049770355	0.0	0.0	0.46	932.6320123672485
130096.2	24026.164	162192.53	89409.125	200.0	1.0	1.0	131532.42	0.0	131532.42	131532.42	200.0	1.0	1.0	6	76283.76911085892	44362.446433909405	170828.8125	75.93050384521484	200.0	120000	120000	29561.568	21892.66	112985.805	-17021.824	29561.633	21892.91	112813.78	-18215.027	4.005116	2.9701831	65.39654	-13.091452	-29727.879	514144.47	510847.6	14.330712713956833	0.0	0.0	0.68	1124.7777705192566
99385.9	37080.32	149286.19	50166.895	200.0	0.4	0.4	76166.94	0.0	76166.94	76166.94	200.0	0.0	0.0	7	90797.98123314219	46515.08723763179	180401.921875	-13.885200500488281	200.0	140000	140000	39965.63	26889.092	139990.31	-17764.469	39965.633	26888.93	140447.11	-19125.143	4.0045166	2.9715326	58.18065	-14.205027	-40124.77	818585.7	824761.7	17.540859452533724	0.0	0.0	0.77	1317.0433328151703
124901.35	22053.45	158072.0	87886.55	200.0	1.0	1.0	98873.23	0.0	98873.23	98873.23	200.0	1.0	1.0	8	107370.11747836336	53208.37146090023	196508.515625	-61.18533076715141	200.0	160000	160000	48018.824	30367.523	160297.92	-18167.385	48019.0	30367.28	159930.42	-18972.934	4.001332	2.8197958	39.11084	-15.937069	-48188.223	941607.1	942425.06	19.309829032421113	0.0	0.0	0.8	1508.2311396598816
120602.7	72770.414	190356.27	-9.5224495	200.0	0.8	0.8	146831.78	0.0	146831.78	146831.78	200.0	1.0	1.0	9	115663.79870469708	53864.30886981917	206460.359375	2523.3486328125	200.0	180000	180000	55356.152	35626.695	167421.77	-31469.191	55356.27	35626.383	167318.73	-31888.629	4.003063	2.8459983	50.045025	-14.64503	-55527.168	1299815.4	1304808.9	21.50360824174881	0.0	0.0	0.8	1699.594957113266
168576.66	20035.064	195026.11	114817.81	200.0	1.0	1.0	182665.28	0.0	182665.28	182665.28	200.0	1.0	1.0	10	116914.5734142488	53931.11954003515	198333.578125	-13.976363720863533	200.0	200000	200000	63142.195	39415.0	167763.67	-49888.008	63142.004	39415.113	167280.34	-49886.617	4.0028377	2.8020153	61.12705	-14.164793	-63352.027	1645448.2	1646803.8	25.52648458032608	0.0	0.0	0.85	1889.9927489757538
