test/stochastic/0/push-wall-v1/return/avg	test/stochastic/0/push-wall-v1/return/std	test/stochastic/0/push-wall-v1/return/max	test/stochastic/0/push-wall-v1/return/min	test/stochastic/0/push-wall-v1/ep_length	test/stochastic/0/push-wall-v1/success	test/stochastic/average_success	test/deterministic/0/push-wall-v1/return/avg	test/deterministic/0/push-wall-v1/return/std	test/deterministic/0/push-wall-v1/return/max	test/deterministic/0/push-wall-v1/return/min	test/deterministic/0/push-wall-v1/ep_length	test/deterministic/0/push-wall-v1/success	test/deterministic/average_success	epoch	train/return/avg	train/return/std	train/return/max	train/return/min	train/ep_length	total_env_steps	current_task_steps	train/q1_vals/avg	train/q1_vals/std	train/q1_vals/max	train/q1_vals/min	train/q2_vals/avg	train/q2_vals/std	train/q2_vals/max	train/q2_vals/min	train/log_pi/avg	train/log_pi/std	train/log_pi/max	train/log_pi/min	train/loss_pi	train/loss_q1	train/loss_q2	train/alpha/0	train/loss_reg	train/agem_violation	train/success	walltime
3029.515238579873	8464.040808225946	28361.72827043707	-69.43235181597585	200.0	0.1	0.1	325.4470332180113	0.0	325.4470332180113	325.4470332180113	200.0	0.0	0.0	1	74.35230153101624	957.3700666674188	8780.647535078962	-111.30011513785789	200.0	20000	20000	29.842611	101.509224	2684.9468	-29.592724	29.847536	101.51135	2683.9033	-28.920092	9.925059	30.411608	950.88184	-14.967869	-31.422165	15.680196	14.988917	0.12652059980918726	0.0	0.0	0.0	168.20027923583984
736.6361333159538	2182.7822933945995	7278.676594678846	-57.315525761871285	200.0	0.0	0.0	145.77896936877923	0.0	145.77896936877923	145.77896936877923	200.0	0.0	0.0	2	3379.410116629032	16079.61517768448	109396.98515840854	-187.63495492437457	200.0	40000	40000	2062.6736	3579.5078	65417.086	-2680.8123	2062.8787	3579.2517	65648.94	-2638.5667	4.568905	5.9660387	156.11983	-17.07914	-2093.1	28161.836	28429.395	2.404875890059769	0.0	0.0	0.05	354.198397397995
3478.721474532259	7083.816468564124	24032.94808385782	-16.96868759900502	200.0	0.0	0.0	-17.710949928591475	0.0	-17.710949928591475	-17.710949928591475	200.0	0.0	0.0	3	29046.280294082615	61528.28585579471	290807.93475720915	-263.80606064982294	200.0	60000	60000	12522.502	18506.0	117391.086	-15556.573	12521.939	18505.936	116040.47	-15059.193	4.048904	4.5521975	74.32522	-13.944137	-12710.653	441600.5	448865.6	8.249787910461425	0.0	0.0	0.35	537.2262487411499
42307.800534123686	95996.56654980614	327967.7693538134	-88.93586599810816	200.0	0.2	0.2	210067.84547787101	0.0	210067.84547787101	210067.84547787101	200.0	1.0	1.0	4	24944.132437719098	56846.196417775915	334395.10026270326	-122.96179805391094	200.0	80000	80000	20851.996	27449.158	158230.98	-18698.342	20851.889	27448.152	157920.22	-18187.133	4.0094433	4.2150207	70.08113	-14.461981	-21010.182	1182410.8	1204296.5	11.613792410373687	0.0	0.0	0.25	719.8667786121368
6305.6913733718475	12891.0095254121	42353.09885523498	-52.671442439962185	200.0	0.1	0.1	4301.991370034233	0.0	4301.991370034233	4301.991370034233	200.0	0.0	0.0	5	21046.86912679695	52305.149211735494	263311.2391282007	-102.22810186587252	200.0	100000	100000	24480.562	36775.758	181290.34	-25179.428	24480.516	36774.57	181601.77	-24512.986	4.004139	4.458201	57.80243	-15.093292	-24649.77	1762008.1	1797226.5	14.045772160196304	0.0	0.0	0.23	902.199001789093
15121.823139231341	30806.055438610678	87190.64919031631	-100.25690415089673	200.0	0.2	0.2	-30.33239923917862	0.0	-30.33239923917862	-30.33239923917862	200.0	0.0	0.0	6	18793.089210941787	41997.607271137196	226884.2251731199	-90.54355310009902	200.0	120000	120000	24645.05	39290.4	197555.34	-25097.078	24646.094	39288.895	197862.53	-23356.797	4.0069103	4.6286597	60.975285	-13.725077	-24768.506	2228734.8	2242662.5	16.001408553171157	0.0	0.0	0.24	1084.293837070465
64264.749579902724	118127.0287831263	328898.77038217423	-27.103045788083776	200.0	0.4	0.4	-5.825339220069752	0.0	-5.825339220069752	-5.825339220069752	200.0	0.0	0.0	7	27378.03819499398	55672.25878251185	252719.086424331	-126.47078119310679	200.0	140000	140000	25552.943	43181.36	204795.72	-33095.566	25553.664	43179.832	204449.47	-30519.66	3.9970062	4.5734506	50.99122	-14.726896	-25684.537	2714354.0	2765654.5	17.457933022499084	0.0	0.0	0.3	1266.9011697769165
33464.231147259256	72162.80242850479	231272.30512024835	-41.457626414616016	200.0	0.2	0.2	18735.57626180706	0.0	18735.57626180706	18735.57626180706	200.0	0.0	0.0	8	33581.30320146056	62502.295486258685	272475.9009211944	-79.1381996921247	200.0	160000	160000	25687.469	42814.504	191331.95	-32616.2	25687.47	42812.55	190103.77	-33331.18	4.0041947	4.4136753	71.43936	-19.41251	-25799.705	2545816.2	2627202.8	16.755261558294297	0.0	0.0	0.33	1449.1689128875732
1525.647316283002	1635.5061556425283	4812.4223371671505	16.80874746308675	200.0	0.1	0.1	-31.023102315956056	0.0	-31.023102315956056	-31.023102315956056	200.0	0.0	0.0	9	28198.52434822488	62006.57633910145	338283.30771407817	-278.4457523456908	200.0	180000	180000	25364.959	41035.496	170877.83	-37048.848	25365.13	41033.72	173416.7	-36922.88	3.9963782	4.416424	55.61077	-12.311367	-25462.963	2329374.0	2388998.2	15.78968379497528	0.0	0.0	0.31	1630.2287838459015
29734.545301656723	59631.6706723472	160039.60609049504	-58.99359068348055	200.0	0.2	0.2	19791.705299943216	0.0	19791.705299943216	19791.705299943216	200.0	1.0	1.0	10	37014.97943663525	59874.75928901566	217895.25517602364	-206.92612152295087	200.0	200000	200000	24389.092	39140.984	181202.44	-46859.473	24389.266	39139.375	182810.67	-42323.227	4.001542	4.178173	55.377068	-12.337881	-24499.635	2405130.0	2471026.8	15.809380830955506	0.0	0.0	0.33	1810.8854150772095
