test/stochastic/0/shelf-place-v1/return/avg	test/stochastic/0/shelf-place-v1/return/std	test/stochastic/0/shelf-place-v1/return/max	test/stochastic/0/shelf-place-v1/return/min	test/stochastic/0/shelf-place-v1/ep_length	test/stochastic/0/shelf-place-v1/success	test/stochastic/average_success	test/deterministic/0/shelf-place-v1/return/avg	test/deterministic/0/shelf-place-v1/return/std	test/deterministic/0/shelf-place-v1/return/max	test/deterministic/0/shelf-place-v1/return/min	test/deterministic/0/shelf-place-v1/ep_length	test/deterministic/0/shelf-place-v1/success	test/deterministic/average_success	epoch	train/return/avg	train/return/std	train/return/max	train/return/min	train/ep_length	total_env_steps	current_task_steps	train/q1_vals/avg	train/q1_vals/std	train/q1_vals/max	train/q1_vals/min	train/q2_vals/avg	train/q2_vals/std	train/q2_vals/max	train/q2_vals/min	train/log_pi/avg	train/log_pi/std	train/log_pi/max	train/log_pi/min	train/loss_pi	train/loss_q1	train/loss_q2	train/alpha/0	train/loss_reg	train/agem_violation	train/success	walltime
-32.673854700038696	5.942002079897221	-22.874792329634914	-39.58721078653	200.0	0.0	0.0	-33.449578826467054	0.0	-33.449578826467054	-33.449578826467054	200.0	0.0	0.0	1	-38.54484456076837	11.646148753734652	-23.145178906945628	-79.32751074021449	200.0	20000	20000	9.065642	6.5836043	21.426622	-14.586301	9.065639	6.5835404	21.283167	-14.428697	1.83241	4.7585683	111.38518	-14.651183	-9.3477	0.020968556	0.021403931	0.10615695127310526	0.0	0.0	0.0	175.24312329292297
-25.681397871820387	4.3952287812746915	-19.530407160497603	-33.43598805670761	200.0	0.0	0.0	-28.75665437273951	0.0	-28.75665437273951	-28.75665437273951	200.0	0.0	0.0	2	-29.215860243261492	7.2051456316696685	-18.56779999003953	-65.79342042249937	200.0	40000	40000	-5.8046384	4.298582	3.616707	-47.55449	-5.8047686	4.2984576	4.1772485	-48.436035	4.0521374	4.974697	111.58981	-15.487147	5.815661	0.035160966	0.035011426	0.0024817895765707363	0.0	0.0	0.0	365.68602895736694
-21.971279570299757	2.781068296114993	-17.980071346995064	-27.406981267242948	200.0	0.0	0.0	-16.180967364563887	0.0	-16.180967364563887	-16.180967364563887	200.0	0.0	0.0	3	-25.966211426527217	6.8862057210653775	-18.791373451181638	-68.81299501326991	200.0	60000	60000	-10.919929	3.9618087	-5.897759	-49.53348	-10.919949	3.9615319	-5.0753345	-50.429935	4.0102572	5.0113344	117.83879	-16.652515	10.935636	0.041187294	0.04214278	0.002984388873109128	0.0	0.0	0.0	550.5362985134125
-20.59373122809098	1.3021068981842094	-18.505884185550816	-23.038816120393616	200.0	0.0	0.0	-18.345688141125613	0.0	-18.345688141125613	-18.345688141125613	200.0	0.0	0.0	4	-24.49709627781925	5.721328985712608	-17.6626827638129	-52.42444206151938	200.0	80000	80000	-12.235816	3.7724504	-8.875694	-48.804203	-12.235887	3.7724614	-8.981605	-49.432983	3.9995754	4.915115	138.77583	-13.832006	12.248934	0.040563922	0.039572094	0.0028362015800899826	0.0	0.0	0.0	735.7760603427887
-46.51029799016372	9.845449692910607	-25.84139985912015	-58.44961327867134	200.0	0.0	0.0	-54.099998953678785	0.0	-54.099998953678785	-54.099998953678785	200.0	0.0	0.0	5	-24.05168167728973	5.853399804498008	-17.941183599392794	-51.02910082953137	200.0	100000	100000	-12.187487	3.6537523	-9.244747	-54.974907	-12.187503	3.6536434	-9.391162	-56.240967	3.9851336	4.9694786	98.23777	-13.7881	12.195802	0.035697658	0.035568092	0.0025171703112544493	0.0	0.0	0.0	920.8931241035461
-19.27554754072165	1.2227471669058965	-17.2648262325316	-20.616215104450482	200.0	0.0	0.0	-19.351821695171953	0.0	-19.351821695171953	-19.351821695171953	200.0	0.0	0.0	6	-22.872046859767764	5.638202265218761	-16.524383703895968	-54.546822925274	200.0	120000	120000	-11.838028	3.4463644	-9.449408	-52.602905	-11.838088	3.4464877	-9.50061	-53.842186	4.003263	4.942097	113.53833	-16.63381	11.841959	0.034157626	0.032678165	0.0023675948872230947	0.0	0.0	0.0	1104.5942075252533
-17.546602818639446	1.316219536854618	-15.773990411960574	-19.78605024073217	200.0	0.0	0.0	-17.712209303916904	0.0	-17.712209303916904	-17.712209303916904	200.0	0.0	0.0	7	-23.26726663786264	9.988014759629369	-16.773307889636612	-98.487000832097	200.0	140000	140000	-11.367095	3.2026958	-9.308361	-54.25116	-11.367125	3.2027628	-9.159017	-56.596844	3.9950914	4.916159	116.848495	-14.137851	11.371194	0.029629026	0.029013159	0.002180119805573486	0.0	0.0	0.0	1288.151668548584
-28.18191750132313	1.926292850192516	-25.634568533138836	-31.393175980394133	200.0	0.0	0.0	-28.401605549477015	0.0	-28.401605549477015	-28.401605549477015	200.0	0.0	0.0	8	-22.1163030936951	7.227500452513582	-16.70783821834488	-69.92157519659573	200.0	160000	160000	-11.05087	3.017928	-9.181719	-53.459602	-11.050892	3.0176804	-9.048929	-52.648766	3.9995441	4.869746	102.87068	-13.069515	11.053358	0.024894798	0.025398938	0.0019490884640661534	0.0	0.0	0.0	1472.2100455760956
-29.536098480671352	1.989963152363063	-26.6483966738385	-32.29937260197349	200.0	0.0	0.0	-32.174404387394674	0.0	-32.174404387394674	-32.174404387394674	200.0	0.0	0.0	9	-21.06782972292136	5.337044842767758	-15.883232875881541	-52.63814861106671	200.0	180000	180000	-10.751687	2.8471992	-8.734522	-60.861122	-10.751717	2.847514	-8.661973	-59.378975	3.999563	4.7577305	113.29524	-14.725082	10.751999	0.025403593	0.023886096	0.0018753142432891765	0.0	0.0	0.0	1656.1691591739655
-18.415691165992552	0.6876072465506603	-17.71415366169354	-19.7332164647606	200.0	0.0	0.0	-19.20019054060361	0.0	-19.20019054060361	-19.20019054060361	200.0	0.0	0.0	10	-19.69118805067909	2.6309698523789757	-16.136074724559037	-35.5260773716724	200.0	200000	200000	-10.517309	2.848854	-8.6948595	-57.736916	-10.517325	2.8491004	-8.807937	-57.63295	3.9935133	4.65376	107.084785	-13.754028	10.516384	0.02436513	0.023493763	0.0017162461622210684	0.0	0.0	0.0	1838.861828327179
-21.324063287403867	2.025001052350119	-19.658319553449843	-27.011539279368094	200.0	0.0	0.0	-21.05585104136513	0.0	-21.05585104136513	-21.05585104136513	200.0	0.0	0.0	11	-19.13802280105783	1.6674457046006597	-16.752453298252423	-24.77462788500006	200.0	220000	220000	-10.2504015	2.7636592	-8.666434	-60.883095	-10.2504	2.7639074	-8.651875	-62.46367	3.993441	4.571415	134.12607	-13.340208	10.250161	0.021425344	0.02092568	0.0016919483413978015	0.0	0.0	0.0	2021.21674990654
-24.5139258066203	7.029158797685585	-19.760015475343383	-45.065051573225524	200.0	0.0	0.0	-23.077006619778658	0.0	-23.077006619778658	-23.077006619778658	200.0	0.0	0.0	12	-19.709211419154514	4.178564218618018	-15.360132578685286	-49.29643912664126	200.0	240000	240000	-10.075366	2.7390444	-8.506177	-65.35996	-10.075352	2.7391894	-8.354808	-64.60977	4.008532	4.64471	110.2462	-13.037203	10.077557	0.02146457	0.02133804	0.0016292664479464292	0.0	0.0	0.0	2204.407033920288
-16.234668656129344	0.570780467557871	-15.248118809220324	-17.19559327319004	200.0	0.0	0.0	-18.22986505721083	0.0	-18.22986505721083	-18.22986505721083	200.0	0.0	0.0	13	-19.45158274385787	3.1922561844813946	-16.12995481808801	-39.66618642269515	200.0	260000	260000	-9.968664	2.7467613	-8.542358	-62.942726	-9.968625	2.7467992	-8.474456	-62.67674	4.0034404	4.686339	97.514145	-16.010866	9.970394	0.021159776	0.021372952	0.001618190409237286	0.0	0.0	0.0	2386.4762547016144
-16.76238050049603	0.3823755476868165	-16.013207833715747	-17.281310617189302	200.0	0.0	0.0	-17.438457097841056	0.0	-17.438457097841056	-17.438457097841056	200.0	0.0	0.0	14	-20.252308142922367	6.677732416288926	-16.08919764638055	-64.39393508194112	200.0	280000	280000	-9.864173	2.620208	-8.35342	-59.638927	-9.864174	2.6202822	-8.406864	-58.32868	4.0023985	4.6808147	114.77201	-14.276054	9.865322	0.019876214	0.019887999	0.001560387281147996	0.0	0.0	0.0	2568.827174425125
-17.240812579106862	0.6675584166122258	-15.821778521126438	-18.017451686728883	200.0	0.0	0.0	-15.103103078555096	0.0	-15.103103078555096	-15.103103078555096	200.0	0.0	0.0	15	-19.043368944961372	2.2740767247578075	-16.2713117043849	-28.210834799275624	200.0	300000	300000	-9.763509	2.6391854	-8.359605	-56.094208	-9.763484	2.639415	-8.020433	-59.005684	3.989456	4.474941	112.83558	-14.56802	9.763669	0.020409565	0.020286893	0.001556957827770384	0.0	0.0	0.0	2751.914397239685
