test/stochastic/0/shelf-place-v1/return/avg	test/stochastic/0/shelf-place-v1/return/std	test/stochastic/0/shelf-place-v1/return/max	test/stochastic/0/shelf-place-v1/return/min	test/stochastic/0/shelf-place-v1/ep_length	test/stochastic/0/shelf-place-v1/success	test/stochastic/average_success	test/deterministic/0/shelf-place-v1/return/avg	test/deterministic/0/shelf-place-v1/return/std	test/deterministic/0/shelf-place-v1/return/max	test/deterministic/0/shelf-place-v1/return/min	test/deterministic/0/shelf-place-v1/ep_length	test/deterministic/0/shelf-place-v1/success	test/deterministic/average_success	epoch	train/return/avg	train/return/std	train/return/max	train/return/min	train/ep_length	total_env_steps	current_task_steps	train/q1_vals/avg	train/q1_vals/std	train/q1_vals/max	train/q1_vals/min	train/q2_vals/avg	train/q2_vals/std	train/q2_vals/max	train/q2_vals/min	train/log_pi/avg	train/log_pi/std	train/log_pi/max	train/log_pi/min	train/loss_pi	train/loss_q1	train/loss_q2	train/alpha/0	train/loss_reg	train/agem_violation	train/success	walltime
-23.578309366420655	5.76239436444924	-16.858702235507465	-37.38633083214229	200.0	0.0	0.0	-19.129709563299308	0.0	-19.129709563299308	-19.129709563299308	200.0	0.0	0.0	1	-35.740634918736625	9.408309922163953	-19.531231176702963	-74.34380667506474	200.0	20000	20000	9.373344	6.651177	21.100054	-13.797588	9.373474	6.65106	21.038893	-13.699261	1.677453	5.257531	131.95209	-15.022444	-9.642716	0.019532593	0.01891933	0.10573128067316047	0.0	0.0	0.0	175.05005025863647
-20.576762544426565	2.5542972186856368	-17.50854063442726	-27.17177868423891	200.0	0.0	0.0	-18.751136072159465	0.0	-18.751136072159465	-18.751136072159465	200.0	0.0	0.0	2	-29.737372509210804	10.07482061896028	-17.40887755138875	-70.87186510842638	200.0	40000	40000	-5.5177917	3.715389	3.2388918	-34.442093	-5.51783	3.715244	3.311126	-33.885326	4.0604515	5.447102	154.57434	-13.909641	5.527934	0.038007792	0.03839295	0.0026947957837663125	0.0	0.0	0.0	365.02557349205017
-19.66936421507372	1.1983246212569056	-17.69266256898353	-21.4617349952318	200.0	0.0	0.0	-17.69185019537547	0.0	-17.69185019537547	-17.69185019537547	200.0	0.0	0.0	3	-28.269059289943584	11.552098592629937	-18.65787199762098	-105.51317507340433	200.0	60000	60000	-10.847853	3.430873	-5.011066	-45.205147	-10.847864	3.4307451	-4.666878	-45.14585	4.019637	5.2048144	114.99813	-14.737156	10.865638	0.054355763	0.054254584	0.0029428545168950224	0.0	0.0	0.0	548.2079062461853
-40.08209474972186	7.535296768127992	-28.951847233531762	-52.528253459648774	200.0	0.0	0.0	-43.52449812641034	0.0	-43.52449812641034	-43.52449812641034	200.0	0.0	0.0	4	-25.941137350753333	6.726290380771358	-18.061176409581456	-50.23011612095774	200.0	80000	80000	-12.26514	3.2872152	-6.6318274	-52.017178	-12.2651	3.28724	-6.670121	-52.954037	4.0085473	5.180817	100.4239	-14.436054	12.278097	0.04721642	0.047587715	0.0028760529730003327	0.0	0.0	0.0	731.4606437683105
-41.23096533349757	6.4684572599078285	-33.58277056407427	-50.921554156547174	200.0	0.0	0.0	-40.17480755220081	0.0	-40.17480755220081	-40.17480755220081	200.0	0.0	0.0	5	-26.26422276659295	9.358237827816657	-17.418623444870185	-77.92059825065	200.0	100000	100000	-12.394883	3.1845465	-7.7605658	-46.87574	-12.394861	3.1846366	-7.7646	-48.67849	3.9887764	5.2175612	108.01811	-13.770954	12.402601	0.04611057	0.046319675	0.0027484886348131113	0.0	0.0	0.0	914.1062955856323
-20.683143574757047	2.312507372137295	-17.85531381933118	-24.817763975679746	200.0	0.0	0.0	-23.12841968180061	0.0	-23.12841968180061	-23.12841968180061	200.0	0.0	0.0	6	-24.705853520024657	6.513476777692022	-17.768957887141184	-55.33155679257178	200.0	120000	120000	-12.27194	3.1887555	-9.25527	-55.78973	-12.271903	3.1888354	-9.044775	-54.3106	3.998016	5.2936263	108.48871	-15.028696	12.27478	0.047439005	0.04749451	0.0027143494972377085	0.0	0.0	0.0	1097.4709646701813
-20.38255080332815	1.3272880636531252	-18.731586521365543	-23.269203377376265	200.0	0.0	0.0	-20.460164674628846	0.0	-20.460164674628846	-20.460164674628846	200.0	0.0	0.0	7	-24.277262595746375	7.975359062447303	-17.30393238554284	-76.35067790826045	200.0	140000	140000	-11.986737	3.1361299	-9.398022	-59.16395	-11.986725	3.1360312	-9.399883	-59.056427	4.01364	5.2189937	148.4367	-15.477465	11.988323	0.0423265	0.04263656	0.0025543930149520746	0.0	0.0	0.0	1279.6832954883575
-28.279898844913458	8.846402145727456	-16.291074755275694	-43.042449207481106	200.0	0.0	0.0	-20.211030626684096	0.0	-20.211030626684096	-20.211030626684096	200.0	0.0	0.0	8	-21.76908727514728	4.497174138563738	-16.78059163460811	-44.062253652455155	200.0	160000	160000	-11.4622555	2.7584274	-9.05265	-57.007084	-11.4622755	2.758413	-9.053508	-57.214138	4.011746	4.9506345	107.17973	-15.87545	11.459424	0.02993526	0.029590856	0.0022441064699785782	0.0	0.0	0.0	1462.0855803489685
-48.82501412600636	24.27656398970664	-20.131600143699593	-86.7760826703436	200.0	0.0	0.0	-29.978715141361903	0.0	-29.978715141361903	-29.978715141361903	200.0	0.0	0.0	9	-21.430563720995885	4.905906055938573	-16.454388734283306	-44.07290895026345	200.0	180000	180000	-11.032768	2.6309175	-8.818671	-50.780323	-11.032775	2.630994	-8.717721	-51.022438	3.9730625	4.8173957	111.74505	-16.762283	11.030186	0.027445933	0.027183326	0.0020636018896184397	0.0	0.0	0.0	1643.176186323166
-19.754470694917863	3.1282133750092247	-17.263784746732806	-28.486941562282947	200.0	0.0	0.0	-16.17598617203091	0.0	-16.17598617203091	-16.17598617203091	200.0	0.0	0.0	10	-21.44872091742606	5.466360885717203	-16.27545317855119	-52.86195911408277	200.0	200000	200000	-10.84339	2.5554104	-8.761836	-50.64821	-10.843425	2.555199	-8.756344	-53.333107	4.0164113	4.9422226	100.26274	-14.315236	10.84081	0.02614134	0.02644227	0.0018733039302343969	0.0	0.0	0.0	1824.6628034114838
