test/stochastic/0/peg-unplug-side-v1/return/avg	test/stochastic/0/peg-unplug-side-v1/return/std	test/stochastic/0/peg-unplug-side-v1/return/max	test/stochastic/0/peg-unplug-side-v1/return/min	test/stochastic/0/peg-unplug-side-v1/ep_length	test/stochastic/0/peg-unplug-side-v1/success	test/stochastic/average_success	test/deterministic/0/peg-unplug-side-v1/return/avg	test/deterministic/0/peg-unplug-side-v1/return/std	test/deterministic/0/peg-unplug-side-v1/return/max	test/deterministic/0/peg-unplug-side-v1/return/min	test/deterministic/0/peg-unplug-side-v1/ep_length	test/deterministic/0/peg-unplug-side-v1/success	test/deterministic/average_success	epoch	train/return/avg	train/return/std	train/return/max	train/return/min	train/ep_length	total_env_steps	current_task_steps	train/q1_vals/avg	train/q1_vals/std	train/q1_vals/max	train/q1_vals/min	train/q2_vals/avg	train/q2_vals/std	train/q2_vals/max	train/q2_vals/min	train/log_pi/avg	train/log_pi/std	train/log_pi/max	train/log_pi/min	train/loss_pi	train/loss_q1	train/loss_q2	train/alpha/0	train/loss_reg	train/agem_violation	train/success	walltime
8455.06138458102	9537.457253373514	27226.490234375	957.8225541440042	200.0	0.0	0.0	1272.5865823453237	0.0	1272.5865823453237	1272.5865823453237	200.0	0.0	0.0	1	1089.0312409202645	3676.2301181206203	17021.666015625	-180.7239326363628	200.0	20000	20000	315.87738	786.7439	4742.055	-183.79124	315.8738	786.74536	4695.708	-182.5183	4.94466	10.665847	230.25365	-13.165085	-328.8533	454.39136	453.36032	0.573286287476039	0.0	0.0	0.0	168.24744772911072
10781.032	6967.833	18750.535	271.1789	200.0	0.0	0.0	17455.232	0.0	17455.232	17455.232	200.0	0.0	0.0	2	12537.77206451982	11253.648632745055	67227.2265625	-95.42423451394805	200.0	40000	40000	3639.97	2193.898	19487.172	-1172.081	3639.985	2193.8035	19543.44	-1155.7372	3.987854	3.6716068	61.303764	-12.846508	-3672.196	5460.044	5559.046	3.0244658533334734	0.0	0.0	0.05	363.1432957649231
35572.80097962541	41098.56372318788	145491.3125	-94.87085179895973	200.0	0.2	0.2	-90.59549323994082	0.0	-90.59549323994082	-90.59549323994082	200.0	0.0	0.0	3	38065.09225245404	60650.290355184676	281733.4375	-116.0603865891208	200.0	60000	60000	10448.762	13920.425	117060.75	-8678.083	10448.813	13919.936	116665.02	-9301.335	4.156168	4.47278	99.25354	-15.2151985	-10544.085	328988.8	333227.97	10.23704295939207	0.0	0.0	0.35	549.6989226341248
219424.21930928473	143984.2396636507	364527.875	1551.5217061282615	200.0	0.8	0.8	333750.3	0.0	333750.3	333750.3	200.0	1.0	1.0	4	100638.94862736184	95390.05960741051	310943.3125	-102.76389609641437	200.0	80000	80000	36977.82	30706.154	156719.39	-21490.035	36978.145	30705.02	157449.88	-21830.795	4.0071044	3.5049672	46.047016	-14.018518	-37248.07	1554264.6	1563592.8	28.53024652042389	0.0	0.0	0.67	737.8089890480042
206786.78	105929.26	347081.03	23986.418	200.0	0.9	0.9	18693.098	0.0	18693.098	18693.098	200.0	0.0	0.0	5	216312.7231696014	107600.68831533968	355974.34375	28.84356533081717	200.0	100000	100000	73746.44	43144.43	179283.16	-41555.152	73746.86	43143.348	179380.73	-41551.566	4.0062504	3.3524473	50.269295	-14.084192	-74277.945	2574716.0	2588377.0	39.446109063339236	0.0	0.0	0.91	926.5805294513702
278534.94	95509.55	355101.6	25876.95	200.0	1.0	1.0	338595.5	0.0	338595.5	338595.5	200.0	1.0	1.0	6	241479.52	102142.375	364558.94	5423.813	200.0	120000	120000	105224.57	44570.367	198733.9	-41250.258	105224.73	44569.305	198865.89	-40879.836	4.0036592	3.3856108	45.93433	-15.2011795	-105737.86	3059729.5	3092882.8	42.340589769744874	0.0	0.0	0.94	1115.0875434875488
317718.97	103886.305	373174.16	13046.917	200.0	0.9	0.9	297105.16	0.0	297105.16	297105.16	200.0	1.0	1.0	7	270751.06	90978.555	353947.28	2759.7815	200.0	140000	140000	122476.17	45691.73	200420.81	-30715.031	122476.07	45690.992	200392.19	-31558.53	3.999793	3.427707	43.62342	-13.669987	-122957.45	3356867.5	3407672.5	43.06966761398316	0.0	0.0	0.98	1303.7489585876465
232226.1	136904.02	369014.75	7100.915	200.0	0.9	0.9	361263.1	0.0	361263.1	361263.1	200.0	1.0	1.0	8	282078.9	93708.35	368696.47	14497.78	200.0	160000	160000	134264.81	44839.426	207105.02	-23128.87	134264.81	44839.316	208022.19	-21575.33	3.9971652	3.37629	36.99209	-14.809259	-134690.66	3172640.8	3191964.0	39.647826969718935	0.0	0.0	0.98	1492.2081387043
326670.2	27404.746	355400.66	264149.6	200.0	1.0	1.0	311824.28	0.0	311824.28	311824.28	200.0	1.0	1.0	9	283776.93651222053	89032.4700324676	362826.5625	690.0987318201026	200.0	180000	180000	141217.95	45952.06	211406.58	-20597.355	141218.11	45950.887	211448.3	-23595.5	3.9997942	3.409244	39.56023	-12.932247	-141611.08	3337034.2	3387195.2	38.68366011734009	0.0	0.0	1.0	1681.3413014411926
341780.06	23169.803	363777.97	289213.6	200.0	1.0	1.0	360498.8	0.0	360498.8	360498.8	200.0	1.0	1.0	10	276111.47	92026.61	367099.12	977.65845	200.0	200000	200000	147207.9	46650.92	213824.39	-31243.281	147208.02	46649.734	212680.81	-34746.195	4.0021644	3.3746057	45.212006	-14.328538	-147565.06	3512675.0	3555734.2	37.570012133216856	0.0	0.0	0.98	1870.0736017227173
321314.16	42783.883	361394.8	248913.17	200.0	1.0	1.0	298350.0	0.0	298350.0	298350.0	200.0	1.0	1.0	11	301128.9	76754.13	364641.34	1756.1936	200.0	220000	220000	151744.31	47206.824	214142.06	-39483.0	151744.31	47206.14	214731.3	-43417.996	3.9985254	3.3087387	42.14838	-14.162303	-152068.89	3689848.5	3731501.5	36.3193270737648	0.0	0.0	0.99	2058.4582693576813
327441.84	27722.912	365855.3	287965.4	200.0	1.0	1.0	335191.5	0.0	335191.5	335191.5	200.0	1.0	1.0	12	300982.12	73064.48	367821.2	11807.504	200.0	240000	240000	154913.53	46064.844	217225.12	-36751.54	154913.5	46065.355	216544.31	-36437.125	4.0003457	3.3691533	45.29014	-12.513849	-155213.66	3634950.5	3644108.5	33.479312253952024	0.0	0.0	0.98	2245.7002108097076
316053.7	57827.91	360770.16	175392.0	200.0	1.0	1.0	157763.48	0.0	157763.48	157763.48	200.0	1.0	1.0	13	306820.75	62275.41	367568.12	23641.674	200.0	260000	260000	158577.08	44485.027	216061.14	-19418.312	158576.84	44485.977	215925.25	-17049.625	3.999469	3.3273854	45.404617	-11.821884	-158867.89	3481482.0	3495452.8	32.90812412490845	0.0	0.0	1.0	2433.148711681366
334189.56	44030.64	369113.84	212295.33	200.0	1.0	1.0	365596.56	0.0	365596.56	365596.56	200.0	1.0	1.0	14	306337.06	79603.016	370772.84	15814.361	200.0	280000	280000	163149.34	43940.742	216516.55	-29605.965	163149.23	43940.93	216470.03	-27325.898	4.0002193	3.3607423	43.456657	-12.093971	-163427.58	3385986.2	3415050.0	32.648204881095886	0.0	0.0	1.0	2619.850011110306
